"tick","run","random_seed","Generation Time G(D+T+R)","Generation Time G(D)","Generation Time G(R)","Generation Time G(T)"
0.0,1,2142018072,"0.0","0.0","0.0","0.0"
60.0,1,2142018072,"51.345339934837966","62.211943442027305","44.537085358434496","0.0"
62.0,1,2142018072,"51.40491497548705","62.41198238879287","44.56286478963345","0.0"
64.0,1,2142018072,"51.50060042316661","62.63581987236689","44.62799619094047","0.0"
66.0,1,2142018072,"48.588538668716204","55.876090767923046","43.53575762101288","0.0"
68.0,1,2142018072,"48.1298434358853","55.25716641443808","43.188309894447926","0.0"
70.0,1,2142018072,"48.1099666007415","55.79035779328907","42.926083191143086","0.0"
72.0,1,2142018072,"46.58547279212903","54.35513807654789","41.45269554341417","0.0"
74.0,1,2142018072,"45.899518037493316","52.376594327286945","41.405284037167156","0.0"
76.0,1,2142018072,"45.83809693835119","51.50372221018539","41.76317547368247","0.0"
78.0,1,2142018072,"45.58481810909484","52.14076190676746","41.093294729370164","0.0"
80.0,1,2142018072,"45.39557891927471","52.09135696980275","40.8612734901599","0.0"
82.0,1,2142018072,"45.06026827423635","51.45960701096921","40.691183657296364","0.0"
84.0,1,2142018072,"45.559611570401785","52.714719377090404","40.8416757896259","0.0"
86.0,1,2142018072,"45.127231361469775","52.153851814712155","40.50120080767974","0.0"
88.0,1,2142018072,"44.615829765090325","52.231764356829096","39.78639561044407","0.0"
90.0,1,2142018072,"44.50627570171256","51.815869429267714","39.823190460458875","0.0"
92.0,1,2142018072,"44.58377221805328","51.009353416933024","40.28929749100479","0.0"
94.0,1,2142018072,"45.110665244769066","51.65445387534411","40.75260498754513","0.0"
96.0,1,2142018072,"44.8010894542248","50.57636274384021","40.82076934079264","0.0"
98.0,1,2142018072,"44.18548481642393","50.05506002544588","40.1972809867844","0.0"
100.0,1,2142018072,"43.246567074737975","48.94743458527143","39.38643533671212","0.0"
102.0,1,2142018072,"42.969201351852455","48.949870797515366","39.00733856593409","0.0"
104.0,1,2142018072,"42.84284754651257","48.978196325566195","38.83208734520423","0.0"
106.0,1,2142018072,"42.66805397766211","49.029656045840134","38.58362550954045","0.0"
108.0,1,2142018072,"42.37518179586017","49.10186023792943","38.17337248209213","0.0"
