"Time","run","random_seed","gamma0","gamma0d","gamma0t","gammaI","Density","GammaEp","Rate","Plasmid","G","Gd","Gr","Gt","N","Nd","Nr","Nt","RCh","RCv","RCt","WetLabRateCurve"
"-1.0",1,4745,"0.0","0.0","0.0","0.0","0.5","0.0","0.0","OriTR388","0.0","0.0","0.0","0.0","45000.0","22500.0","22500.0","0.0","0.0","0.0","0.0","0.003699985"
"5.0",1,4745,"0.5","0.5","0.0","0.017467248908296942","0.5","0.0","0.017777777777777778","OriTR388","0.0","0.0","0.0","0.0","45000.0","22500.0","22100.0","400.0","1.0","0.0","0.0","0.015099324999999999"
"15.0",1,4745,"0.5384615384615384","0.5384615384615384","0.0","0.029535864978902954","0.49782608695652175","5.506767042326363E-10","0.03463203463203463","OriTR388","0.0","0.0","0.0","0.0","46000.0","22900.0","22300.0","800.0","0.875","0.125","0.0","0.034089425"
"25.0",1,4745,"0.5714285714285714","0.5714285714285714","0.0","0.026058631921824105","0.5164644714038128","2.6448823111735036E-10","0.03225806451612903","OriTR388","70.16974860193801","62.079202075276825","95.67616012510103","0.0","57700.0","29800.0","27000.0","900.0","0.8888888888888888","0.1111111111111111","0.0","0.053058125000000005"
"35.0",1,4745,"0.7857142857142857","0.7857142857142857","0.0","0.04814004376367615","0.5052878965922444","3.118389638936982E-10","0.06413301662707839","OriTR388","38.32817944366116","37.705619774393234","43.59006683206854","0.0","85100.0","43000.0","39400.0","2700.0","0.8148148148148148","0.18518518518518517","0.0","0.071993425"
"45.0",1,4745,"0.8064516129032258","0.8064516129032258","0.0","0.04798464491362764","0.5067637877211238","2.529083034281431E-10","0.07172995780590717","OriTR388","41.383652913327964","40.66351057781831","46.81689230523745","0.0","96100.0","48700.0","44000.0","3400.0","0.7352941176470589","0.2647058823529412","0.0","0.090883325"
"55.0",1,4745,"0.8723404255319149","0.8723404255319149","0.0","0.058823529411764705","0.5162337662337663","2.5238899049304575E-10","0.10234899328859061","OriTR388","38.104104894051645","36.932428188134985","44.30606020628985","0.0","123200.0","63600.0","53500.0","6100.0","0.6721311475409836","0.32786885245901637","0.0","0.10971582499999999"
"65.0",1,4745,"0.8611111111111112","0.8611111111111112","0.0","0.06581740976645435","0.5137783221065524","2.306195653440603E-10","0.1297229219143577","OriTR388","35.18738146998448","34.46059851860419","44.30606020628985","0.0","163300.0","83900.0","69100.0","10300.0","0.6019417475728155","0.39805825242718446","0.0","0.128478925"
"75.0",1,4745,"0.6982758620689655","0.6982758620689655","0.0","0.06988783433994823","0.5092824887104868","2.0276478344150435E-10","0.147239263803681","OriTR388","35.16548989313767","34.736122626990806","44.30606020628985","0.0","199300.0","101500.0","83400.0","14400.0","0.5625","0.4375","0.0","0.147160625"
"85.0",1,4745,"0.5","0.5","0.0","0.07057256990679095","0.5169390195296931","1.7607969317677896E-10","0.16914191419141913","OriTR388","34.5142500822318","33.857802493603","39.57547263749541","0.0","250900.0","129700.0","100700.0","20500.0","0.5170731707317073","0.48292682926829267","0.0","0.165748925"
"95.0",1,4745,"0.324455205811138","0.324455205811138","0.0","0.06623826000988631","0.5215556225504975","1.4282651343466148E-10","0.18462507876496534","OriTR388","33.18361398365363","32.496965982987405","37.891164418329325","0.0","331700.0","173000.0","129400.0","29300.0","0.45733788395904434","0.5426621160409556","0.0","0.184231825"
"105.0",1,4745,"0.19698870765370138","0.19698870765370138","0.0","0.06287545054064878","0.5153600393217007","1.2558627640172598E-10","0.2028397565922921","OriTR388","33.273039616777076","32.82201314492498","37.891164418329325","0.0","406900.0","209700.0","157200.0","40000.0","0.3925","0.6075","0.0","0.20259732500000002"
"115.0",1,4745,"0.14105123087159016","0.14105123087159016","0.0","0.06622930334270541","0.5208537301742706","1.0656123818359885E-10","0.22108704536166734","OriTR388","33.033200040584646","32.48672833494523","37.891164418329325","91.4622993553665","510700.0","266000.0","190600.0","54100.0","0.39186691312384475","0.6081330868761553","0.0","0.22083342499999997"
