"Time","run","random_seed","gamma0","gamma0d","gamma0t","gammaI","Density","GammaEp","Rate","Plasmid","G","Gd","Gr","Gt","N","Nd","Nr","Nt","RCh","RCv","RCt","WetLabRateCurve"
"-1.0",1,4745,"0.0","0.0","0.0","0.0","0.04888888888888889","0.0","0.0","pSU2007","0.0","31.04870440483542","0.0","0.0","45000.0","2200.0","42800.0","0.0","0.0","0.0","0.0","0.040117019"
"5.0",1,4745,"1.0","1.0","0.0","0.08333333333333333","0.05333333333333334","0.0","0.004672897196261682","pSU2007","0.0","0.0","0.0","0.0","45000.0","2200.0","42600.0","200.0","1.0","0.0","0.0","0.027922625"
"15.0",1,4745,"1.0","1.0","0.0","0.11538461538461539","0.05639913232104121","1.02352880985782E-9","0.00684931506849315","pSU2007","0.0","0.0","0.0","0.0","46100.0","2300.0","43500.0","300.0","1.0","0.0","0.0","0.010260875"
"25.0",1,4745,"1.0","1.0","0.0","0.09090909090909091","0.05779334500875657","5.808895953482959E-10","0.007380073800738007","pSU2007","73.24979966653667","68.7358762159137","75.87430336392961","0.0","57100.0","2900.0","53800.0","400.0","0.75","0.25","0.0","-0.0041718749999999985"
"35.0",1,4745,"0.75","0.75","0.0","0.061224489795918366","0.05847255369928401","3.417415325123026E-10","0.007547169811320755","pSU2007","39.277122911115235","37.705619774393234","39.85130146435167","0.0","83800.0","4300.0","78900.0","600.0","0.5","0.5","0.0","-0.015489624999999996"
"45.0",1,4745,"0.5","0.5","0.0","0.05555555555555555","0.05625","2.217899950290735E-10","0.006578947368421052","pSU2007","41.44051756736471","41.44051756736471","41.80470505097052","0.0","96000.0","4800.0","90600.0","600.0","0.5","0.5","0.0","-0.023806375000000005"
"55.0",1,4745,"0.3","0.3","0.0","0.0410958904109589","0.06098579782790309","1.5840086969713243E-10","0.007067137809187279","pSU2007","39.226610965864495","36.17441089853902","41.80470505097052","0.0","119700.0","6500.0","112400.0","800.0","0.375","0.625","0.0","-0.029236124999999988"
"65.0",1,4745,"0.17647058823529413","0.17647058823529413","0.0","0.030927835051546393","0.06032338308457712","1.0545117318891754E-10","0.006574621959237344","pSU2007","35.613654615292546","33.53607656346303","41.80470505097052","0.0","160800.0","8700.0","151100.0","1000.0","0.3","0.7","0.0","-0.03189287499999997"
"75.0",1,4745,"0.1","0.1","0.0","0.02631578947368421","0.057663125948406675","8.21177859389282E-11","0.0064","pSU2007","35.356999642037884","34.623189368657094","41.80470505097052","0.0","197700.0","10200.0","186300.0","1200.0","0.25","0.75","0.0","-0.03189062499999999"
"85.0",1,4745,"0.04477611940298507","0.04477611940298507","0.0","0.0196078431372549","0.062144597887896016","5.885563430318313E-11","0.006454388984509466","pSU2007","34.89829230535201","32.69987047613608","41.80470505097052","0.0","246200.0","13800.0","230900.0","1500.0","0.2","0.8","0.0","-0.029343374999999984"
"95.0",1,4745,"0.023622047244094488","0.023622047244094488","0.0","0.015873015873015872","0.05917345021916093","4.55789205576542E-11","0.006283068783068783","pSU2007","33.82342992571731","32.77807130136794","41.80470505097052","0.0","319400.0","17000.0","300500.0","1900.0","0.15789473684210525","0.8421052631578947","0.0","-0.024365124999999974"
"105.0",1,4745,"0.012048192771084338","0.012048192771084338","0.0","0.012875536480686695","0.05846925972396487","3.812857366154068E-11","0.006619009796134498","pSU2007","33.59126971545253","32.94214075179946","33.72975816247071","0.0","398500.0","20800.0","375200.0","2500.0","0.12","0.88","0.0","-0.01706987499999996"
"115.0",1,4745,"0.006535947712418301","0.006535947712418301","0.0","0.009771986970684038","0.06147376852222667","2.7166294595951133E-11","0.006359974560101759","pSU2007","33.34030213302682","31.962370645273076","33.50948488909504","0.0","499400.0","27700.0","468700.0","3000.0","0.1","0.9","0.0","-0.0075716249999999916"
"125.0",1,4745,"0.003218884120171674","0.003218884120171674","0.0","0.007853403141361256","0.05998743718592965","2.090145759191187E-11","0.0061431180474846424","pSU2007","32.91544945040797","31.948059476917376","33.50948488909504","0.0","636800.0","34500.0","598600.0","3700.0","0.08108108108108109","0.918918918918919","0.0","0.004015624999999995"
"135.0",1,4745,"0.049072411729503294","0.040694195092758824","0.008378216636744464","0.14882032667876588","0.06879760269696591","4.440464782105771E-11","0.017391304347826087","pSU2007","32.71769874633386","32.21108354612328","32.94639896423806","0.0","800900.0","41900.0","745800.0","13200.0","0.6212121212121212","0.3787878787878788","0.17073170731707318","0.01757787500000005"
"145.0",1,4745,"0.06447613143211407","0.04742715437073776","0.017048977061376317","0.2379862700228833","0.0866375892149088","5.7983215221492806E-11","0.03315844700944386","pSU2007","32.53341921729254","31.510158826987634","32.9501279416261","0.0","1008800.0","55800.0","921400.0","31600.0","0.6582278481012658","0.34177215189873417","0.2644230769230769","0.03300112499999997"
"155.0",1,4745,"0.06559790610175037","0.042859479797153606","0.02273842630459676","0.3033282904689864","0.10285536450634093","6.355218161144626E-11","0.05047760210803689","pSU2007","32.264016542768154","31.345234745813595","32.82457490435826","0.0","1285300.0","70900.0","1153100.0","61300.0","0.6541598694942904","0.3458401305057096","0.34663341645885287","0.050171375000000004"
"165.0",1,4745,"0.05953546320192222","0.03408383020379105","0.025451632998131173","0.34431291816778176","0.12048118062875922","6.468043344567093E-11","0.06977964323189927","pSU2007","32.16797194329299","31.410855837649326","32.87607959061599","0.0","1612700.0","87900.0","1418400.0","106400.0","0.6287593984962406","0.37124060150375937","0.42750373692077726","0.06897462499999998"
"175.0",1,4745,"0.0518047788510422","0.02679206914082359","0.025012709710218607","0.36720720720720723","0.1396507473202154","6.103614322638569E-11","0.0889907279121816","pSU2007","32.23712499346144","31.356987759321616","33.103421011617804","89.61146284023665","1987100.0","110500.0","1709600.0","167000.0","0.6101796407185629","0.3898203592814371","0.48282630029440626","0.08929687499999998"
"185.0",1,4745,"0.04811819595645412","0.021897356143079316","0.026220839813374804","0.4073196419167983","0.16021936300358575","5.879467467571068E-11","0.1110565329999107","pSU2007","32.562565260431825","31.754823525645108","33.103421011617804","73.30678469805382","2370500.0","131100.0","1990700.0","248700.0","0.6220345798150382","0.3779654201849618","0.5449256625727213","0.11102412500000004"
