"tick","run","random_seed","Relative contribution of horizontal transfer","Relative contribution of vertical transfer","Relative contribution of transconjugants re-transfers"
0.0,1,930625508,"0.5142478844050429","0.4857521155949571","0.0"
1.0,1,930625508,"0.0","0.0","0.0"
2.0,1,930625508,"1.0","0.0","0.0"
3.0,1,930625508,"1.0","0.0","0.0"
4.0,1,930625508,"1.0","0.0","0.0"
5.0,1,930625508,"1.0","0.0","0.0"
6.0,1,930625508,"1.0","0.0","0.0"
7.0,1,930625508,"1.0","0.0","0.0"
8.0,1,930625508,"1.0","0.0","0.0"
9.0,1,930625508,"1.0","0.0","0.0"
10.0,1,930625508,"1.0","0.0","0.0"
11.0,1,930625508,"1.0","0.0","0.0"
12.0,1,930625508,"1.0","0.0","0.0"
13.0,1,930625508,"1.0","0.0","0.0"
14.0,1,930625508,"1.0","0.0","0.0"
15.0,1,930625508,"1.0","0.0","0.0"
16.0,1,930625508,"1.0","0.0","0.0"
17.0,1,930625508,"1.0","0.0","0.0"
18.0,1,930625508,"1.0","0.0","0.0"
19.0,1,930625508,"1.0","0.0","0.0"
20.0,1,930625508,"1.0","0.0","0.0"
21.0,1,930625508,"1.0","0.0","0.0"
22.0,1,930625508,"1.0","0.0","0.0"
23.0,1,930625508,"1.0","0.0","0.0"
24.0,1,930625508,"1.0","0.0","0.0"
25.0,1,930625508,"1.0","0.0","0.0"
26.0,1,930625508,"1.0","0.0","0.0"
27.0,1,930625508,"1.0","0.0","0.0"
28.0,1,930625508,"1.0","0.0","0.0"
29.0,1,930625508,"1.0","0.0","0.0"
30.0,1,930625508,"0.8571428571428571","0.14285714285714285","0.0"
31.0,1,930625508,"0.75","0.25","0.0"
32.0,1,930625508,"0.75","0.25","0.0"
33.0,1,930625508,"0.7777777777777778","0.2222222222222222","0.0"
34.0,1,930625508,"0.8181818181818182","0.18181818181818182","0.0"
35.0,1,930625508,"0.8181818181818182","0.18181818181818182","0.0"
36.0,1,930625508,"0.8181818181818182","0.18181818181818182","0.0"
37.0,1,930625508,"0.8181818181818182","0.18181818181818182","0.0"
38.0,1,930625508,"0.8181818181818182","0.18181818181818182","0.0"
39.0,1,930625508,"0.8181818181818182","0.18181818181818182","0.0"
40.0,1,930625508,"0.8181818181818182","0.18181818181818182","0.0"
41.0,1,930625508,"0.8181818181818182","0.18181818181818182","0.0"
42.0,1,930625508,"0.8333333333333334","0.16666666666666666","0.0"
43.0,1,930625508,"0.8333333333333334","0.16666666666666666","0.0"
44.0,1,930625508,"0.7857142857142857","0.21428571428571427","0.0"
45.0,1,930625508,"0.6875","0.3125","0.0"
46.0,1,930625508,"0.7058823529411765","0.29411764705882354","0.0"
47.0,1,930625508,"0.7058823529411765","0.29411764705882354","0.0"
48.0,1,930625508,"0.631578947368421","0.3684210526315789","0.0"
49.0,1,930625508,"0.631578947368421","0.3684210526315789","0.0"
50.0,1,930625508,"0.631578947368421","0.3684210526315789","0.0"
51.0,1,930625508,"0.631578947368421","0.3684210526315789","0.0"
52.0,1,930625508,"0.631578947368421","0.3684210526315789","0.0"
53.0,1,930625508,"0.65","0.35","0.0"
54.0,1,930625508,"0.65","0.35","0.0"
55.0,1,930625508,"0.6190476190476191","0.38095238095238093","0.0"
56.0,1,930625508,"0.6190476190476191","0.38095238095238093","0.0"
57.0,1,930625508,"0.6190476190476191","0.38095238095238093","0.0"
58.0,1,930625508,"0.6190476190476191","0.38095238095238093","0.0"
59.0,1,930625508,"0.6190476190476191","0.38095238095238093","0.0"
60.0,1,930625508,"0.5909090909090909","0.4090909090909091","0.0"
61.0,1,930625508,"0.5909090909090909","0.4090909090909091","0.0"
62.0,1,930625508,"0.5833333333333334","0.4166666666666667","0.0"
63.0,1,930625508,"0.5769230769230769","0.4230769230769231","0.0"
64.0,1,930625508,"0.5769230769230769","0.4230769230769231","0.0"
65.0,1,930625508,"0.5769230769230769","0.4230769230769231","0.0"
66.0,1,930625508,"0.5555555555555556","0.4444444444444444","0.0"
67.0,1,930625508,"0.5357142857142857","0.4642857142857143","0.0"
68.0,1,930625508,"0.5517241379310345","0.4482758620689655","0.0"
69.0,1,930625508,"0.5666666666666667","0.43333333333333335","0.0"
70.0,1,930625508,"0.5454545454545454","0.45454545454545453","0.0"
71.0,1,930625508,"0.5588235294117647","0.4411764705882353","0.0"
72.0,1,930625508,"0.5428571428571428","0.45714285714285713","0.0"
73.0,1,930625508,"0.5853658536585366","0.4146341463414634","0.0"
74.0,1,930625508,"0.5853658536585366","0.4146341463414634","0.0"
75.0,1,930625508,"0.5853658536585366","0.4146341463414634","0.0"
76.0,1,930625508,"0.5853658536585366","0.4146341463414634","0.0"
77.0,1,930625508,"0.5853658536585366","0.4146341463414634","0.0"
78.0,1,930625508,"0.5853658536585366","0.4146341463414634","0.0"
79.0,1,930625508,"0.5853658536585366","0.4146341463414634","0.0"
80.0,1,930625508,"0.5813953488372093","0.4186046511627907","0.0"
81.0,1,930625508,"0.5681818181818182","0.4318181818181818","0.0"
82.0,1,930625508,"0.5681818181818182","0.4318181818181818","0.0"
83.0,1,930625508,"0.62","0.38","0.0"
84.0,1,930625508,"0.6078431372549019","0.39215686274509803","0.0"
85.0,1,930625508,"0.5961538461538461","0.40384615384615385","0.0"
86.0,1,930625508,"0.5925925925925926","0.4074074074074074","0.0"
87.0,1,930625508,"0.5925925925925926","0.4074074074074074","0.0"
88.0,1,930625508,"0.5818181818181818","0.41818181818181815","0.0"
89.0,1,930625508,"0.5714285714285714","0.42857142857142855","0.0"
90.0,1,930625508,"0.5079365079365079","0.49206349206349204","0.0"
91.0,1,930625508,"0.515625","0.484375","0.0"
92.0,1,930625508,"0.5151515151515151","0.48484848484848486","0.0"
93.0,1,930625508,"0.4927536231884058","0.5072463768115942","0.0"
94.0,1,930625508,"0.4857142857142857","0.5142857142857142","0.0"
95.0,1,930625508,"0.4861111111111111","0.5138888888888888","0.0"
96.0,1,930625508,"0.47297297297297297","0.527027027027027","0.0"
97.0,1,930625508,"0.47368421052631576","0.5263157894736842","0.0"
98.0,1,930625508,"0.4675324675324675","0.5324675324675324","0.0"
99.0,1,930625508,"0.4675324675324675","0.5324675324675324","0.0"
100.0,1,930625508,"0.4675324675324675","0.5324675324675324","0.0"
101.0,1,930625508,"0.475","0.525","0.0"
102.0,1,930625508,"0.4883720930232558","0.5116279069767442","0.0"
103.0,1,930625508,"0.4883720930232558","0.5116279069767442","0.0"
104.0,1,930625508,"0.4827586206896552","0.5172413793103449","0.0"
105.0,1,930625508,"0.4827586206896552","0.5172413793103449","0.0"
106.0,1,930625508,"0.4827586206896552","0.5172413793103449","0.0"
107.0,1,930625508,"0.48863636363636365","0.5113636363636364","0.0"
108.0,1,930625508,"0.4725274725274725","0.5274725274725275","0.0"
109.0,1,930625508,"0.4791666666666667","0.5208333333333334","0.0"
110.0,1,930625508,"0.46","0.54","0.0"
111.0,1,930625508,"0.45544554455445546","0.5445544554455446","0.0"
112.0,1,930625508,"0.5128205128205128","0.48717948717948717","0.0"
113.0,1,930625508,"0.5128205128205128","0.48717948717948717","0.0"
114.0,1,930625508,"0.4918032786885246","0.5081967213114754","0.0"
115.0,1,930625508,"0.5","0.5","0.0"
116.0,1,930625508,"0.4921875","0.5078125","0.0"
117.0,1,930625508,"0.4846153846153846","0.5153846153846153","0.0"
118.0,1,930625508,"0.48091603053435117","0.5190839694656488","0.0"
119.0,1,930625508,"0.48091603053435117","0.5190839694656488","0.0"
120.0,1,930625508,"0.4642857142857143","0.5357142857142857","0.0"
121.0,1,930625508,"0.46099290780141844","0.5390070921985816","0.0"
