"tick","Population (D+R+T)","Population (R)","Population (D)","Population (T)"
0.0,"25000.0","23800.0","1200.0","0.0"
1.0,"25100.0","23900.0","1200.0","0.0"
2.0,"25200.0","24000.0","1200.0","0.0"
3.0,"25300.0","24100.0","1200.0","0.0"
4.0,"25300.0","24100.0","1200.0","0.0"
5.0,"25500.0","24300.0","1200.0","0.0"
6.0,"25500.0","24300.0","1200.0","0.0"
7.0,"25700.0","24500.0","1200.0","0.0"
8.0,"25900.0","24600.0","1300.0","0.0"
9.0,"26000.0","24700.0","1300.0","0.0"
10.0,"26000.0","24700.0","1300.0","0.0"
11.0,"26200.0","24900.0","1300.0","0.0"
12.0,"26200.0","24900.0","1300.0","0.0"
13.0,"26500.0","25200.0","1300.0","0.0"
14.0,"26700.0","25400.0","1300.0","0.0"
15.0,"26900.0","25600.0","1300.0","0.0"
16.0,"27200.0","25900.0","1300.0","0.0"
17.0,"27700.0","26200.0","1500.0","0.0"
18.0,"27900.0","26400.0","1500.0","0.0"
19.0,"28100.0","26600.0","1500.0","0.0"
20.0,"28600.0","27100.0","1500.0","0.0"
21.0,"28900.0","27400.0","1500.0","0.0"
22.0,"29000.0","27500.0","1500.0","0.0"
23.0,"29600.0","28100.0","1500.0","0.0"
24.0,"30300.0","28800.0","1500.0","0.0"
25.0,"31000.0","29400.0","1600.0","0.0"
26.0,"31600.0","29900.0","1700.0","0.0"
27.0,"32500.0","30800.0","1700.0","0.0"
28.0,"32700.0","31000.0","1700.0","0.0"
29.0,"33400.0","31600.0","1700.0","100.0"
30.0,"33700.0","31900.0","1700.0","100.0"
31.0,"34300.0","32500.0","1700.0","100.0"
32.0,"35000.0","33200.0","1700.0","100.0"
33.0,"35600.0","33700.0","1800.0","100.0"
34.0,"36700.0","34700.0","1900.0","100.0"
35.0,"38000.0","35700.0","2200.0","100.0"
36.0,"39200.0","36900.0","2200.0","100.0"
37.0,"40100.0","37800.0","2200.0","100.0"
38.0,"41000.0","38600.0","2200.0","200.0"
39.0,"41900.0","39500.0","2200.0","200.0"
40.0,"42500.0","40100.0","2200.0","200.0"
41.0,"44100.0","41700.0","2200.0","200.0"
42.0,"45100.0","42600.0","2300.0","200.0"
43.0,"46500.0","44000.0","2300.0","200.0"
44.0,"47400.0","44800.0","2400.0","200.0"
45.0,"48700.0","46100.0","2400.0","200.0"
46.0,"49300.0","46700.0","2400.0","200.0"
47.0,"50800.0","48200.0","2400.0","200.0"
48.0,"51800.0","49200.0","2400.0","200.0"
49.0,"53600.0","50900.0","2500.0","200.0"
50.0,"54900.0","52200.0","2500.0","200.0"
51.0,"56800.0","54000.0","2600.0","200.0"
52.0,"57900.0","55100.0","2600.0","200.0"
53.0,"59700.0","56600.0","2900.0","200.0"
54.0,"60600.0","57300.0","3000.0","300.0"
55.0,"62400.0","59100.0","3000.0","300.0"
56.0,"63400.0","59900.0","3100.0","400.0"
57.0,"64400.0","60800.0","3100.0","500.0"
58.0,"65100.0","61500.0","3100.0","500.0"
59.0,"67000.0","63400.0","3100.0","500.0"
60.0,"67900.0","64200.0","3200.0","500.0"
61.0,"69400.0","65600.0","3200.0","600.0"
62.0,"71000.0","67000.0","3400.0","600.0"
63.0,"72700.0","68700.0","3400.0","600.0"
64.0,"73500.0","69500.0","3400.0","600.0"
65.0,"74900.0","70900.0","3400.0","600.0"
66.0,"76200.0","72200.0","3400.0","600.0"
67.0,"78400.0","74300.0","3500.0","600.0"
68.0,"79700.0","75600.0","3500.0","600.0"
69.0,"82100.0","77800.0","3600.0","700.0"
70.0,"82600.0","78300.0","3600.0","700.0"
71.0,"85200.0","80400.0","3900.0","900.0"
72.0,"86500.0","81400.0","3900.0","1200.0"
73.0,"88400.0","83300.0","3900.0","1200.0"
74.0,"89900.0","84500.0","4000.0","1400.0"
75.0,"92400.0","86900.0","4100.0","1400.0"
76.0,"93400.0","87900.0","4100.0","1400.0"
77.0,"96800.0","91000.0","4200.0","1600.0"
78.0,"98600.0","92800.0","4200.0","1600.0"
79.0,"100200.0","94300.0","4300.0","1600.0"
80.0,"101200.0","95200.0","4400.0","1600.0"
81.0,"103100.0","96500.0","4500.0","2100.0"
82.0,"104500.0","97800.0","4600.0","2100.0"
83.0,"108000.0","101000.0","4700.0","2300.0"
84.0,"110500.0","103200.0","5000.0","2300.0"
85.0,"112900.0","105400.0","5200.0","2300.0"
86.0,"114800.0","107300.0","5200.0","2300.0"
87.0,"117400.0","109600.0","5300.0","2500.0"
88.0,"119000.0","111000.0","5400.0","2600.0"
89.0,"121400.0","113100.0","5600.0","2700.0"
90.0,"123400.0","114900.0","5700.0","2800.0"
91.0,"126200.0","117500.0","5700.0","3000.0"
92.0,"128100.0","119400.0","5700.0","3000.0"
93.0,"131100.0","122100.0","5700.0","3300.0"
94.0,"132900.0","123600.0","5800.0","3500.0"
95.0,"136500.0","127100.0","5900.0","3500.0"
96.0,"138600.0","129100.0","5900.0","3600.0"
97.0,"140500.0","130900.0","5900.0","3700.0"
98.0,"143200.0","133300.0","6200.0","3700.0"
99.0,"147300.0","137100.0","6300.0","3900.0"
100.0,"149300.0","138800.0","6500.0","4000.0"
101.0,"152400.0","141100.0","6600.0","4700.0"
102.0,"155400.0","144000.0","6700.0","4700.0"
103.0,"159400.0","147900.0","6800.0","4700.0"
104.0,"164000.0","152000.0","7100.0","4900.0"
105.0,"167900.0","155500.0","7100.0","5300.0"
106.0,"170700.0","158200.0","7100.0","5400.0"
107.0,"175200.0","162000.0","7500.0","5700.0"
108.0,"177700.0","164300.0","7500.0","5900.0"
109.0,"181200.0","167300.0","7700.0","6200.0"
110.0,"185000.0","170900.0","7900.0","6200.0"
111.0,"189400.0","175100.0","8000.0","6300.0"
112.0,"192700.0","178100.0","8100.0","6500.0"
113.0,"196700.0","181000.0","8200.0","7500.0"
114.0,"200500.0","184400.0","8200.0","7900.0"
115.0,"205600.0","189200.0","8300.0","8100.0"
116.0,"209300.0","192600.0","8400.0","8300.0"
117.0,"212700.0","195400.0","8600.0","8700.0"
118.0,"215000.0","197600.0","8700.0","8700.0"
119.0,"219700.0","201800.0","8900.0","9000.0"
120.0,"223600.0","205600.0","8900.0","9100.0"
121.0,"228000.0","209000.0","9200.0","9800.0"
122.0,"231800.0","212500.0","9300.0","10000.0"
123.0,"236400.0","216800.0","9400.0","10200.0"
124.0,"239900.0","220100.0","9500.0","10300.0"
125.0,"246200.0","225100.0","10000.0","11100.0"
