"tick","run","random_seed","gamma0(N)","gamma0(D)","gamma0(T)"
0.0,1,3912,"0.8098208011243851","0.8098208011243851","0.0"
1.0,1,3912,"0.0","0.0","0.0"
2.0,1,3912,"1.0","1.0","0.0"
3.0,1,3912,"1.0","1.0","0.0"
4.0,1,3912,"1.0","1.0","0.0"
5.0,1,3912,"1.0","1.0","0.0"
6.0,1,3912,"1.0","1.0","0.0"
7.0,1,3912,"1.0","1.0","0.0"
8.0,1,3912,"1.0","1.0","0.0"
9.0,1,3912,"1.0","1.0","0.0"
10.0,1,3912,"1.0","1.0","0.0"
11.0,1,3912,"1.0","1.0","0.0"
12.0,1,3912,"1.0","1.0","0.0"
13.0,1,3912,"0.8333333333333334","0.8333333333333334","0.0"
14.0,1,3912,"0.7142857142857143","0.7142857142857143","0.0"
15.0,1,3912,"0.75","0.75","0.0"
16.0,1,3912,"0.75","0.75","0.0"
17.0,1,3912,"0.75","0.75","0.0"
18.0,1,3912,"0.75","0.75","0.0"
19.0,1,3912,"0.75","0.75","0.0"
20.0,1,3912,"0.75","0.75","0.0"
21.0,1,3912,"0.75","0.75","0.0"
22.0,1,3912,"0.75","0.75","0.0"
23.0,1,3912,"0.75","0.75","0.0"
24.0,1,3912,"0.75","0.75","0.0"
25.0,1,3912,"0.75","0.75","0.0"
26.0,1,3912,"0.75","0.75","0.0"
27.0,1,3912,"0.75","0.75","0.0"
28.0,1,3912,"0.75","0.75","0.0"
29.0,1,3912,"0.75","0.75","0.0"
30.0,1,3912,"0.75","0.75","0.0"
31.0,1,3912,"0.75","0.75","0.0"
32.0,1,3912,"0.75","0.75","0.0"
33.0,1,3912,"0.75","0.75","0.0"
34.0,1,3912,"0.75","0.75","0.0"
35.0,1,3912,"0.75","0.75","0.0"
36.0,1,3912,"0.75","0.75","0.0"
37.0,1,3912,"0.7777777777777778","0.7777777777777778","0.0"
38.0,1,3912,"0.7777777777777778","0.7777777777777778","0.0"
39.0,1,3912,"0.7777777777777778","0.7777777777777778","0.0"
40.0,1,3912,"0.7777777777777778","0.7777777777777778","0.0"
41.0,1,3912,"0.7777777777777778","0.7777777777777778","0.0"
42.0,1,3912,"0.8181818181818182","0.8181818181818182","0.0"
43.0,1,3912,"0.8181818181818182","0.8181818181818182","0.0"
44.0,1,3912,"0.8181818181818182","0.8181818181818182","0.0"
45.0,1,3912,"0.8181818181818182","0.8181818181818182","0.0"
46.0,1,3912,"0.8181818181818182","0.8181818181818182","0.0"
47.0,1,3912,"0.8181818181818182","0.8181818181818182","0.0"
48.0,1,3912,"0.8181818181818182","0.8181818181818182","0.0"
49.0,1,3912,"0.8181818181818182","0.8181818181818182","0.0"
50.0,1,3912,"0.6923076923076923","0.6923076923076923","0.0"
51.0,1,3912,"0.7333333333333333","0.7333333333333333","0.0"
52.0,1,3912,"0.7333333333333333","0.7333333333333333","0.0"
53.0,1,3912,"0.7647058823529411","0.7647058823529411","0.0"
54.0,1,3912,"0.7894736842105263","0.7894736842105263","0.0"
55.0,1,3912,"0.7894736842105263","0.7894736842105263","0.0"
56.0,1,3912,"0.7894736842105263","0.7894736842105263","0.0"
57.0,1,3912,"0.7894736842105263","0.7894736842105263","0.0"
58.0,1,3912,"0.7894736842105263","0.7894736842105263","0.0"
59.0,1,3912,"0.7894736842105263","0.7894736842105263","0.0"
60.0,1,3912,"0.7894736842105263","0.7894736842105263","0.0"
61.0,1,3912,"0.7894736842105263","0.7894736842105263","0.0"
62.0,1,3912,"0.7894736842105263","0.7894736842105263","0.0"
63.0,1,3912,"0.8","0.8","0.0"
64.0,1,3912,"0.8","0.8","0.0"
65.0,1,3912,"0.8","0.8","0.0"
66.0,1,3912,"0.8","0.8","0.0"
67.0,1,3912,"0.8","0.8","0.0"
68.0,1,3912,"0.8","0.8","0.0"
69.0,1,3912,"0.8","0.8","0.0"
70.0,1,3912,"0.8","0.8","0.0"
71.0,1,3912,"0.8095238095238095","0.8095238095238095","0.0"
72.0,1,3912,"0.8181818181818182","0.8181818181818182","0.0"
73.0,1,3912,"0.8181818181818182","0.8181818181818182","0.0"
74.0,1,3912,"0.8181818181818182","0.8181818181818182","0.0"
75.0,1,3912,"0.782608695652174","0.782608695652174","0.0"
76.0,1,3912,"0.8","0.8","0.0"
77.0,1,3912,"0.8","0.8","0.0"
78.0,1,3912,"0.8148148148148148","0.8148148148148148","0.0"
79.0,1,3912,"0.7857142857142857","0.7857142857142857","0.0"
80.0,1,3912,"0.7931034482758621","0.7931034482758621","0.0"
81.0,1,3912,"0.8","0.8","0.0"
82.0,1,3912,"0.8","0.8","0.0"
83.0,1,3912,"0.8285714285714286","0.8285714285714286","0.0"
84.0,1,3912,"0.8285714285714286","0.8285714285714286","0.0"
85.0,1,3912,"0.7837837837837838","0.7837837837837838","0.0"
86.0,1,3912,"0.7894736842105263","0.7894736842105263","0.0"
87.0,1,3912,"0.8","0.8","0.0"
88.0,1,3912,"0.8095238095238095","0.8095238095238095","0.0"
89.0,1,3912,"0.813953488372093","0.813953488372093","0.0"
90.0,1,3912,"0.7954545454545454","0.7954545454545454","0.0"
91.0,1,3912,"0.8","0.8","0.0"
92.0,1,3912,"0.8","0.8","0.0"
93.0,1,3912,"0.8301886792452831","0.8301886792452831","0.0"
94.0,1,3912,"0.8148148148148148","0.8148148148148148","0.0"
95.0,1,3912,"0.8","0.8","0.0"
96.0,1,3912,"0.8035714285714286","0.8035714285714286","0.0"
97.0,1,3912,"0.8070175438596491","0.8070175438596491","0.0"
98.0,1,3912,"0.8103448275862069","0.8103448275862069","0.0"
99.0,1,3912,"0.8103448275862069","0.8103448275862069","0.0"
100.0,1,3912,"0.8103448275862069","0.8103448275862069","0.0"
101.0,1,3912,"0.8103448275862069","0.8103448275862069","0.0"
102.0,1,3912,"0.8103448275862069","0.8103448275862069","0.0"
103.0,1,3912,"0.6619718309859155","0.6619718309859155","0.0"
104.0,1,3912,"0.7108433734939759","0.7108433734939759","0.0"
105.0,1,3912,"0.7209302325581395","0.7209302325581395","0.0"
106.0,1,3912,"0.7272727272727273","0.7272727272727273","0.0"
107.0,1,3912,"0.7333333333333333","0.7333333333333333","0.0"
108.0,1,3912,"0.7391304347826086","0.7391304347826086","0.0"
109.0,1,3912,"0.7391304347826086","0.7391304347826086","0.0"
110.0,1,3912,"0.7391304347826086","0.7391304347826086","0.0"
111.0,1,3912,"0.7473684210526316","0.7473684210526316","0.0"
112.0,1,3912,"0.7837837837837838","0.7837837837837838","0.0"
113.0,1,3912,"0.7894736842105263","0.7894736842105263","0.0"
114.0,1,3912,"0.7948717948717948","0.7948717948717948","0.0"
115.0,1,3912,"0.7966101694915254","0.7966101694915254","0.0"
116.0,1,3912,"0.7983193277310925","0.7983193277310925","0.0"
117.0,1,3912,"0.8032786885245902","0.8032786885245902","0.0"
118.0,1,3912,"0.8125","0.8125","0.0"
119.0,1,3912,"0.8062015503875969","0.8062015503875969","0.0"
120.0,1,3912,"0.8134328358208955","0.8134328358208955","0.0"
121.0,1,3912,"0.8014705882352942","0.8014705882352942","0.0"
122.0,1,3912,"0.8269230769230769","0.8269230769230769","0.0"
123.0,1,3912,"0.8012422360248447","0.8012422360248447","0.0"
124.0,1,3912,"0.8083832335329342","0.8083832335329342","0.0"
125.0,1,3912,"0.8106508875739645","0.8106508875739645","0.0"
126.0,1,3912,"0.7828571428571428","0.7828571428571428","0.0"
127.0,1,3912,"0.7912087912087912","0.7912087912087912","0.0"
128.0,1,3912,"0.7956989247311828","0.7956989247311828","0.0"
129.0,1,3912,"0.7956989247311828","0.7956989247311828","0.0"
130.0,1,3912,"0.7978723404255319","0.7978723404255319","0.0"
131.0,1,3912,"0.8051282051282052","0.8051282051282052","0.0"
132.0,1,3912,"0.8061224489795918","0.8061224489795918","0.0"
133.0,1,3912,"0.834061135371179","0.834061135371179","0.0"
134.0,1,3912,"0.8059071729957806","0.8059071729957806","0.0"
135.0,1,3912,"0.8122448979591836","0.8122448979591836","0.0"
136.0,1,3912,"0.7991967871485943","0.7991967871485943","0.0"
137.0,1,3912,"0.8023715415019763","0.8023715415019763","0.0"
138.0,1,3912,"0.8023715415019763","0.8023715415019763","0.0"
139.0,1,3912,"0.8031496062992126","0.8031496062992126","0.0"
140.0,1,3912,"0.8054474708171206","0.8054474708171206","0.0"
141.0,1,3912,"0.8054474708171206","0.8054474708171206","0.0"
142.0,1,3912,"0.8054474708171206","0.8054474708171206","0.0"
143.0,1,3912,"0.8287671232876712","0.8287671232876712","0.0"
144.0,1,3912,"0.8120805369127517","0.8120805369127517","0.0"
145.0,1,3912,"0.7882736156351792","0.7882736156351792","0.0"
146.0,1,3912,"0.7955974842767296","0.7955974842767296","0.0"
147.0,1,3912,"0.7993827160493827","0.7993827160493827","0.0"
148.0,1,3912,"0.8006134969325154","0.8006134969325154","0.0"
149.0,1,3912,"0.803030303030303","0.803030303030303","0.0"
150.0,1,3912,"0.8093841642228738","0.8093841642228738","0.0"
151.0,1,3912,"0.8104956268221575","0.8104956268221575","0.0"
152.0,1,3912,"0.7296587926509186","0.7296587926509186","0.0"
153.0,1,3912,"0.7518072289156627","0.7518072289156627","0.0"
154.0,1,3912,"0.7587822014051522","0.7587822014051522","0.0"
155.0,1,3912,"0.7604651162790698","0.7604651162790698","0.0"
156.0,1,3912,"0.7626728110599078","0.7626728110599078","0.0"
157.0,1,3912,"0.7632183908045977","0.7632183908045977","0.0"
158.0,1,3912,"0.7674943566591422","0.7674943566591422","0.0"
159.0,1,3912,"0.7685393258426966","0.7685393258426966","0.0"
160.0,1,3912,"0.7721238938053098","0.7721238938053098","0.0"
161.0,1,3912,"0.7751091703056768","0.7751091703056768","0.0"
162.0,1,3912,"0.7984344422700587","0.7984344422700587","0.0"
163.0,1,3912,"0.806390977443609","0.806390977443609","0.0"
164.0,1,3912,"0.8089053803339518","0.8089053803339518","0.0"
165.0,1,3912,"0.8117001828153565","0.8117001828153565","0.0"
166.0,1,3912,"0.8072727272727273","0.8072727272727273","0.0"
167.0,1,3912,"0.8076225045372051","0.8076225045372051","0.0"
168.0,1,3912,"0.8079710144927537","0.8079710144927537","0.0"
169.0,1,3912,"0.8100358422939068","0.8100358422939068","0.0"
170.0,1,3912,"0.8085867620751341","0.8085867620751341","0.0"
171.0,1,3912,"0.8102836879432624","0.8102836879432624","0.0"
172.0,1,3912,"0.8031634446397188","0.8031634446397188","0.0"
173.0,1,3912,"0.8233438485804416","0.8233438485804416","0.0"
174.0,1,3912,"0.7957317073170732","0.7957317073170732","0.0"
175.0,1,3912,"0.8008915304606241","0.8008915304606241","0.0"
176.0,1,3912,"0.8052325581395349","0.8052325581395349","0.0"
177.0,1,3912,"0.8085714285714286","0.8085714285714286","0.0"
178.0,1,3912,"0.8099290780141843","0.8099290780141843","0.0"
179.0,1,3912,"0.8107344632768362","0.8107344632768362","0.0"
180.0,1,3912,"0.7994428969359332","0.7994428969359332","0.0"
181.0,1,3912,"0.8021978021978022","0.8021978021978022","0.0"
182.0,1,3912,"0.8027397260273973","0.8027397260273973","0.0"
183.0,1,3912,"0.818639798488665","0.818639798488665","0.0"
184.0,1,3912,"0.795593635250918","0.795593635250918","0.0"
185.0,1,3912,"0.8028335301062574","0.8028335301062574","0.0"
186.0,1,3912,"0.8073817762399077","0.8073817762399077","0.0"
187.0,1,3912,"0.8082663605051664","0.8082663605051664","0.0"
188.0,1,3912,"0.8100113765642776","0.8100113765642776","0.0"
189.0,1,3912,"0.8018018018018018","0.8018018018018018","0.0"
190.0,1,3912,"0.8040089086859689","0.8040089086859689","0.0"
191.0,1,3912,"0.805094130675526","0.805094130675526","0.0"
192.0,1,3912,"0.8068057080131723","0.8068057080131723","0.0"
193.0,1,3912,"0.8231155778894472","0.8231155778894472","0.0"
194.0,1,3912,"0.796692607003891","0.796692607003891","0.0"
195.0,1,3912,"0.8024574669187146","0.8024574669187146","0.0"
196.0,1,3912,"0.8075506445672191","0.8075506445672191","0.0"
197.0,1,3912,"0.8112014453477868","0.8112014453477868","0.0"
198.0,1,3912,"0.798932384341637","0.798932384341637","0.0"
199.0,1,3912,"0.8022747156605424","0.8022747156605424","0.0"
200.0,1,3912,"0.8039895923677364","0.8039895923677364","0.0"
