"tick","run","random_seed","Gamma end-point (D+R+T growth rate)"
0.0,1,3912,"0.0"
1.0,1,3912,"5.775271553577145E-8"
2.0,1,3912,"2.8812340118670963E-8"
3.0,1,3912,"1.9144688882980936E-8"
4.0,1,3912,"1.43269847823545E-8"
5.0,1,3912,"1.1424030204750455E-8"
6.0,1,3912,"9.478724469280089E-9"
7.0,1,3912,"8.08095081311613E-9"
8.0,1,3912,"7.048170734787073E-9"
9.0,1,3912,"6.0240848367350435E-9"
10.0,1,3912,"5.415929799907128E-9"
11.0,1,3912,"4.8874184169702095E-9"
12.0,1,3912,"4.456860223813567E-9"
13.0,1,3912,"4.088638841662105E-9"
14.0,1,3912,"4.4585161216492514E-9"
15.0,1,3912,"4.127781614197965E-9"
16.0,1,3912,"3.854345348831279E-9"
17.0,1,3912,"3.595464452027746E-9"
18.0,1,3912,"3.3857533060412094E-9"
19.0,1,3912,"3.0814778763196973E-9"
20.0,1,3912,"2.904976196035407E-9"
21.0,1,3912,"2.7483095545501384E-9"
22.0,1,3912,"2.6135241101748277E-9"
23.0,1,3912,"2.4653431956770543E-9"
24.0,1,3912,"2.3475818940199123E-9"
25.0,1,3912,"2.166484127562029E-9"
26.0,1,3912,"2.070171798563484E-9"
27.0,1,3912,"2.1961494883380892E-9"
28.0,1,3912,"2.1030563295801706E-9"
29.0,1,3912,"1.8379726853037836E-9"
30.0,1,3912,"1.710098202185863E-9"
31.0,1,3912,"1.6252541576978994E-9"
32.0,1,3912,"1.753693021447574E-9"
33.0,1,3912,"1.6767044973471683E-9"
34.0,1,3912,"1.5634644600823877E-9"
35.0,1,3912,"1.4487363054806983E-9"
36.0,1,3912,"1.6535454209676363E-9"
37.0,1,3912,"1.6957245684934337E-9"
38.0,1,3912,"1.5889013250453018E-9"
39.0,1,3912,"1.4881357041400901E-9"
40.0,1,3912,"1.4071261305534781E-9"
41.0,1,3912,"1.5668862409896963E-9"
42.0,1,3912,"1.5528597123231342E-9"
43.0,1,3912,"1.4937502008127895E-9"
44.0,1,3912,"1.4114124559683591E-9"
45.0,1,3912,"1.3600217983281344E-9"
46.0,1,3912,"1.316233778608962E-9"
47.0,1,3912,"1.2426672121513648E-9"
48.0,1,3912,"1.2997736583745404E-9"
49.0,1,3912,"1.2335166487435328E-9"
50.0,1,3912,"1.3025413770460922E-9"
51.0,1,3912,"1.1808742281323359E-9"
52.0,1,3912,"1.1972108499989231E-9"
53.0,1,3912,"1.2559356154297442E-9"
54.0,1,3912,"1.3112646747509983E-9"
55.0,1,3912,"1.2933698202891843E-9"
56.0,1,3912,"1.3431118452008314E-9"
57.0,1,3912,"1.2874269028706772E-9"
58.0,1,3912,"1.335802132648131E-9"
59.0,1,3912,"1.23797880570568E-9"
60.0,1,3912,"1.2598321399338324E-9"
61.0,1,3912,"1.207357639762261E-9"
62.0,1,3912,"1.1894062207169985E-9"
63.0,1,3912,"1.1453518792498852E-9"
64.0,1,3912,"1.1312569474575472E-9"
65.0,1,3912,"1.1095542254541824E-9"
66.0,1,3912,"1.0973690839679082E-9"
67.0,1,3912,"1.0549562411359612E-9"
68.0,1,3912,"1.0539830513708495E-9"
69.0,1,3912,"1.0125624757959043E-9"
70.0,1,3912,"1.0138403270981045E-9"
71.0,1,3912,"9.980362802015148E-10"
72.0,1,3912,"9.95524646487491E-10"
73.0,1,3912,"9.644246448946505E-10"
74.0,1,3912,"9.46758185049649E-10"
75.0,1,3912,"9.643226544988123E-10"
76.0,1,3912,"9.747822782074854E-10"
77.0,1,3912,"9.873909302197795E-10"
78.0,1,3912,"9.487453392127643E-10"
79.0,1,3912,"9.334456521812302E-10"
80.0,1,3912,"9.427673666929972E-10"
81.0,1,3912,"9.254274598968826E-10"
82.0,1,3912,"9.666372759573539E-10"
83.0,1,3912,"9.228375704544113E-10"
84.0,1,3912,"9.085542149055504E-10"
85.0,1,3912,"8.776832287863858E-10"
86.0,1,3912,"8.592248293830769E-10"
87.0,1,3912,"8.3899647511374E-10"
88.0,1,3912,"8.348077963348817E-10"
89.0,1,3912,"7.82835779896769E-10"
90.0,1,3912,"7.766519126235621E-10"
91.0,1,3912,"7.553120141945616E-10"
92.0,1,3912,"7.844848500087002E-10"
93.0,1,3912,"7.802886731430192E-10"
94.0,1,3912,"7.597835663264039E-10"
95.0,1,3912,"7.588364531268221E-10"
96.0,1,3912,"7.690862240286349E-10"
97.0,1,3912,"7.58900941397409E-10"
98.0,1,3912,"7.431645149420474E-10"
99.0,1,3912,"7.312054767743516E-10"
100.0,1,3912,"7.319424432857848E-10"
101.0,1,3912,"7.020750019503361E-10"
102.0,1,3912,"6.849432690760768E-10"
103.0,1,3912,"6.952053387526871E-10"
104.0,1,3912,"6.978293680788888E-10"
105.0,1,3912,"6.914390109078025E-10"
106.0,1,3912,"6.910886602964743E-10"
107.0,1,3912,"6.756497517280543E-10"
108.0,1,3912,"6.672502979027726E-10"
109.0,1,3912,"6.543166147972708E-10"
110.0,1,3912,"6.583661660689088E-10"
111.0,1,3912,"6.944389046072016E-10"
112.0,1,3912,"6.922511697527599E-10"
113.0,1,3912,"6.883169579110416E-10"
114.0,1,3912,"6.714065308542277E-10"
115.0,1,3912,"6.358836966616197E-10"
116.0,1,3912,"6.285238477336599E-10"
117.0,1,3912,"6.28652634706705E-10"
118.0,1,3912,"6.144041490315446E-10"
119.0,1,3912,"5.947957273255163E-10"
120.0,1,3912,"5.938016019307149E-10"
121.0,1,3912,"6.093068058953841E-10"
122.0,1,3912,"5.944867331692782E-10"
123.0,1,3912,"5.916385055854822E-10"
124.0,1,3912,"5.925171727401746E-10"
125.0,1,3912,"5.7469380234342E-10"
126.0,1,3912,"5.795246939249681E-10"
127.0,1,3912,"5.67235172831E-10"
128.0,1,3912,"5.607214317010118E-10"
129.0,1,3912,"5.38977334300781E-10"
130.0,1,3912,"5.354471062788827E-10"
131.0,1,3912,"5.205467494073051E-10"
132.0,1,3912,"5.458748845717916E-10"
133.0,1,3912,"5.393503103954371E-10"
134.0,1,3912,"5.392473578579782E-10"
135.0,1,3912,"5.271993828376119E-10"
136.0,1,3912,"5.186354261554629E-10"
137.0,1,3912,"5.088329934571017E-10"
138.0,1,3912,"5.020093861278004E-10"
139.0,1,3912,"4.841460914192395E-10"
140.0,1,3912,"4.793728583183353E-10"
141.0,1,3912,"4.706318415079959E-10"
142.0,1,3912,"4.828103622422386E-10"
143.0,1,3912,"4.69807463696203E-10"
144.0,1,3912,"4.6396397697057277E-10"
145.0,1,3912,"4.5676503839850926E-10"
146.0,1,3912,"4.522981328717085E-10"
147.0,1,3912,"4.4488874808832586E-10"
148.0,1,3912,"4.3557574370220907E-10"
149.0,1,3912,"4.277249461406504E-10"
