"tick","Population (D+R+T)","Population (R)","Population (D)","Population (T)"
0.0,"50000.0","47500.0","2500.0","0.0"
1.0,"50300.0","47400.0","2600.0","300.0"
2.0,"50500.0","47500.0","2700.0","300.0"
3.0,"50800.0","47700.0","2800.0","300.0"
4.0,"51000.0","47800.0","2900.0","300.0"
5.0,"51400.0","48100.0","3000.0","300.0"
6.0,"51600.0","48200.0","3100.0","300.0"
7.0,"52000.0","48500.0","3200.0","300.0"
8.0,"52200.0","48600.0","3300.0","300.0"
9.0,"52400.0","48800.0","3300.0","300.0"
10.0,"52600.0","49000.0","3300.0","300.0"
11.0,"53300.0","49700.0","3300.0","300.0"
12.0,"53500.0","49900.0","3300.0","300.0"
13.0,"53900.0","50300.0","3300.0","300.0"
14.0,"54000.0","50400.0","3300.0","300.0"
15.0,"54400.0","50800.0","3300.0","300.0"
16.0,"55000.0","51400.0","3300.0","300.0"
17.0,"55600.0","52000.0","3300.0","300.0"
18.0,"56300.0","52700.0","3300.0","300.0"
19.0,"56700.0","53100.0","3300.0","300.0"
20.0,"56900.0","53300.0","3300.0","300.0"
21.0,"57900.0","54100.0","3500.0","300.0"
22.0,"58600.0","54700.0","3600.0","300.0"
23.0,"60000.0","56100.0","3600.0","300.0"
24.0,"60500.0","56600.0","3600.0","300.0"
25.0,"61200.0","57200.0","3700.0","300.0"
26.0,"62700.0","58700.0","3700.0","300.0"
27.0,"64100.0","60000.0","3700.0","400.0"
28.0,"65200.0","60900.0","3900.0","400.0"
29.0,"66300.0","61800.0","4100.0","400.0"
30.0,"67900.0","63200.0","4300.0","400.0"
31.0,"69400.0","64400.0","4400.0","600.0"
32.0,"70700.0","65600.0","4500.0","600.0"
33.0,"72600.0","67100.0","4900.0","600.0"
34.0,"74300.0","68600.0","5100.0","600.0"
35.0,"77000.0","71200.0","5200.0","600.0"
36.0,"78400.0","72500.0","5200.0","700.0"
37.0,"80500.0","74500.0","5300.0","700.0"
38.0,"82000.0","76000.0","5300.0","700.0"
39.0,"83300.0","77200.0","5400.0","700.0"
40.0,"85200.0","79000.0","5500.0","700.0"
41.0,"87700.0","81300.0","5600.0","800.0"
42.0,"89700.0","83200.0","5700.0","800.0"
43.0,"92100.0","85300.0","5900.0","900.0"
44.0,"93400.0","86500.0","6000.0","900.0"
45.0,"96100.0","88900.0","6100.0","1100.0"
