"tick","run","random_seed","Generation Time G(D+T+R)","Generation Time G(D)","Generation Time G(R)","Generation Time G(T)"
0.0,1,930625508,"0.0","0.0","0.0","0.0"
1.0,1,930625508,"0.0","0.0","0.0","0.0"
2.0,1,930625508,"0.0","0.0","0.0","0.0"
3.0,1,930625508,"0.0","0.0","0.0","0.0"
4.0,1,930625508,"0.0","0.0","0.0","0.0"
5.0,1,930625508,"0.0","0.0","0.0","0.0"
6.0,1,930625508,"0.0","0.0","0.0","0.0"
7.0,1,930625508,"0.0","0.0","0.0","0.0"
8.0,1,930625508,"0.0","0.0","0.0","0.0"
9.0,1,930625508,"0.0","0.0","0.0","0.0"
10.0,1,930625508,"0.0","0.0","0.0","0.0"
11.0,1,930625508,"0.0","0.0","0.0","0.0"
12.0,1,930625508,"0.0","0.0","0.0","0.0"
13.0,1,930625508,"0.0","0.0","0.0","0.0"
14.0,1,930625508,"0.0","0.0","0.0","0.0"
15.0,1,930625508,"0.0","0.0","0.0","0.0"
16.0,1,930625508,"0.0","0.0","0.0","0.0"
17.0,1,930625508,"0.0","0.0","0.0","0.0"
18.0,1,930625508,"0.0","0.0","0.0","0.0"
19.0,1,930625508,"0.0","0.0","0.0","0.0"
20.0,1,930625508,"117.5940109888308","0.0","0.0","0.0"
21.0,1,930625508,"114.91202796531283","0.0","119.4361039022065","0.0"
22.0,1,930625508,"109.83367164018028","0.0","114.73241024453634","0.0"
23.0,1,930625508,"97.96427740342288","0.0","100.77410623810687","0.0"
24.0,1,930625508,"96.26763457684642","0.0","98.52670099104105","0.0"
25.0,1,930625508,"89.95340427491985","0.0","91.30252987381526","0.0"
26.0,1,930625508,"85.62180847314714","0.0","86.38642303517523","0.0"
27.0,1,930625508,"78.8200857008745","0.0","78.95701449783022","0.0"
28.0,1,930625508,"78.64495128604214","0.0","78.61896711047979","0.0"
29.0,1,930625508,"72.88373780295575","0.0","73.3051863972657","0.0"
30.0,1,930625508,"71.16031360818573","0.0","71.71550690007253","0.0"
31.0,1,930625508,"68.39212383373209","0.0","68.62531422877716","0.0"
32.0,1,930625508,"65.52656474414013","0.0","65.77238960856378","0.0"
33.0,1,930625508,"63.87770176285768","0.0","64.70980579737929","0.0"
34.0,1,930625508,"62.2385120782402","0.0","63.049223647932585","0.0"
35.0,1,930625508,"60.83179960031373","0.0","61.62334175054012","0.0"
36.0,1,930625508,"58.885693703217164","90.47636416918645","59.99161714959174","0.0"
37.0,1,930625508,"57.234002583624424","83.96145624492608","58.23325681311666","0.0"
38.0,1,930625508,"55.96792748164878","86.23068479208625","56.73170441013898","0.0"
39.0,1,930625508,"53.69262857815182","64.99091857872439","54.72459147488017","0.0"
40.0,1,930625508,"53.30994380476254","66.65735238843527","54.191538514219324","0.0"
