"tick","run","random_seed","Donor density"
0.0,1,664279,"0.05"
1.0,1,664279,"0.05168986083499006"
2.0,1,664279,"0.053465346534653464"
3.0,1,664279,"0.05511811023622047"
4.0,1,664279,"0.056862745098039215"
5.0,1,664279,"0.058365758754863814"
6.0,1,664279,"0.060077519379844964"
7.0,1,664279,"0.06153846153846154"
8.0,1,664279,"0.06321839080459771"
9.0,1,664279,"0.06297709923664122"
10.0,1,664279,"0.06273764258555133"
11.0,1,664279,"0.06191369606003752"
12.0,1,664279,"0.0616822429906542"
13.0,1,664279,"0.061224489795918366"
14.0,1,664279,"0.06111111111111111"
15.0,1,664279,"0.06066176470588235"
16.0,1,664279,"0.06"
17.0,1,664279,"0.05935251798561151"
18.0,1,664279,"0.0586145648312611"
19.0,1,664279,"0.0582010582010582"
20.0,1,664279,"0.05799648506151142"
21.0,1,664279,"0.06044905008635579"
22.0,1,664279,"0.06143344709897611"
23.0,1,664279,"0.06"
24.0,1,664279,"0.05950413223140496"
25.0,1,664279,"0.06045751633986928"
26.0,1,664279,"0.05901116427432217"
27.0,1,664279,"0.057722308892355696"
28.0,1,664279,"0.0598159509202454"
29.0,1,664279,"0.06184012066365008"
30.0,1,664279,"0.06332842415316642"
31.0,1,664279,"0.06340057636887608"
32.0,1,664279,"0.06364922206506365"
33.0,1,664279,"0.0674931129476584"
34.0,1,664279,"0.06864064602960969"
35.0,1,664279,"0.06753246753246753"
36.0,1,664279,"0.0663265306122449"
37.0,1,664279,"0.06583850931677018"
38.0,1,664279,"0.06463414634146342"
39.0,1,664279,"0.06482593037214886"
40.0,1,664279,"0.06455399061032864"
41.0,1,664279,"0.06385404789053592"
42.0,1,664279,"0.06354515050167224"
43.0,1,664279,"0.06406080347448426"
44.0,1,664279,"0.06423982869379015"
45.0,1,664279,"0.06347554630593132"
46.0,1,664279,"0.06365503080082136"
47.0,1,664279,"0.0636182902584493"
48.0,1,664279,"0.0635386119257087"
49.0,1,664279,"0.06309751434034416"
50.0,1,664279,"0.06150978564771668"
51.0,1,664279,"0.06330275229357799"
52.0,1,664279,"0.06431159420289854"
53.0,1,664279,"0.06426056338028169"
54.0,1,664279,"0.0658578856152513"
55.0,1,664279,"0.06615776081424936"
56.0,1,664279,"0.06688963210702341"
57.0,1,664279,"0.06775510204081632"
58.0,1,664279,"0.06746987951807229"
59.0,1,664279,"0.06775700934579439"
60.0,1,664279,"0.06779661016949153"
61.0,1,664279,"0.0677710843373494"
62.0,1,664279,"0.06899109792284866"
63.0,1,664279,"0.06821480406386067"
64.0,1,664279,"0.06871868289191124"
