"tick","Population (D+R+T)","Population (R)","Population (D)","Population (T)"
116.0,"367400.0","326000.0","23300.0","18100.0"
117.0,"372700.0","330600.0","23600.0","18500.0"
118.0,"378100.0","335700.0","23700.0","18700.0"
119.0,"388300.0","344200.0","24500.0","19600.0"
120.0,"392700.0","348000.0","24800.0","19900.0"
121.0,"399800.0","354700.0","25000.0","20100.0"
122.0,"405700.0","358000.0","25500.0","22200.0"
123.0,"414500.0","365800.0","26100.0","22600.0"
124.0,"421300.0","372200.0","26500.0","22600.0"
125.0,"433200.0","382200.0","27300.0","23700.0"
126.0,"440100.0","387500.0","28100.0","24500.0"
127.0,"452000.0","398200.0","28600.0","25200.0"
128.0,"461100.0","407000.0","28900.0","25200.0"
129.0,"469500.0","414200.0","29500.0","25800.0"
130.0,"478200.0","421900.0","30000.0","26300.0"
131.0,"491100.0","433300.0","31200.0","26600.0"
132.0,"499600.0","440900.0","31500.0","27200.0"
133.0,"508000.0","445900.0","31800.0","30300.0"
134.0,"519600.0","455000.0","32700.0","31900.0"
135.0,"531100.0","465000.0","33300.0","32800.0"
136.0,"538800.0","471200.0","34000.0","33600.0"
137.0,"550400.0","481200.0","34800.0","34400.0"
138.0,"557200.0","486700.0","35300.0","35200.0"
139.0,"569000.0","496000.0","36600.0","36400.0"
140.0,"578800.0","504600.0","37200.0","37000.0"
141.0,"591300.0","512700.0","37700.0","40900.0"
142.0,"602200.0","521800.0","38300.0","42100.0"
143.0,"617300.0","534200.0","39000.0","44100.0"
144.0,"628600.0","543600.0","40100.0","44900.0"
145.0,"641300.0","553800.0","41100.0","46400.0"
146.0,"654700.0","565500.0","41800.0","47400.0"
147.0,"669000.0","577300.0","42800.0","48900.0"
148.0,"679300.0","586000.0","43200.0","50100.0"
149.0,"696600.0","600200.0","44900.0","51500.0"
150.0,"706000.0","608400.0","45400.0","52200.0"
151.0,"722600.0","623100.0","46700.0","52800.0"
152.0,"739700.0","634800.0","47500.0","57400.0"
153.0,"754200.0","648100.0","48200.0","57900.0"
154.0,"768300.0","660300.0","48600.0","59400.0"
155.0,"787600.0","677300.0","49500.0","60800.0"
156.0,"799700.0","687100.0","50200.0","62400.0"
157.0,"813100.0","698600.0","50800.0","63700.0"
158.0,"826700.0","709500.0","52100.0","65100.0"
159.0,"845700.0","724100.0","54100.0","67500.0"
160.0,"859800.0","736500.0","54700.0","68600.0"
161.0,"879700.0","753100.0","55900.0","70700.0"
162.0,"897800.0","764800.0","56400.0","76600.0"
163.0,"915800.0","780800.0","57300.0","77700.0"
164.0,"935100.0","796300.0","58300.0","80500.0"
165.0,"950200.0","808900.0","59400.0","81900.0"
166.0,"967400.0","823000.0","60500.0","83900.0"
167.0,"992700.0","843800.0","61700.0","87200.0"
168.0,"1007500.0","856500.0","62600.0","88400.0"
169.0,"1027900.0","873300.0","64300.0","90300.0"
170.0,"1047700.0","889400.0","66200.0","92100.0"
171.0,"1067400.0","905800.0","67800.0","93800.0"
172.0,"1086500.0","917100.0","68900.0","100500.0"
173.0,"1109400.0","936400.0","70200.0","102800.0"
174.0,"1129000.0","951000.0","71800.0","106200.0"
175.0,"1150800.0","968700.0","72600.0","109500.0"
176.0,"1173000.0","986900.0","74200.0","111900.0"
177.0,"1197700.0","1007300.0","75000.0","115400.0"
178.0,"1218200.0","1024100.0","76300.0","117800.0"
179.0,"1247800.0","1047800.0","79100.0","120900.0"
180.0,"1270300.0","1066600.0","81300.0","122400.0"
181.0,"1293000.0","1077400.0","82800.0","132800.0"
182.0,"1319300.0","1099600.0","84100.0","135600.0"
183.0,"1348700.0","1122300.0","85800.0","140600.0"
184.0,"1374900.0","1143700.0","87600.0","143600.0"
185.0,"1402900.0","1166700.0","89400.0","146800.0"
186.0,"1425100.0","1184600.0","90200.0","150300.0"
187.0,"1455500.0","1210800.0","92300.0","152400.0"
188.0,"1481100.0","1231100.0","94400.0","155600.0"
189.0,"1508500.0","1253200.0","96300.0","159000.0"
190.0,"1532100.0","1272000.0","98000.0","162100.0"
191.0,"1562800.0","1296100.0","99500.0","167200.0"
192.0,"1596000.0","1316800.0","100800.0","178400.0"
193.0,"1626400.0","1342900.0","102400.0","181100.0"
194.0,"1659600.0","1366800.0","104400.0","188400.0"
195.0,"1690400.0","1389100.0","106500.0","194800.0"
196.0,"1715900.0","1408400.0","108000.0","199500.0"
197.0,"1748400.0","1436200.0","109800.0","202400.0"
198.0,"1774500.0","1456900.0","111600.0","206000.0"
199.0,"1809400.0","1485400.0","114100.0","209900.0"
200.0,"1836000.0","1505600.0","116500.0","213900.0"
201.0,"1873300.0","1536400.0","118400.0","218500.0"
202.0,"1908000.0","1556300.0","120600.0","231100.0"
203.0,"1951200.0","1590900.0","123900.0","236400.0"
204.0,"1981200.0","1612100.0","126100.0","243000.0"
205.0,"2014100.0","1636800.0","128000.0","249300.0"
206.0,"2050500.0","1663500.0","131100.0","255900.0"
207.0,"2086000.0","1691400.0","133900.0","260700.0"
208.0,"2116000.0","1714500.0","136200.0","265300.0"
209.0,"2153500.0","1745800.0","138900.0","268800.0"
210.0,"2184500.0","1771000.0","139900.0","273600.0"
211.0,"2214400.0","1796400.0","141500.0","276500.0"
212.0,"2256000.0","1820100.0","143800.0","292100.0"
213.0,"2295800.0","1852700.0","146400.0","296700.0"
214.0,"2335600.0","1877900.0","148800.0","308900.0"
215.0,"2382600.0","1913500.0","152200.0","316900.0"
216.0,"2418600.0","1940200.0","154300.0","324100.0"
217.0,"2455400.0","1967200.0","156900.0","331300.0"
218.0,"2491700.0","1995100.0","159100.0","337500.0"
219.0,"2532200.0","2027700.0","160700.0","343800.0"
220.0,"2566100.0","2055400.0","162300.0","348400.0"
221.0,"2616800.0","2096600.0","165600.0","354600.0"
222.0,"2662800.0","2122900.0","168300.0","371600.0"
223.0,"2711400.0","2157100.0","170800.0","383500.0"
224.0,"2752800.0","2187600.0","174100.0","391100.0"
225.0,"2793400.0","2218900.0","176100.0","398400.0"
226.0,"2829900.0","2246300.0","178100.0","405500.0"
227.0,"2868000.0","2276100.0","180700.0","411200.0"
228.0,"2898800.0","2301100.0","182500.0","415200.0"
229.0,"2934100.0","2330800.0","184300.0","419000.0"
230.0,"2964800.0","2356800.0","185800.0","422200.0"
231.0,"2997600.0","2384200.0","186800.0","426600.0"
232.0,"3049800.0","2413900.0","190000.0","445900.0"
233.0,"3104800.0","2450900.0","193300.0","460600.0"
234.0,"3148800.0","2483400.0","195300.0","470100.0"
235.0,"3192900.0","2516500.0","198200.0","478200.0"
236.0,"3233500.0","2548500.0","200700.0","484300.0"
237.0,"3276600.0","2583600.0","203600.0","489400.0"
238.0,"3307100.0","2607100.0","205800.0","494200.0"
239.0,"3341900.0","2634900.0","207900.0","499100.0"
240.0,"3367900.0","2655700.0","208900.0","503300.0"
241.0,"3398400.0","2670300.0","209900.0","518200.0"
242.0,"3458300.0","2716700.0","213600.0","528000.0"
243.0,"3511400.0","2752600.0","218200.0","540600.0"
244.0,"3558500.0","2787100.0","221200.0","550200.0"
245.0,"3603700.0","2819600.0","224600.0","559500.0"
246.0,"3641900.0","2850300.0","227100.0","564500.0"
247.0,"3677100.0","2876900.0","229000.0","571200.0"
248.0,"3707800.0","2900900.0","230400.0","576500.0"
249.0,"3735800.0","2922700.0","232700.0","580400.0"
250.0,"3760900.0","2943700.0","233100.0","584100.0"
251.0,"3786600.0","2964500.0","234600.0","587500.0"
252.0,"3841300.0","2994400.0","238600.0","608300.0"
253.0,"3893500.0","3035800.0","242000.0","615700.0"
254.0,"3944000.0","3069100.0","245600.0","629300.0"
255.0,"3987200.0","3098000.0","249200.0","640000.0"
256.0,"4021200.0","3124300.0","251000.0","645900.0"
257.0,"4053400.0","3149900.0","253000.0","650500.0"
258.0,"4081300.0","3171700.0","254200.0","655400.0"
259.0,"4107200.0","3193300.0","255600.0","658300.0"
260.0,"4128300.0","3211100.0","256100.0","661100.0"
261.0,"4147300.0","3226800.0","257000.0","663500.0"
262.0,"4206800.0","3262800.0","260200.0","683800.0"
263.0,"4259900.0","3305700.0","262800.0","691400.0"
264.0,"4301600.0","3332700.0","265800.0","703100.0"
265.0,"4340500.0","3360700.0","268300.0","711500.0"
266.0,"4371500.0","3382700.0","270600.0","718200.0"
267.0,"4398100.0","3402700.0","272400.0","723000.0"
268.0,"4421800.0","3420700.0","273300.0","727800.0"
269.0,"4446500.0","3439900.0","274900.0","731700.0"
270.0,"4463200.0","3454100.0","275700.0","733400.0"
271.0,"4522000.0","3501300.0","279100.0","741600.0"
272.0,"4572700.0","3528600.0","281800.0","762300.0"
273.0,"4610100.0","3550700.0","283600.0","775800.0"
274.0,"4644000.0","3574100.0","285000.0","784900.0"
275.0,"4676000.0","3598000.0","286500.0","791500.0"
276.0,"4701600.0","3616600.0","288000.0","797000.0"
277.0,"4721700.0","3632000.0","289200.0","800500.0"
278.0,"4739200.0","3645600.0","289900.0","803700.0"
279.0,"4753700.0","3657200.0","290700.0","805800.0"
280.0,"4768200.0","3668700.0","291600.0","807900.0"
281.0,"4781800.0","3680100.0","292200.0","809500.0"
282.0,"4829200.0","3705200.0","294900.0","829100.0"
283.0,"4871300.0","3732400.0","297600.0","841300.0"
284.0,"4907700.0","3757400.0","299900.0","850400.0"
285.0,"4938500.0","3778700.0","301800.0","858000.0"
286.0,"4962500.0","3799600.0","302900.0","860000.0"
287.0,"4985100.0","3815200.0","303900.0","866000.0"
288.0,"5000900.0","3827600.0","304700.0","868600.0"
289.0,"5016100.0","3838600.0","305800.0","871700.0"
290.0,"5028800.0","3849100.0","306400.0","873300.0"
291.0,"5040200.0","3858200.0","306900.0","875100.0"
292.0,"5084400.0","3882300.0","308600.0","893500.0"
293.0,"5123200.0","3914900.0","310200.0","898100.0"
294.0,"5148700.0","3929100.0","311600.0","908000.0"
295.0,"5173600.0","3946800.0","312300.0","914500.0"
296.0,"5193200.0","3960900.0","313500.0","918800.0"
297.0,"5210600.0","3972900.0","314600.0","923100.0"
298.0,"5227500.0","3986400.0","315200.0","925900.0"
299.0,"5240700.0","3996300.0","316000.0","928400.0"
300.0,"5251300.0","4004900.0","316600.0","929800.0"
301.0,"5260500.0","3999800.0","317100.0","943600.0"
302.0,"5294900.0","4028300.0","318800.0","947800.0"
303.0,"5319800.0","4041800.0","320700.0","957300.0"
304.0,"5342900.0","4057000.0","321600.0","964300.0"
305.0,"5365100.0","4071500.0","323200.0","970400.0"
306.0,"5380500.0","4083700.0","323700.0","973100.0"
307.0,"5394700.0","4094100.0","324600.0","976000.0"
308.0,"5407700.0","4105600.0","325000.0","977100.0"
309.0,"5419400.0","4115200.0","325300.0","978900.0"
310.0,"5429000.0","4124000.0","326000.0","979000.0"
311.0,"5456700.0","4134700.0","327500.0","994500.0"
312.0,"5479500.0","4155500.0","328400.0","995600.0"
313.0,"5499500.0","4165700.0","329700.0","1004100.0"
314.0,"5515600.0","4174800.0","331100.0","1009700.0"
315.0,"5530200.0","4184700.0","331700.0","1013800.0"
316.0,"5541400.0","4191900.0","332800.0","1016700.0"
317.0,"5553000.0","4200800.0","333500.0","1018700.0"
318.0,"5562400.0","4209100.0","334000.0","1019300.0"
319.0,"5573200.0","4217200.0","334900.0","1021100.0"
320.0,"5580400.0","4222800.0","334900.0","1022700.0"
321.0,"5605400.0","4235700.0","336700.0","1033000.0"
322.0,"5625300.0","4253300.0","338100.0","1033900.0"
323.0,"5641300.0","4262700.0","338700.0","1039900.0"
324.0,"5656400.0","4272200.0","339700.0","1044500.0"
325.0,"5670300.0","4281500.0","340700.0","1048100.0"
326.0,"5684200.0","4292200.0","341400.0","1050600.0"
327.0,"5693900.0","4299800.0","341600.0","1052500.0"
328.0,"5702900.0","4307500.0","341800.0","1053600.0"
329.0,"5712800.0","4316100.0","342700.0","1054000.0"
330.0,"5720700.0","4323100.0","343100.0","1054500.0"
331.0,"5742700.0","4335100.0","344300.0","1063300.0"
332.0,"5761400.0","4352600.0","345000.0","1063800.0"
333.0,"5776900.0","4362200.0","346300.0","1068400.0"
334.0,"5792700.0","4373200.0","347300.0","1072200.0"
335.0,"5807400.0","4384500.0","348200.0","1074700.0"
336.0,"5818100.0","4393300.0","348800.0","1076000.0"
337.0,"5828900.0","4402000.0","349500.0","1077400.0"
338.0,"5838700.0","4410900.0","350000.0","1077800.0"
339.0,"5848600.0","4418900.0","351000.0","1078700.0"
340.0,"5856500.0","4425500.0","351700.0","1079300.0"
341.0,"5863600.0","4431900.0","352000.0","1079700.0"
342.0,"5882800.0","4444200.0","353100.0","1085500.0"
343.0,"5899800.0","4459200.0","354700.0","1085900.0"
344.0,"5915300.0","4470900.0","355100.0","1089300.0"
345.0,"5929400.0","4482200.0","355600.0","1091600.0"
346.0,"5943500.0","4493600.0","356300.0","1093600.0"
347.0,"5956100.0","4503800.0","356900.0","1095400.0"
348.0,"5966400.0","4512300.0","357300.0","1096800.0"
349.0,"5974900.0","4519500.0","357800.0","1097600.0"
350.0,"5983400.0","4526400.0","358500.0","1098500.0"
351.0,"6004200.0","4545300.0","359500.0","1099400.0"
352.0,"6021200.0","4556100.0","360300.0","1104800.0"
353.0,"6035900.0","4569300.0","361500.0","1105100.0"
354.0,"6051600.0","4580700.0","362400.0","1108500.0"
355.0,"6064800.0","4591100.0","363400.0","1110300.0"
356.0,"6078600.0","4602300.0","364000.0","1112300.0"
357.0,"6088800.0","4610300.0","364800.0","1113700.0"
358.0,"6099400.0","4619600.0","365500.0","1114300.0"
359.0,"6107600.0","4626700.0","365900.0","1115000.0"
360.0,"6117900.0","4636000.0","366300.0","1115600.0"
361.0,"6136400.0","4648300.0","367500.0","1120600.0"
362.0,"6153500.0","4662300.0","368400.0","1122800.0"
363.0,"6167300.0","4673800.0","369500.0","1124000.0"
364.0,"6181600.0","4687500.0","369900.0","1124200.0"
365.0,"6195100.0","4698800.0","370600.0","1125700.0"
366.0,"6207200.0","4709400.0","371100.0","1126700.0"
367.0,"6218300.0","4718400.0","372200.0","1127700.0"
368.0,"6227900.0","4726700.0","372600.0","1128600.0"
369.0,"6236000.0","4734200.0","372900.0","1128900.0"
370.0,"6246000.0","4743300.0","373400.0","1129300.0"
371.0,"6254000.0","4750100.0","373800.0","1130100.0"
372.0,"6272500.0","4764100.0","373900.0","1134500.0"
373.0,"6290100.0","4779700.0","375300.0","1135100.0"
374.0,"6302600.0","4789300.0","375900.0","1137400.0"
375.0,"6316400.0","4799800.0","377200.0","1139400.0"
376.0,"6329200.0","4810100.0","378500.0","1140600.0"
377.0,"6341900.0","4821300.0","378800.0","1141800.0"
378.0,"6351400.0","4829200.0","379800.0","1142400.0"
379.0,"6362600.0","4839000.0","380400.0","1143200.0"
380.0,"6369500.0","4845200.0","380600.0","1143700.0"
381.0,"6377400.0","4852100.0","381100.0","1144200.0"
382.0,"6394600.0","4864900.0","381700.0","1148000.0"
383.0,"6412000.0","4880800.0","382900.0","1148300.0"
384.0,"6427200.0","4892100.0","384000.0","1151100.0"
385.0,"6441000.0","4903600.0","384500.0","1152900.0"
386.0,"6454700.0","4915800.0","384900.0","1154000.0"
387.0,"6465900.0","4925600.0","385600.0","1154700.0"
388.0,"6474000.0","4932000.0","386400.0","1155600.0"
389.0,"6484300.0","4940500.0","387100.0","1156700.0"
390.0,"6492800.0","4948000.0","387600.0","1157200.0"
391.0,"6500300.0","4954700.0","387900.0","1157700.0"
392.0,"6518700.0","4968500.0","388700.0","1161500.0"
393.0,"6533200.0","4981600.0","388900.0","1162700.0"
394.0,"6549600.0","4995600.0","389500.0","1164500.0"
395.0,"6564100.0","5008200.0","390400.0","1165500.0"
396.0,"6576000.0","5018700.0","391100.0","1166200.0"
397.0,"6587300.0","5028400.0","392100.0","1166800.0"
398.0,"6597200.0","5036900.0","392800.0","1167500.0"
399.0,"6605800.0","5044000.0","393400.0","1168400.0"
400.0,"6614200.0","5051900.0","393800.0","1168500.0"
401.0,"6622500.0","5059500.0","394200.0","1168800.0"
402.0,"6640100.0","5072900.0","395700.0","1171500.0"
403.0,"6655700.0","5087100.0","396300.0","1172300.0"
404.0,"6672000.0","5100400.0","397400.0","1174200.0"
405.0,"6685200.0","5111500.0","398200.0","1175500.0"
406.0,"6698000.0","5122200.0","399200.0","1176600.0"
407.0,"6708600.0","5131500.0","399700.0","1177400.0"
408.0,"6717400.0","5138900.0","400400.0","1178100.0"
409.0,"6727800.0","5148200.0","400700.0","1178900.0"
410.0,"6739000.0","5158100.0","400900.0","1180000.0"
411.0,"6746600.0","5165000.0","401000.0","1180600.0"
412.0,"6765000.0","5178900.0","402000.0","1184100.0"
413.0,"6780200.0","5192500.0","402600.0","1185100.0"
414.0,"6795400.0","5205000.0","403500.0","1186900.0"
415.0,"6808300.0","5215600.0","404300.0","1188400.0"
416.0,"6820000.0","5225600.0","405000.0","1189400.0"
417.0,"6831700.0","5235800.0","405700.0","1190200.0"
418.0,"6843400.0","5246500.0","405900.0","1191000.0"
419.0,"6853100.0","5254400.0","406800.0","1191900.0"
420.0,"6862400.0","5262300.0","407500.0","1192600.0"
421.0,"6879600.0","5277300.0","409000.0","1193300.0"
422.0,"6893900.0","5287600.0","409400.0","1196900.0"
423.0,"6908500.0","5300500.0","409900.0","1198100.0"
424.0,"6923500.0","5311700.0","410800.0","1201000.0"
425.0,"6937200.0","5323200.0","411600.0","1202400.0"
426.0,"6950100.0","5334600.0","412200.0","1203300.0"
427.0,"6962100.0","5344400.0","413800.0","1203900.0"
428.0,"6972400.0","5353000.0","414700.0","1204700.0"
429.0,"6982100.0","5361300.0","415000.0","1205800.0"
430.0,"6990400.0","5368500.0","415600.0","1206300.0"
431.0,"6998200.0","5371400.0","415900.0","1210900.0"
432.0,"7015000.0","5386300.0","417200.0","1211500.0"
433.0,"7030200.0","5398000.0","418100.0","1214100.0"
434.0,"7044000.0","5409600.0","418500.0","1215900.0"
435.0,"7057800.0","5421000.0","419200.0","1217600.0"
436.0,"7073900.0","5435200.0","420300.0","1218400.0"
437.0,"7086100.0","5446300.0","420600.0","1219200.0"
438.0,"7096200.0","5455200.0","421200.0","1219800.0"
439.0,"7107200.0","5464800.0","422000.0","1220400.0"
440.0,"7116000.0","5473000.0","422300.0","1220700.0"
441.0,"7135800.0","5485600.0","424100.0","1226100.0"
442.0,"7152300.0","5500200.0","424900.0","1227200.0"
443.0,"7168600.0","5512800.0","425600.0","1230200.0"
444.0,"7180800.0","5522400.0","426300.0","1232100.0"
445.0,"7193300.0","5533100.0","426700.0","1233500.0"
446.0,"7205200.0","5542600.0","427300.0","1235300.0"
447.0,"7215100.0","5551100.0","427800.0","1236200.0"
448.0,"7225900.0","5561000.0","428100.0","1236800.0"
449.0,"7235700.0","5569900.0","428500.0","1237300.0"
450.0,"7243100.0","5576400.0","428800.0","1237900.0"
451.0,"7252800.0","5584900.0","429500.0","1238400.0"
452.0,"7270100.0","5596600.0","430200.0","1243300.0"
453.0,"7284400.0","5609100.0","431200.0","1244100.0"
454.0,"7300300.0","5620400.0","432800.0","1247100.0"
455.0,"7313100.0","5631700.0","433100.0","1248300.0"
456.0,"7327200.0","5642500.0","434100.0","1250600.0"
457.0,"7338400.0","5652000.0","434700.0","1251700.0"
458.0,"7351200.0","5663600.0","435000.0","1252600.0"
459.0,"7360800.0","5671400.0","435500.0","1253900.0"
460.0,"7369900.0","5678900.0","436200.0","1254800.0"
461.0,"7388900.0","5692400.0","437400.0","1259100.0"
462.0,"7406500.0","5708700.0","438000.0","1259800.0"
463.0,"7422400.0","5720800.0","438500.0","1263100.0"
464.0,"7436100.0","5731700.0","439500.0","1264900.0"
465.0,"7449500.0","5742800.0","440300.0","1266400.0"
466.0,"7465100.0","5755300.0","441500.0","1268300.0"
467.0,"7477300.0","5765400.0","442500.0","1269400.0"
468.0,"7488900.0","5775500.0","443200.0","1270200.0"
469.0,"7499000.0","5784600.0","443600.0","1270800.0"
470.0,"7510200.0","5794300.0","443800.0","1272100.0"
471.0,"7528800.0","5810500.0","444900.0","1273400.0"
472.0,"7545000.0","5820300.0","445900.0","1278800.0"
473.0,"7559500.0","5833400.0","446500.0","1279600.0"
474.0,"7573100.0","5843700.0","446900.0","1282500.0"
475.0,"7588300.0","5856700.0","447300.0","1284300.0"
476.0,"7600100.0","5866500.0","447700.0","1285900.0"
477.0,"7610400.0","5874800.0","447900.0","1287700.0"
478.0,"7621200.0","5883800.0","448500.0","1288900.0"
479.0,"7630600.0","5892200.0","448700.0","1289700.0"
480.0,"7639000.0","5899800.0","449200.0","1290000.0"
481.0,"7647700.0","5907300.0","449700.0","1290700.0"
482.0,"7666900.0","5920400.0","450400.0","1296100.0"
483.0,"7683400.0","5935000.0","451100.0","1297300.0"
484.0,"7699500.0","5947800.0","451700.0","1300000.0"
485.0,"7715000.0","5959400.0","452700.0","1302900.0"
486.0,"7730800.0","5971900.0","453800.0","1305100.0"
487.0,"7742400.0","5981800.0","454100.0","1306500.0"
488.0,"7752400.0","5990300.0","454900.0","1307200.0"
489.0,"7763800.0","6000300.0","455500.0","1308000.0"
490.0,"7775100.0","6009800.0","456100.0","1309200.0"
491.0,"7783900.0","6018300.0","456200.0","1309400.0"
492.0,"7802300.0","6030300.0","457200.0","1314800.0"
493.0,"7816600.0","6043100.0","457800.0","1315700.0"
494.0,"7833300.0","6055000.0","458600.0","1319700.0"
495.0,"7848400.0","6066300.0","459800.0","1322300.0"
496.0,"7862100.0","6077600.0","460400.0","1324100.0"
497.0,"7876800.0","6090100.0","461000.0","1325700.0"
498.0,"7890600.0","6102400.0","461400.0","1326800.0"
499.0,"7902700.0","6113600.0","461800.0","1327300.0"
500.0,"7912700.0","6121500.0","462200.0","1329000.0"
501.0,"7933600.0","6135800.0","463900.0","1333900.0"
502.0,"7950700.0","6150700.0","465300.0","1334700.0"
503.0,"7968300.0","6163400.0","466500.0","1338400.0"
