"tick","Population (D+R+T)","Population (R)","Population (D)","Population (T)"
65.0,"152400.0","144100.0","6600.0","1700.0"
66.0,"154000.0","145600.0","6600.0","1800.0"
67.0,"157100.0","148400.0","6900.0","1800.0"
68.0,"159600.0","150700.0","7000.0","1900.0"
69.0,"162200.0","153200.0","7000.0","2000.0"
70.0,"164100.0","154900.0","7200.0","2000.0"
71.0,"169300.0","159600.0","7500.0","2200.0"
72.0,"172000.0","161700.0","7500.0","2800.0"
73.0,"175900.0","165500.0","7500.0","2900.0"
74.0,"179900.0","169500.0","7500.0","2900.0"
75.0,"184800.0","173900.0","7800.0","3100.0"
76.0,"186600.0","175600.0","7800.0","3200.0"
77.0,"192700.0","181500.0","8000.0","3200.0"
78.0,"195000.0","183600.0","8000.0","3400.0"
79.0,"199700.0","187600.0","8400.0","3700.0"
80.0,"203700.0","191200.0","8700.0","3800.0"
81.0,"208800.0","195500.0","8800.0","4500.0"
82.0,"210600.0","197300.0","8800.0","4500.0"
83.0,"217400.0","203700.0","9100.0","4600.0"
84.0,"220200.0","206200.0","9200.0","4800.0"
85.0,"224200.0","210000.0","9300.0","4900.0"
86.0,"228000.0","213400.0","9400.0","5200.0"
87.0,"232900.0","217700.0","9700.0","5500.0"
88.0,"236300.0","220800.0","9800.0","5700.0"
89.0,"243100.0","227100.0","10300.0","5700.0"
90.0,"247600.0","231200.0","10600.0","5800.0"
91.0,"253900.0","237100.0","10800.0","6000.0"
92.0,"258300.0","240600.0","10800.0","6900.0"
93.0,"264500.0","246500.0","10900.0","7100.0"
94.0,"268700.0","250700.0","10900.0","7100.0"
95.0,"276100.0","257500.0","11000.0","7600.0"
96.0,"278800.0","259900.0","11000.0","7900.0"
97.0,"284300.0","265000.0","11400.0","7900.0"
98.0,"289700.0","270000.0","11700.0","8000.0"
99.0,"295100.0","275000.0","11900.0","8200.0"
100.0,"299300.0","278800.0","12200.0","8300.0"
101.0,"306300.0","285700.0","12200.0","8400.0"
102.0,"309900.0","288400.0","12300.0","9200.0"
103.0,"317300.0","294900.0","12800.0","9600.0"
104.0,"322300.0","299500.0","13000.0","9800.0"
105.0,"328800.0","305600.0","13200.0","10000.0"
106.0,"334400.0","310700.0","13200.0","10500.0"
107.0,"345600.0","321200.0","13800.0","10600.0"
108.0,"351200.0","326200.0","14100.0","10900.0"
109.0,"360100.0","334700.0","14200.0","11200.0"
110.0,"368400.0","342300.0","14400.0","11700.0"
111.0,"376000.0","347800.0","14700.0","13500.0"
112.0,"383000.0","354600.0","14800.0","13600.0"
113.0,"394000.0","364500.0","15300.0","14200.0"
114.0,"400700.0","370900.0","15400.0","14400.0"
115.0,"408800.0","378000.0","15800.0","15000.0"
116.0,"417700.0","386100.0","16400.0","15200.0"
117.0,"426600.0","393800.0","16800.0","16000.0"
118.0,"432700.0","399200.0","17400.0","16100.0"
119.0,"443700.0","408500.0","18200.0","17000.0"
120.0,"449900.0","414000.0","18200.0","17700.0"
121.0,"459500.0","422000.0","18300.0","19200.0"
122.0,"469400.0","431600.0","18500.0","19300.0"
123.0,"478700.0","440100.0","18900.0","19700.0"
124.0,"485500.0","446300.0","19100.0","20100.0"
125.0,"498800.0","458400.0","19700.0","20700.0"
126.0,"505500.0","464600.0","20000.0","20900.0"
127.0,"514600.0","472900.0","20200.0","21500.0"
128.0,"523400.0","481000.0","20600.0","21800.0"
129.0,"535000.0","491300.0","21300.0","22400.0"
130.0,"543100.0","498600.0","21500.0","23000.0"
131.0,"556900.0","509500.0","22200.0","25200.0"
132.0,"566700.0","518700.0","22200.0","25800.0"
133.0,"578200.0","529400.0","22600.0","26200.0"
134.0,"588200.0","538900.0","23000.0","26300.0"
135.0,"600400.0","550000.0","23600.0","26800.0"
136.0,"610900.0","559100.0","23800.0","28000.0"
137.0,"626900.0","573500.0","24500.0","28900.0"
138.0,"636000.0","581900.0","24600.0","29500.0"
139.0,"650700.0","595700.0","25200.0","29800.0"
140.0,"664100.0","607700.0","25600.0","30800.0"
141.0,"677300.0","617300.0","26100.0","33900.0"
142.0,"687800.0","627000.0","26600.0","34200.0"
143.0,"706500.0","643100.0","27100.0","36300.0"
144.0,"720200.0","655000.0","27700.0","37500.0"
145.0,"735400.0","668000.0","28700.0","38700.0"
146.0,"747500.0","679100.0","29000.0","39400.0"
147.0,"760500.0","689900.0","29600.0","41000.0"
148.0,"772800.0","701200.0","29700.0","41900.0"
149.0,"792100.0","718200.0","31000.0","42900.0"
150.0,"803000.0","728200.0","31400.0","43400.0"
151.0,"819300.0","738800.0","32400.0","48100.0"
152.0,"836100.0","753700.0","33000.0","49400.0"
153.0,"855800.0","771500.0","34000.0","50300.0"
154.0,"870300.0","784200.0","34200.0","51900.0"
155.0,"891600.0","803300.0","35500.0","52800.0"
156.0,"906900.0","815500.0","36000.0","55400.0"
157.0,"923900.0","831300.0","36500.0","56100.0"
158.0,"938900.0","844700.0","37200.0","57000.0"
159.0,"958400.0","862100.0","37900.0","58400.0"
160.0,"971000.0","873400.0","38200.0","59400.0"
161.0,"991300.0","892100.0","39200.0","60000.0"
162.0,"1009600.0","908900.0","39500.0","61200.0"
163.0,"1032000.0","923800.0","40400.0","67800.0"
164.0,"1052700.0","940100.0","41100.0","71500.0"
165.0,"1073000.0","957000.0","41900.0","74100.0"
166.0,"1092200.0","974100.0","42300.0","75800.0"
167.0,"1117400.0","996300.0","43300.0","77800.0"
168.0,"1133000.0","1009800.0","44100.0","79100.0"
169.0,"1153900.0","1027500.0","45100.0","81300.0"
170.0,"1174000.0","1045300.0","45800.0","82900.0"
171.0,"1198100.0","1066100.0","46500.0","85500.0"
172.0,"1220000.0","1079100.0","47100.0","93800.0"
173.0,"1245600.0","1099000.0","48300.0","98300.0"
174.0,"1266800.0","1117500.0","48400.0","100900.0"
175.0,"1294700.0","1141900.0","49800.0","103000.0"
176.0,"1316600.0","1160600.0","50400.0","105600.0"
177.0,"1341900.0","1182700.0","51400.0","107800.0"
178.0,"1362400.0","1199300.0","52300.0","110800.0"
179.0,"1393400.0","1224600.0","54200.0","114600.0"
180.0,"1413900.0","1242100.0","55200.0","116600.0"
181.0,"1446300.0","1270100.0","56700.0","119500.0"
182.0,"1472300.0","1284100.0","57400.0","130800.0"
183.0,"1502300.0","1310100.0","58800.0","133400.0"
184.0,"1531000.0","1332100.0","59500.0","139400.0"
185.0,"1559000.0","1355000.0","60900.0","143100.0"
186.0,"1584300.0","1375600.0","61400.0","147300.0"
187.0,"1610700.0","1396600.0","62600.0","151500.0"
188.0,"1635600.0","1417200.0","64200.0","154200.0"
189.0,"1667300.0","1443400.0","66800.0","157100.0"
190.0,"1690900.0","1463000.0","67900.0","160000.0"
191.0,"1730000.0","1496000.0","69900.0","164100.0"
192.0,"1755400.0","1506200.0","71100.0","178100.0"
193.0,"1788400.0","1534700.0","72800.0","180900.0"
194.0,"1821600.0","1559200.0","74400.0","188000.0"
195.0,"1857100.0","1587500.0","75300.0","194300.0"
196.0,"1883800.0","1607800.0","76300.0","199700.0"
197.0,"1916000.0","1635100.0","77700.0","203200.0"
198.0,"1943700.0","1657100.0","79500.0","207100.0"
199.0,"1976900.0","1684400.0","81400.0","211100.0"
200.0,"2004400.0","1706000.0","82700.0","215700.0"
201.0,"2033800.0","1730000.0","84000.0","219800.0"
202.0,"2073400.0","1753500.0","84800.0","235100.0"
203.0,"2116800.0","1789800.0","86700.0","240300.0"
204.0,"2151600.0","1813600.0","87900.0","250100.0"
205.0,"2186700.0","1840100.0","90400.0","256200.0"
206.0,"2220500.0","1866200.0","91700.0","262600.0"
207.0,"2258300.0","1896800.0","94200.0","267300.0"
208.0,"2288400.0","1920400.0","95600.0","272400.0"
209.0,"2323300.0","1949000.0","97100.0","277200.0"
210.0,"2349500.0","1971100.0","98000.0","280400.0"
211.0,"2397700.0","1995600.0","100200.0","301900.0"
212.0,"2443400.0","2033200.0","102100.0","308100.0"
213.0,"2480800.0","2057600.0","103600.0","319600.0"
214.0,"2518000.0","2084700.0","105000.0","328300.0"
215.0,"2560900.0","2118400.0","107000.0","335500.0"
216.0,"2593900.0","2145900.0","107900.0","340100.0"
217.0,"2632900.0","2176400.0","110500.0","346000.0"
218.0,"2666400.0","2203300.0","112100.0","351000.0"
219.0,"2700800.0","2229600.0","114500.0","356700.0"
220.0,"2730100.0","2251700.0","116200.0","362200.0"
221.0,"2780600.0","2277300.0","118500.0","384800.0"
222.0,"2824200.0","2313500.0","119800.0","390900.0"
223.0,"2869800.0","2342300.0","122200.0","405300.0"
224.0,"2910900.0","2370100.0","124100.0","416700.0"
225.0,"2954600.0","2402400.0","125600.0","426600.0"
226.0,"2988700.0","2430200.0","127200.0","431300.0"
227.0,"3031100.0","2462700.0","129600.0","438800.0"
228.0,"3058000.0","2483000.0","130300.0","444700.0"
229.0,"3093300.0","2509700.0","131900.0","451700.0"
230.0,"3119200.0","2530100.0","133300.0","455800.0"
231.0,"3176000.0","2557000.0","136800.0","482200.0"
232.0,"3222100.0","2594700.0","139400.0","488000.0"
233.0,"3275200.0","2625600.0","142400.0","507200.0"
234.0,"3314000.0","2649100.0","143900.0","521000.0"
235.0,"3354700.0","2677400.0","146000.0","531300.0"
236.0,"3389700.0","2700700.0","148600.0","540400.0"
237.0,"3425400.0","2727500.0","150400.0","547500.0"
238.0,"3453400.0","2746500.0","151600.0","555300.0"
239.0,"3485800.0","2771900.0","153000.0","560900.0"
240.0,"3510200.0","2790300.0","154300.0","565600.0"
241.0,"3534500.0","2792300.0","155600.0","586600.0"
242.0,"3592200.0","2837500.0","158200.0","596500.0"
243.0,"3648200.0","2870400.0","161300.0","616500.0"
244.0,"3689800.0","2896200.0","163400.0","630200.0"
245.0,"3731600.0","2923400.0","165500.0","642700.0"
246.0,"3769000.0","2949200.0","166800.0","653000.0"
247.0,"3805100.0","2975100.0","168400.0","661600.0"
248.0,"3836800.0","2999100.0","169700.0","668000.0"
249.0,"3867000.0","3022100.0","170800.0","674100.0"
250.0,"3889700.0","3039800.0","172100.0","677800.0"
251.0,"3953000.0","3072500.0","175100.0","705400.0"
252.0,"4002800.0","3112400.0","177500.0","712900.0"
253.0,"4050600.0","3137700.0","179900.0","733000.0"
254.0,"4088400.0","3161700.0","181600.0","745100.0"
255.0,"4124400.0","3184700.0","183000.0","756700.0"
256.0,"4153800.0","3204500.0","184100.0","765200.0"
257.0,"4188100.0","3228200.0","185500.0","774400.0"
258.0,"4210300.0","3243000.0","186400.0","780900.0"
259.0,"4234800.0","3261000.0","188100.0","785700.0"
260.0,"4252800.0","3275500.0","189000.0","788300.0"
261.0,"4309900.0","3298800.0","192700.0","818400.0"
262.0,"4353400.0","3332000.0","194600.0","826800.0"
263.0,"4399500.0","3359800.0","197100.0","842600.0"
264.0,"4432700.0","3379300.0","198600.0","854800.0"
265.0,"4464200.0","3398100.0","200000.0","866100.0"
266.0,"4485500.0","3412200.0","201100.0","872200.0"
267.0,"4507700.0","3427000.0","202000.0","878700.0"
268.0,"4528500.0","3442600.0","202700.0","883200.0"
269.0,"4547500.0","3456400.0","203700.0","887400.0"
270.0,"4562800.0","3468600.0","204400.0","889800.0"
271.0,"4616700.0","3508000.0","207800.0","900900.0"
272.0,"4659800.0","3524400.0","209600.0","925800.0"
273.0,"4697100.0","3553800.0","211500.0","931800.0"
274.0,"4726300.0","3568200.0","213300.0","944800.0"
275.0,"4755000.0","3585200.0","214500.0","955300.0"
276.0,"4776500.0","3599000.0","215100.0","962400.0"
277.0,"4795300.0","3611800.0","215900.0","967600.0"
278.0,"4810900.0","3623100.0","216100.0","971700.0"
279.0,"4826500.0","3634600.0","216800.0","975100.0"
280.0,"4838700.0","3645300.0","217100.0","976300.0"
281.0,"4885500.0","3660300.0","219700.0","1005500.0"
282.0,"4922000.0","3689900.0","221700.0","1010400.0"
283.0,"4954700.0","3705200.0","223400.0","1026100.0"
284.0,"4979200.0","3717600.0","224500.0","1037100.0"
285.0,"5000900.0","3731400.0","225800.0","1043700.0"
286.0,"5018900.0","3743500.0","226100.0","1049300.0"
287.0,"5037800.0","3757300.0","227100.0","1053400.0"
288.0,"5050100.0","3765400.0","227300.0","1057400.0"
289.0,"5066200.0","3778200.0","227600.0","1060400.0"
290.0,"5077700.0","3786000.0","228100.0","1063600.0"
291.0,"5089200.0","3781000.0","228300.0","1079900.0"
292.0,"5126300.0","3810000.0","229600.0","1086700.0"
293.0,"5161700.0","3827900.0","231100.0","1102700.0"
294.0,"5185700.0","3841800.0","231600.0","1112300.0"
295.0,"5211400.0","3858600.0","232400.0","1120400.0"
296.0,"5229100.0","3868900.0","233400.0","1126800.0"
297.0,"5245600.0","3879700.0","234300.0","1131600.0"
298.0,"5260200.0","3890600.0","234400.0","1135200.0"
299.0,"5272100.0","3899700.0","234600.0","1137800.0"
300.0,"5282200.0","3908400.0","234700.0","1139100.0"
301.0,"5292700.0","3917200.0","235100.0","1140400.0"
302.0,"5322600.0","3927500.0","236100.0","1159000.0"
303.0,"5350600.0","3942200.0","237500.0","1170900.0"
304.0,"5369600.0","3954300.0","237700.0","1177600.0"
305.0,"5388300.0","3967100.0","238200.0","1183000.0"
306.0,"5403900.0","3977600.0","238700.0","1187600.0"
307.0,"5416500.0","3986700.0","239100.0","1190700.0"
308.0,"5427600.0","3994400.0","239100.0","1194100.0"
309.0,"5438200.0","4002500.0","239600.0","1196100.0"
310.0,"5447200.0","4009500.0","239900.0","1197800.0"
311.0,"5472100.0","4029900.0","240300.0","1201900.0"
312.0,"5491400.0","4033300.0","241100.0","1217000.0"
313.0,"5512000.0","4043500.0","241900.0","1226600.0"
314.0,"5527500.0","4051700.0","242300.0","1233500.0"
315.0,"5543200.0","4061400.0","242700.0","1239100.0"
316.0,"5556400.0","4073300.0","243000.0","1240100.0"
317.0,"5569400.0","4081300.0","243400.0","1244700.0"
318.0,"5577500.0","4086700.0","243600.0","1247200.0"
319.0,"5588500.0","4095600.0","243700.0","1249200.0"
320.0,"5598100.0","4103700.0","243700.0","1250700.0"
321.0,"5607800.0","4112200.0","243800.0","1251800.0"
322.0,"5626900.0","4118100.0","243900.0","1264900.0"
323.0,"5646400.0","4135400.0","244100.0","1266900.0"
324.0,"5662400.0","4142300.0","245200.0","1274900.0"
325.0,"5676900.0","4150300.0","245800.0","1280800.0"
326.0,"5689400.0","4158600.0","246100.0","1284700.0"
327.0,"5703400.0","4168400.0","246100.0","1288900.0"
328.0,"5713800.0","4176200.0","246200.0","1291400.0"
329.0,"5723400.0","4183700.0","246400.0","1293300.0"
330.0,"5731200.0","4189900.0","246500.0","1294800.0"
331.0,"5749500.0","4206200.0","246500.0","1296800.0"
332.0,"5764300.0","4209200.0","247200.0","1307900.0"
333.0,"5778000.0","4221000.0","247500.0","1309500.0"
334.0,"5791900.0","4228300.0","247700.0","1315900.0"
335.0,"5805100.0","4236500.0","247800.0","1320800.0"
336.0,"5816000.0","4243100.0","248000.0","1324900.0"
337.0,"5827500.0","4251500.0","248400.0","1327600.0"
338.0,"5836800.0","4258600.0","248800.0","1329400.0"
339.0,"5845900.0","4266200.0","249100.0","1330600.0"
340.0,"5853300.0","4271600.0","249300.0","1332400.0"
341.0,"5874200.0","4281600.0","249500.0","1343100.0"
342.0,"5890200.0","4295500.0","249900.0","1344800.0"
343.0,"5905700.0","4305500.0","250100.0","1350100.0"
344.0,"5919200.0","4314200.0","250300.0","1354700.0"
345.0,"5930300.0","4322200.0","251100.0","1357000.0"
346.0,"5941700.0","4331400.0","251300.0","1359000.0"
347.0,"5951200.0","4339400.0","251400.0","1360400.0"
348.0,"5962100.0","4348000.0","252000.0","1362100.0"
349.0,"5971300.0","4356200.0","252000.0","1363100.0"
350.0,"5979700.0","4363700.0","252200.0","1363800.0"
351.0,"5987900.0","4371100.0","252400.0","1364400.0"
352.0,"6006300.0","4382700.0","252500.0","1371100.0"
353.0,"6023600.0","4398300.0","252800.0","1372500.0"
354.0,"6035800.0","4406900.0","252900.0","1376000.0"
355.0,"6051100.0","4418500.0","253100.0","1379500.0"
356.0,"6065600.0","4430300.0","253600.0","1381700.0"
357.0,"6077400.0","4441000.0","253700.0","1382700.0"
358.0,"6087100.0","4448600.0","254100.0","1384400.0"
359.0,"6097900.0","4457900.0","254100.0","1385900.0"
360.0,"6105000.0","4464000.0","254100.0","1386900.0"
361.0,"6112300.0","4470400.0","254300.0","1387600.0"
362.0,"6130200.0","4486600.0","254300.0","1389300.0"
363.0,"6147400.0","4497300.0","254600.0","1395500.0"
364.0,"6163200.0","4510100.0","255000.0","1398100.0"
365.0,"6176200.0","4521000.0","255200.0","1400000.0"
366.0,"6188000.0","4530900.0","255700.0","1401400.0"
367.0,"6201700.0","4542700.0","256100.0","1402900.0"
368.0,"6211000.0","4550800.0","256300.0","1403900.0"
369.0,"6220300.0","4558300.0","256800.0","1405200.0"
370.0,"6228200.0","4565300.0","256900.0","1406000.0"
371.0,"6236700.0","4572700.0","257100.0","1406900.0"
372.0,"6255600.0","4586400.0","257400.0","1411800.0"
373.0,"6272900.0","4600100.0","257800.0","1415000.0"
374.0,"6288800.0","4612300.0","258200.0","1418300.0"
375.0,"6303100.0","4623600.0","258700.0","1420800.0"
376.0,"6315100.0","4634400.0","258800.0","1421900.0"
377.0,"6328100.0","4645000.0","259400.0","1423700.0"
378.0,"6338100.0","4653600.0","259500.0","1425000.0"
379.0,"6346800.0","4660500.0","259600.0","1426700.0"
380.0,"6355300.0","4667600.0","259700.0","1428000.0"
381.0,"6362700.0","4670600.0","259700.0","1432400.0"
382.0,"6378700.0","4684500.0","260000.0","1434200.0"
383.0,"6394800.0","4696300.0","260400.0","1438100.0"
384.0,"6407400.0","4705900.0","260500.0","1441000.0"
385.0,"6420100.0","4716200.0","260800.0","1443100.0"
386.0,"6431800.0","4725300.0","261100.0","1445400.0"
387.0,"6444000.0","4735400.0","261600.0","1447000.0"
388.0,"6453700.0","4744200.0","261700.0","1447800.0"
389.0,"6464600.0","4753600.0","261800.0","1449200.0"
390.0,"6473700.0","4761800.0","261800.0","1450100.0"
391.0,"6492300.0","4775500.0","262100.0","1454700.0"
392.0,"6508600.0","4790400.0","262100.0","1456100.0"
393.0,"6522200.0","4800800.0","262500.0","1458900.0"
394.0,"6535700.0","4811300.0","262700.0","1461700.0"
395.0,"6549200.0","4822400.0","263000.0","1463800.0"
396.0,"6561100.0","4832500.0","263200.0","1465400.0"
397.0,"6571400.0","4841600.0","263400.0","1466400.0"
398.0,"6579600.0","4848700.0","263500.0","1467400.0"
399.0,"6587000.0","4854700.0","263700.0","1468600.0"
400.0,"6594600.0","4861400.0","263700.0","1469500.0"
401.0,"6612800.0","4878400.0","263900.0","1470500.0"
402.0,"6629200.0","4889900.0","264400.0","1474900.0"
403.0,"6643700.0","4902800.0","264800.0","1476100.0"
404.0,"6656300.0","4912400.0","265100.0","1478800.0"
405.0,"6666500.0","4920000.0","265500.0","1481000.0"
406.0,"6677400.0","4928700.0","265800.0","1482900.0"
407.0,"6689000.0","4938100.0","266100.0","1484800.0"
408.0,"6696700.0","4944500.0","266500.0","1485700.0"
409.0,"6707500.0","4953800.0","266800.0","1486900.0"
410.0,"6717200.0","4962600.0","266900.0","1487700.0"
411.0,"6737400.0","4977400.0","267100.0","1492900.0"
412.0,"6752300.0","4990400.0","267400.0","1494500.0"
413.0,"6767400.0","5001800.0","267500.0","1498100.0"
414.0,"6779000.0","5011200.0","267600.0","1500200.0"
415.0,"6791800.0","5022400.0","267700.0","1501700.0"
416.0,"6801000.0","5030100.0","267900.0","1503000.0"
417.0,"6814300.0","5041700.0","268200.0","1504400.0"
418.0,"6823200.0","5049400.0","268400.0","1505400.0"
419.0,"6832300.0","5056800.0","268600.0","1506900.0"
420.0,"6842900.0","5066400.0","268600.0","1507900.0"
421.0,"6851000.0","5070500.0","268700.0","1511800.0"
422.0,"6869200.0","5086900.0","269100.0","1513200.0"
423.0,"6886300.0","5100900.0","269300.0","1516100.0"
424.0,"6900500.0","5111400.0","269400.0","1519700.0"
425.0,"6914500.0","5122000.0","269600.0","1522900.0"
426.0,"6925300.0","5130000.0","270000.0","1525300.0"
427.0,"6935700.0","5139000.0","270100.0","1526600.0"
428.0,"6946500.0","5148100.0","270100.0","1528300.0"
429.0,"6954600.0","5154600.0","270400.0","1529600.0"
430.0,"6963700.0","5162100.0","270500.0","1531100.0"
431.0,"6983000.0","5179500.0","270800.0","1532700.0"
432.0,"7000200.0","5191400.0","270900.0","1537900.0"
433.0,"7015700.0","5205600.0","271000.0","1539100.0"
434.0,"7028500.0","5215900.0","271400.0","1541200.0"
435.0,"7040900.0","5225600.0","271600.0","1543700.0"
436.0,"7052700.0","5235100.0","271900.0","1545700.0"
437.0,"7063600.0","5243700.0","272100.0","1547800.0"
438.0,"7073800.0","5253000.0","272200.0","1548600.0"
439.0,"7082400.0","5260700.0","272200.0","1549500.0"
440.0,"7089200.0","5266700.0","272300.0","1550200.0"
441.0,"7104400.0","5276400.0","272700.0","1555300.0"
442.0,"7123000.0","5293500.0","272800.0","1556700.0"
443.0,"7139000.0","5306100.0","273100.0","1559800.0"
444.0,"7152300.0","5316400.0","273400.0","1562500.0"
445.0,"7165100.0","5326900.0","273600.0","1564600.0"
446.0,"7175800.0","5335600.0","274200.0","1566000.0"
447.0,"7187600.0","5345000.0","274500.0","1568100.0"
448.0,"7198300.0","5354500.0","274800.0","1569000.0"
449.0,"7208600.0","5363100.0","275100.0","1570400.0"
450.0,"7216100.0","5370000.0","275200.0","1570900.0"
451.0,"7233800.0","5380700.0","275300.0","1577800.0"
452.0,"7251400.0","5397300.0","275500.0","1578600.0"
453.0,"7266700.0","5409200.0","275500.0","1582000.0"
454.0,"7279500.0","5418600.0","275500.0","1585400.0"
455.0,"7293000.0","5429500.0","275600.0","1587900.0"
456.0,"7305200.0","5439800.0","275800.0","1589600.0"
457.0,"7317300.0","5449700.0","276100.0","1591500.0"
458.0,"7327600.0","5457600.0","276500.0","1593500.0"
459.0,"7337500.0","5466600.0","276500.0","1594400.0"
460.0,"7347000.0","5474600.0","276800.0","1595600.0"
461.0,"7366600.0","5491900.0","277000.0","1597700.0"
462.0,"7384600.0","5504200.0","277300.0","1603100.0"
463.0,"7398900.0","5516500.0","277600.0","1604800.0"
464.0,"7413000.0","5528200.0","277800.0","1607000.0"
465.0,"7426300.0","5539100.0","278200.0","1609000.0"
466.0,"7437400.0","5548000.0","278400.0","1611000.0"
467.0,"7448700.0","5557100.0","278900.0","1612700.0"
468.0,"7461300.0","5568300.0","279000.0","1614000.0"
469.0,"7471700.0","5577300.0","279200.0","1615200.0"
470.0,"7481000.0","5585300.0","279400.0","1616300.0"
471.0,"7498700.0","5601000.0","279400.0","1618300.0"
472.0,"7516200.0","5612600.0","279800.0","1623800.0"
473.0,"7532000.0","5625200.0","280100.0","1626700.0"
474.0,"7544600.0","5634500.0","280200.0","1629900.0"
475.0,"7555900.0","5643700.0","280500.0","1631700.0"
476.0,"7569600.0","5655000.0","280800.0","1633800.0"
477.0,"7581200.0","5665300.0","280800.0","1635100.0"
478.0,"7593600.0","5675800.0","281100.0","1636700.0"
479.0,"7605800.0","5686000.0","281200.0","1638600.0"
480.0,"7617300.0","5696400.0","281200.0","1639700.0"
481.0,"7627900.0","5706100.0","281200.0","1640600.0"
482.0,"7646400.0","5719500.0","281300.0","1645600.0"
483.0,"7662900.0","5732700.0","281500.0","1648700.0"
484.0,"7675500.0","5742400.0","281600.0","1651500.0"
485.0,"7689000.0","5753600.0","281600.0","1653800.0"
486.0,"7703300.0","5765600.0","282100.0","1655600.0"
487.0,"7717200.0","5778100.0","282200.0","1656900.0"
488.0,"7728500.0","5788300.0","282200.0","1658000.0"
489.0,"7739800.0","5798000.0","282400.0","1659400.0"
490.0,"7748600.0","5805700.0","282400.0","1660500.0"
491.0,"7768800.0","5823300.0","282700.0","1662800.0"
492.0,"7787200.0","5840100.0","282900.0","1664200.0"
493.0,"7804100.0","5850300.0","283000.0","1670800.0"
494.0,"7819100.0","5861300.0","283100.0","1674700.0"
495.0,"7833300.0","5871800.0","283300.0","1678200.0"
496.0,"7846500.0","5882200.0","283500.0","1680800.0"
497.0,"7857500.0","5891300.0","283700.0","1682500.0"
498.0,"7868700.0","5900500.0","283800.0","1684400.0"
499.0,"7878800.0","5909100.0","283900.0","1685800.0"
500.0,"7890300.0","5919200.0","284100.0","1687000.0"
501.0,"7899800.0","5923600.0","284300.0","1691900.0"
502.0,"7921200.0","5939300.0","284500.0","1697400.0"
