"tick","run","random_seed","Sim (T/(R+T))","Exp (T/(R+T))"
0.0,1,930625508,"0.0","0.0019546068"
1.0,1,930625508,"0.01050420168067227","0.0014545932"
3.0,1,930625508,"0.010438413361169102","9.912164E-4"
5.0,1,930625508,"0.01037344398340249","5.641499999999998E-4"
7.0,1,930625508,"0.01026694045174538","1.7306759999999988E-4"
9.0,1,930625508,"0.01020408163265306","-1.8235720000000036E-4"
11.0,1,930625508,"0.01006036217303823","-5.024507999999999E-4"
13.0,1,930625508,"0.00998003992015968","-7.875396000000004E-4"
15.0,1,930625508,"0.009746588693957114","-0.00103795"
17.0,1,930625508,"0.009615384615384616","-0.0012540084000000004"
19.0,1,930625508,"0.009398496240601503","-0.0014360411999999997"
21.0,1,930625508,"0.00922509225092251","-0.0015843748"
23.0,1,930625508,"0.008896797153024912","-0.0016993355999999997"
25.0,1,930625508,"0.008620689655172414","-0.0017812500000000003"
27.0,1,930625508,"0.008223684210526315","-0.0018304444"
29.0,1,930625508,"0.011058451816745656","-0.0018472452000000005"
31.0,1,930625508,"0.012139605462822459","-0.0018319787999999996"
33.0,1,930625508,"0.015965166908563134","-0.0017849716000000004"
35.0,1,930625508,"0.015341701534170154","-0.0017065500000000005"
37.0,1,930625508,"0.014647137150466045","-0.0015970403999999996"
39.0,1,930625508,"0.013888888888888888","-0.0014567691999999995"
41.0,1,930625508,"0.014388489208633094","-0.0012860628000000002"
43.0,1,930625508,"0.016","-0.001085247600000001"
45.0,1,930625508,"0.018498367791077257","-8.546499999999991E-4"
47.0,1,930625508,"0.01956745623069001","-5.945964000000006E-4"
49.0,1,930625508,"0.018867924528301886","-3.0541320000000043E-4"
51.0,1,930625508,"0.017992424242424244","1.2573199999999841E-5"
53.0,1,930625508,"0.018034265103697024","3.590364E-4"
55.0,1,930625508,"0.01818181818181818","7.336500000000004E-4"
57.0,1,930625508,"0.017736486486486486","0.001136087599999999"
59.0,1,930625508,"0.017857142857142856","0.0015660227999999977"
61.0,1,930625508,"0.01888276947285602","0.0020231291999999994"
63.0,1,930625508,"0.019490254872563718","0.0025070804"
65.0,1,930625508,"0.01924447612259444","0.003017550000000001"
67.0,1,930625508,"0.019944979367262722","0.0035542115999999974"
69.0,1,930625508,"0.02183984116479153","0.0041167387999999985"
71.0,1,930625508,"0.02242152466367713","0.004704805199999999"
73.0,1,930625508,"0.025030525030525032","0.005318084400000003"
75.0,1,930625508,"0.023892773892773892","0.00595625"
77.0,1,930625508,"0.022892238972640984","0.0066189756"
79.0,1,930625508,"0.023118279569892472","0.0073059348"
81.0,1,930625508,"0.02280974598237429","0.008016801199999998"
83.0,1,930625508,"0.025210084033613446","0.008751248399999998"
85.0,1,930625508,"0.025689819219790674","0.009508949999999999"
87.0,1,930625508,"0.025148605395518976","0.010289579599999998"
89.0,1,930625508,"0.027571115973741796","0.011092810800000002"
91.0,1,930625508,"0.02780117944397641","0.011918317199999999"
93.0,1,930625508,"0.028282828282828285","0.0127657724"
95.0,1,930625508,"0.028671057729562185","0.013634850000000004"
97.0,1,930625508,"0.028903903903903905","0.014525223599999998"
99.0,1,930625508,"0.0277577505407354","0.015436566800000003"
101.0,1,930625508,"0.029850746268656716","0.016368553199999997"
103.0,1,930625508,"0.028913260219341975","0.0173208564"
105.0,1,930625508,"0.027857829010566763","0.018293150000000005"
107.0,1,930625508,"0.027948402948402947","0.019285107600000004"
109.0,1,930625508,"0.029717682020802376","0.020296402800000002"
111.0,1,930625508,"0.033352337514253136","0.021326709200000002"
113.0,1,930625508,"0.03321535529539885","0.022375700400000004"
115.0,1,930625508,"0.03358698504329572","0.023443049999999997"
117.0,1,930625508,"0.033105888299216575","0.02452843159999999"
119.0,1,930625508,"0.033783783783783786","0.025631518800000003"
121.0,1,930625508,"0.033054003724394786","0.026751985199999995"
123.0,1,930625508,"0.03704530238785985","0.0278895044"
125.0,1,930625508,"0.03751339764201501","0.029043749999999993"
127.0,1,930625508,"0.03837425211471013","0.030214395600000006"
129.0,1,930625508,"0.03876123876123876","0.03140111479999999"
131.0,1,930625508,"0.03900573613766731","0.032603581199999995"
133.0,1,930625508,"0.04372693726937269","0.0338214684"
135.0,1,930625508,"0.045414384166813926","0.03505445"
137.0,1,930625508,"0.04604145429833503","0.036302199599999994"
139.0,1,930625508,"0.046424499104088614","0.0375643908"
141.0,1,930625508,"0.04992934526613283","0.038840697199999996"
143.0,1,930625508,"0.0506877990430622","0.04013079239999999"
145.0,1,930625508,"0.0502092050209205","0.041434349999999995"
147.0,1,930625508,"0.050576629151035155","0.042751043600000004"
149.0,1,930625508,"0.05106951871657754","0.044080546799999995"
151.0,1,930625508,"0.05068528575122834","0.0454225332"
153.0,1,930625508,"0.05352496592739438","0.046776676399999995"
155.0,1,930625508,"0.055298445472884775","0.04814265"
157.0,1,930625508,"0.05444521019986216","0.0495201276"
159.0,1,930625508,"0.05526693931690063","0.050908782799999996"
161.0,1,930625508,"0.060157580919931855","0.0523082892"
163.0,1,930625508,"0.06171064791046309","0.053718320400000005"
165.0,1,930625508,"0.06310202476901906","0.05513855000000001"
167.0,1,930625508,"0.0636012437576557","0.0565686516"
169.0,1,930625508,"0.06471228898166637","0.05800829879999998"
171.0,1,930625508,"0.06404976780863927","0.0594571652"
173.0,1,930625508,"0.06929107308438001","0.0609149244"
175.0,1,930625508,"0.07133014509199967","0.06238125"
177.0,1,930625508,"0.07242405261509552","0.0638558156"
179.0,1,930625508,"0.07392908228562825","0.0653382948"
181.0,1,930625508,"0.07888207822533568","0.06682836119999999"
183.0,1,930625508,"0.07971724524076147","0.0683256884"
185.0,1,930625508,"0.08147698123396786","0.06982994999999999"
187.0,1,930625508,"0.08194905869324474","0.07134081960000001"
189.0,1,930625508,"0.08286737450524596","0.0728579708"
191.0,1,930625508,"0.08308551313952783","0.0743810772"
193.0,1,930625508,"0.08753501400560224","0.0759098124"
195.0,1,930625508,"0.09119937258416895","0.07744384999999998"
197.0,1,930625508,"0.09326480930484177","0.07898286359999998"
199.0,1,930625508,"0.09412567588849809","0.0805265268"
201.0,1,930625508,"0.09880437547697787","0.08207451319999999"
203.0,1,930625508,"0.10135565017373856","0.08362649639999999"
205.0,1,930625508,"0.10264555281623364","0.08518214999999998"
207.0,1,930625508,"0.10334875624169683","0.08674114760000001"
209.0,1,930625508,"0.10468576504552521","0.08830316279999997"
211.0,1,930625508,"0.10546236559139785","0.08986786920000002"
213.0,1,930625508,"0.1110235240426503","0.0914349404"
