"tick","run","random_seed","Sim (T/(R+T))","Exp (T/(R+T))"
0.0,1,664279,"0.0","0.0019546068"
1.0,1,664279,"0.006289308176100629","0.0014545932"
3.0,1,664279,"0.00625","9.912164E-4"
5.0,1,664279,"0.006198347107438017","5.641499999999998E-4"
7.0,1,664279,"0.006147540983606557","1.7306759999999988E-4"
9.0,1,664279,"0.006109979633401222","-1.8235720000000036E-4"
11.0,1,664279,"0.0060","-5.024507999999999E-4"
13.0,1,664279,"0.005928853754940711","-7.875396000000004E-4"
15.0,1,664279,"0.005870841487279843","-0.00103795"
17.0,1,664279,"0.0057361376673040155","-0.0012540084000000004"
19.0,1,664279,"0.0056179775280898875","-0.0014360411999999997"
21.0,1,664279,"0.0055147058823529415","-0.0015843748"
23.0,1,664279,"0.005319148936170213","-0.0016993355999999997"
25.0,1,664279,"0.0052173913043478265","-0.0017812500000000003"
27.0,1,664279,"0.006622516556291391","-0.0018304444"
29.0,1,664279,"0.006430868167202572","-0.0018472452000000005"
31.0,1,664279,"0.009230769230769232","-0.0018319787999999996"
33.0,1,664279,"0.008862629246676515","-0.0017849716000000004"
35.0,1,664279,"0.008356545961002786","-0.0017065500000000005"
37.0,1,664279,"0.009308510638297872","-0.0015970403999999996"
39.0,1,664279,"0.008985879332477536","-0.0014567691999999995"
41.0,1,664279,"0.0097442143727162","-0.0012860628000000002"
43.0,1,664279,"0.010440835266821345","-0.001085247600000001"
45.0,1,664279,"0.012222222222222223","-8.546499999999991E-4"
47.0,1,664279,"0.01167728237791932","-5.945964000000006E-4"
49.0,1,664279,"0.011224489795918367","-3.0541320000000043E-4"
51.0,1,664279,"0.011753183153770812","1.2573199999999841E-5"
53.0,1,664279,"0.012229539040451553","3.590364E-4"
55.0,1,664279,"0.012715712988192553","7.336500000000004E-4"
57.0,1,664279,"0.012259194395796848","0.001136087599999999"
59.0,1,664279,"0.011695906432748537","0.0015660227999999977"
61.0,1,664279,"0.011308562197092083","0.0020231291999999994"
63.0,1,664279,"0.014797507788161994","0.0025070804"
65.0,1,664279,"0.014200298953662182","0.003017550000000001"
67.0,1,664279,"0.01448225923244026","0.0035542115999999974"
69.0,1,664279,"0.01469559132260322","0.0041167387999999985"
71.0,1,664279,"0.01537433155080214","0.004704805199999999"
73.0,1,664279,"0.017374517374517374","0.005318084400000003"
75.0,1,664279,"0.017467248908296942","0.00595625"
77.0,1,664279,"0.018518518518518517","0.0066189756"
79.0,1,664279,"0.018518518518518517","0.0073059348"
81.0,1,664279,"0.019944598337950138","0.008016801199999998"
83.0,1,664279,"0.024736842105263158","0.008751248399999998"
85.0,1,664279,"0.026355803345159655","0.009508949999999999"
87.0,1,664279,"0.02635431918008785","0.010289579599999998"
89.0,1,664279,"0.02688679245283019","0.011092810800000002"
91.0,1,664279,"0.028169014084507043","0.011918317199999999"
93.0,1,664279,"0.029232111692844676","0.0127657724"
95.0,1,664279,"0.029239766081871343","0.013634850000000004"
97.0,1,664279,"0.02864058087938685","0.014525223599999998"
99.0,1,664279,"0.02753005040713455","0.015436566800000003"
101.0,1,664279,"0.027663551401869158","0.016368553199999997"
103.0,1,664279,"0.03159041394335512","0.0173208564"
105.0,1,664279,"0.03358992302309307","0.018293150000000005"
107.0,1,664279,"0.03468979319546364","0.019285107600000004"
109.0,1,664279,"0.035082072738976504","0.020296402800000002"
111.0,1,664279,"0.0362453531598513","0.021326709200000002"
113.0,1,664279,"0.04416592062071024","0.022375700400000004"
115.0,1,664279,"0.044763271162123384","0.023443049999999997"
117.0,1,664279,"0.04525386313465784","0.02452843159999999"
119.0,1,664279,"0.04512874966817096","0.025631518800000003"
121.0,1,664279,"0.05265848670756646","0.026751985199999995"
123.0,1,664279,"0.0547945205479452","0.0278895044"
125.0,1,664279,"0.05552952202436739","0.029043749999999993"
127.0,1,664279,"0.05649717514124294","0.030214395600000006"
129.0,1,664279,"0.057646291059386554","0.03140111479999999"
131.0,1,664279,"0.0633597332221759","0.032603581199999995"
133.0,1,664279,"0.06505538771399799","0.0338214684"
135.0,1,664279,"0.06556741028128031","0.03505445"
137.0,1,664279,"0.06803355079217148","0.036302199599999994"
139.0,1,664279,"0.06842951581204217","0.0375643908"
141.0,1,664279,"0.07006369426751592","0.038840697199999996"
143.0,1,664279,"0.07753216760145167","0.04013079239999999"
145.0,1,664279,"0.0788718929254302","0.041434349999999995"
147.0,1,664279,"0.07823025107164727","0.042751043600000004"
149.0,1,664279,"0.07859038631672073","0.044080546799999995"
151.0,1,664279,"0.07893990929705215","0.0454225332"
153.0,1,664279,"0.0876120619396903","0.046776676399999995"
155.0,1,664279,"0.08973522890309117","0.04814265"
157.0,1,664279,"0.09082892416225749","0.0495201276"
159.0,1,664279,"0.09063334142198495","0.050908782799999996"
161.0,1,664279,"0.09627039627039627","0.0523082892"
163.0,1,664279,"0.09852990685669398","0.053718320400000005"
165.0,1,664279,"0.09981714531569323","0.05513855000000001"
167.0,1,664279,"0.09854353889061047","0.0565686516"
169.0,1,664279,"0.10017942583732058","0.05800829879999998"
171.0,1,664279,"0.10724274279101167","0.0594571652"
173.0,1,664279,"0.10968752880449811","0.0609149244"
175.0,1,664279,"0.11182814710042432","0.06238125"
177.0,1,664279,"0.11335270986493418","0.0638558156"
179.0,1,664279,"0.1147177253677377","0.0653382948"
181.0,1,664279,"0.12298067785872664","0.06682836119999999"
183.0,1,664279,"0.12457168963679281","0.0683256884"
185.0,1,664279,"0.12591830737584483","0.06982994999999999"
187.0,1,664279,"0.12690427265641607","0.07134081960000001"
189.0,1,664279,"0.12677111716621253","0.0728579708"
191.0,1,664279,"0.12699039347282537","0.0743810772"
193.0,1,664279,"0.13333756023332488","0.0759098124"
195.0,1,664279,"0.1363691708267381","0.07744384999999998"
197.0,1,664279,"0.13753023777213996","0.07898286359999998"
199.0,1,664279,"0.1377228455886541","0.0805265268"
201.0,1,664279,"0.13837658752070678","0.08207451319999999"
203.0,1,664279,"0.14480237363568932","0.08362649639999999"
205.0,1,664279,"0.1489862789268892","0.08518214999999998"
207.0,1,664279,"0.14997274124002577","0.08674114760000001"
209.0,1,664279,"0.15053763440860216","0.08830316279999997"
211.0,1,664279,"0.15025737014506318","0.08986786920000002"
213.0,1,664279,"0.15649163819456932","0.0914349404"
215.0,1,664279,"0.16083582607187757","0.09300404999999998"
217.0,1,664279,"0.16194007837849228","0.09457487160000003"
219.0,1,664279,"0.1618473401419138","0.09614707880000002"
221.0,1,664279,"0.1617300235839629","0.09772034520000002"
223.0,1,664279,"0.16803737596046178","0.09929434440000001"
225.0,1,664279,"0.17293994151608308","0.10086875000000002"
227.0,1,664279,"0.1753573512252042","0.10244323560000002"
229.0,1,664279,"0.17521915757964507","0.10401747479999998"
231.0,1,664279,"0.18092002634589385","0.10559114119999999"
233.0,1,664279,"0.18292027671435288","0.10716390840000001"
235.0,1,664279,"0.18547990961784067","0.10873545000000003"
237.0,1,664279,"0.18588303267638184","0.1103054396"
239.0,1,664279,"0.18529365454259172","0.11187355080000003"
241.0,1,664279,"0.1853071525298535","0.1134394572"
243.0,1,664279,"0.18980483716475097","0.11500283240000003"
245.0,1,664279,"0.19352008889408737","0.11656335000000001"
247.0,1,664279,"0.19443488238668963","0.1181206836"
249.0,1,664279,"0.19474235264155748","0.11967450679999998"
251.0,1,664279,"0.19484008170803369","0.12122449320000003"
253.0,1,664279,"0.19802653039034468","0.12277031640000004"
255.0,1,664279,"0.2012209688122097","0.12431165000000004"
257.0,1,664279,"0.2022630464891421","0.12584816760000003"
259.0,1,664279,"0.20197743759196635","0.12737954279999997"
261.0,1,664279,"0.20178557724284363","0.1289054492"
263.0,1,664279,"0.2049519254720271","0.13042556040000003"
265.0,1,664279,"0.20889138723237854","0.13193955000000002"
267.0,1,664279,"0.2102456445152261","0.13344709159999998"
269.0,1,664279,"0.2106357552581262","0.13494785880000001"
271.0,1,664279,"0.21424032011298105","0.1364415252"
273.0,1,664279,"0.21609014917101557","0.1379277644"
275.0,1,664279,"0.2177099931709538","0.13940625"
277.0,1,664279,"0.2181646040440928","0.14087665559999998"
279.0,1,664279,"0.2182444678137516","0.14233865480000002"
281.0,1,664279,"0.22123795321507267","0.1437919212"
283.0,1,664279,"0.22205949856827473","0.1452361284"
285.0,1,664279,"0.22293227401282412","0.14667095"
287.0,1,664279,"0.22303250641573996","0.1480960596"
289.0,1,664279,"0.22303213192791568","0.1495111308"
291.0,1,664279,"0.22258405582575597","0.1509158372"
293.0,1,664279,"0.22436806540418788","0.15230985240000003"
