"tick","Population (D+R+T)","Population (R)","Population (D)","Population (T)"
109.0,"361300.0","331000.0","15000.0","15300.0"
110.0,"368000.0","336700.0","15200.0","16100.0"
111.0,"377100.0","343500.0","15400.0","18200.0"
112.0,"383600.0","348900.0","15700.0","19000.0"
113.0,"392700.0","356600.0","16100.0","20000.0"
114.0,"398400.0","361400.0","16600.0","20400.0"
115.0,"406600.0","368400.0","17600.0","20600.0"
116.0,"415700.0","376700.0","17800.0","21200.0"
117.0,"423300.0","383000.0","18100.0","22200.0"
118.0,"430900.0","389800.0","18500.0","22600.0"
119.0,"443700.0","401000.0","19300.0","23400.0"
120.0,"450100.0","406400.0","19500.0","24200.0"
121.0,"458300.0","411600.0","20100.0","26600.0"
122.0,"467300.0","419800.0","20500.0","27000.0"
123.0,"479900.0","430600.0","20900.0","28400.0"
124.0,"487700.0","436600.0","21300.0","29800.0"
125.0,"499500.0","447700.0","21700.0","30100.0"
126.0,"506200.0","453000.0","21800.0","31400.0"
127.0,"515600.0","461700.0","22100.0","31800.0"
128.0,"523800.0","468600.0","22500.0","32700.0"
129.0,"534700.0","478000.0","23500.0","33200.0"
130.0,"543300.0","485500.0","23700.0","34100.0"
131.0,"559100.0","500100.0","24200.0","34800.0"
132.0,"569700.0","506000.0","24600.0","39100.0"
133.0,"581700.0","516600.0","24900.0","40200.0"
134.0,"593800.0","526300.0","25300.0","42200.0"
135.0,"605800.0","537300.0","25700.0","42800.0"
136.0,"614400.0","544300.0","26300.0","43800.0"
137.0,"626600.0","554300.0","27100.0","45200.0"
138.0,"636600.0","562900.0","27500.0","46200.0"
139.0,"650600.0","574800.0","28700.0","47100.0"
140.0,"661900.0","585100.0","28800.0","48000.0"
141.0,"675400.0","596800.0","29400.0","49200.0"
142.0,"689000.0","605400.0","29900.0","53700.0"
143.0,"709800.0","623900.0","30700.0","55200.0"
144.0,"722500.0","634600.0","31200.0","56700.0"
145.0,"736000.0","645000.0","32200.0","58800.0"
146.0,"748500.0","655000.0","32800.0","60700.0"
147.0,"763600.0","667700.0","33500.0","62400.0"
148.0,"778100.0","679800.0","34400.0","63900.0"
149.0,"795800.0","695300.0","35000.0","65500.0"
150.0,"808100.0","706200.0","35500.0","66400.0"
151.0,"825800.0","722100.0","36500.0","67200.0"
152.0,"842200.0","733100.0","36900.0","72200.0"
153.0,"858400.0","745200.0","37400.0","75800.0"
154.0,"873100.0","757700.0","38100.0","77300.0"
155.0,"894700.0","776500.0","39400.0","78800.0"
156.0,"908800.0","788400.0","40200.0","80200.0"
157.0,"926300.0","802600.0","41400.0","82300.0"
158.0,"943000.0","817000.0","41800.0","84200.0"
159.0,"964100.0","834700.0","42700.0","86700.0"
160.0,"979500.0","847600.0","43400.0","88500.0"
161.0,"1002100.0","862600.0","44000.0","95500.0"
162.0,"1021300.0","877900.0","44700.0","98700.0"
163.0,"1041800.0","894500.0","45900.0","101400.0"
164.0,"1060500.0","909800.0","46600.0","104100.0"
165.0,"1079600.0","926500.0","47500.0","105600.0"
166.0,"1095500.0","940300.0","47900.0","107300.0"
167.0,"1121300.0","963300.0","48800.0","109200.0"
168.0,"1139400.0","977100.0","50200.0","112100.0"
169.0,"1161500.0","996500.0","51600.0","113400.0"
170.0,"1181000.0","1012400.0","52700.0","115900.0"
171.0,"1205100.0","1034000.0","53800.0","117300.0"
172.0,"1227600.0","1046300.0","54600.0","126700.0"
173.0,"1252300.0","1068000.0","55400.0","128900.0"
174.0,"1277200.0","1087300.0","56700.0","133200.0"
175.0,"1305400.0","1109200.0","58500.0","137700.0"
176.0,"1329200.0","1128600.0","59200.0","141400.0"
177.0,"1350700.0","1145900.0","60200.0","144600.0"
178.0,"1369800.0","1162300.0","60900.0","146600.0"
179.0,"1401200.0","1190000.0","62100.0","149100.0"
180.0,"1422000.0","1206400.0","63200.0","152400.0"
181.0,"1444000.0","1224600.0","64500.0","154900.0"
182.0,"1473000.0","1243000.0","65800.0","164200.0"
183.0,"1503400.0","1268300.0","67400.0","167700.0"
184.0,"1531400.0","1288100.0","69000.0","174300.0"
185.0,"1561200.0","1312100.0","70000.0","179100.0"
186.0,"1586200.0","1333500.0","70800.0","181900.0"
187.0,"1616900.0","1358900.0","72100.0","185900.0"
188.0,"1641100.0","1379100.0","73400.0","188600.0"
189.0,"1668100.0","1400200.0","74800.0","193100.0"
190.0,"1690700.0","1418400.0","75500.0","196800.0"
191.0,"1720800.0","1442900.0","76800.0","201100.0"
192.0,"1756200.0","1464200.0","78600.0","213400.0"
193.0,"1792800.0","1494900.0","80400.0","217500.0"
194.0,"1826400.0","1520000.0","81900.0","224500.0"
195.0,"1862500.0","1546300.0","83800.0","232400.0"
196.0,"1890300.0","1567200.0","84800.0","238300.0"
197.0,"1923400.0","1595200.0","86000.0","242200.0"
198.0,"1949900.0","1613900.0","87500.0","248500.0"
199.0,"1982300.0","1639800.0","89400.0","253100.0"
200.0,"2010700.0","1663900.0","90300.0","256500.0"
201.0,"2039200.0","1678500.0","91600.0","269100.0"
202.0,"2075200.0","1708800.0","93000.0","273400.0"
203.0,"2120400.0","1742300.0","95500.0","282600.0"
204.0,"2155100.0","1767900.0","97500.0","289700.0"
205.0,"2190500.0","1794500.0","99600.0","296400.0"
206.0,"2217500.0","1815500.0","101200.0","300800.0"
207.0,"2252200.0","1844000.0","103300.0","304900.0"
208.0,"2285800.0","1870600.0","104800.0","310400.0"
209.0,"2324000.0","1901100.0","107400.0","315500.0"
210.0,"2351500.0","1922900.0","108400.0","320200.0"
211.0,"2383100.0","1950400.0","109800.0","322900.0"
212.0,"2428200.0","1977200.0","111700.0","339300.0"
213.0,"2469300.0","2006000.0","113700.0","349600.0"
214.0,"2507000.0","2034500.0","115300.0","357200.0"
215.0,"2550800.0","2068400.0","117200.0","365200.0"
216.0,"2584600.0","2095600.0","117700.0","371300.0"
217.0,"2617000.0","2120700.0","120000.0","376300.0"
218.0,"2646900.0","2144000.0","121200.0","381700.0"
219.0,"2682000.0","2171500.0","122800.0","387700.0"
220.0,"2711100.0","2195100.0","123900.0","392100.0"
221.0,"2760600.0","2224900.0","126400.0","409300.0"
222.0,"2803300.0","2255900.0","128500.0","418900.0"
223.0,"2848400.0","2289600.0","129700.0","429100.0"
224.0,"2890300.0","2322200.0","131500.0","436600.0"
225.0,"2930000.0","2353800.0","133200.0","443000.0"
226.0,"2961700.0","2377700.0","134300.0","449700.0"
227.0,"2999200.0","2407300.0","136500.0","455400.0"
228.0,"3030600.0","2431400.0","137400.0","461800.0"
229.0,"3063000.0","2457900.0","138900.0","466200.0"
230.0,"3093100.0","2482100.0","141100.0","469900.0"
231.0,"3146800.0","2511800.0","144300.0","490700.0"
232.0,"3193200.0","2550200.0","146700.0","496300.0"
233.0,"3239200.0","2580600.0","149100.0","509500.0"
234.0,"3282200.0","2611200.0","150900.0","520100.0"
235.0,"3315900.0","2634100.0","152400.0","529400.0"
236.0,"3348900.0","2659300.0","153700.0","535900.0"
237.0,"3382300.0","2686800.0","155000.0","540500.0"
238.0,"3411100.0","2709700.0","156100.0","545300.0"
239.0,"3445900.0","2736700.0","157300.0","551900.0"
240.0,"3466900.0","2753400.0","158100.0","555400.0"
241.0,"3492700.0","2773300.0","159900.0","559500.0"
242.0,"3547900.0","2817100.0","162600.0","568200.0"
243.0,"3604300.0","2850300.0","165300.0","588700.0"
244.0,"3648400.0","2877400.0","167700.0","603300.0"
245.0,"3690900.0","2907300.0","169500.0","614100.0"
246.0,"3723300.0","2931800.0","170700.0","620800.0"
247.0,"3756400.0","2954300.0","173300.0","628800.0"
248.0,"3784900.0","2975500.0","174800.0","634600.0"
249.0,"3814600.0","2999500.0","176400.0","638700.0"
250.0,"3836900.0","3016700.0","178100.0","642100.0"
251.0,"3898900.0","3051200.0","181400.0","666300.0"
252.0,"3946900.0","3081800.0","183500.0","681600.0"
253.0,"3992200.0","3119000.0","185500.0","687700.0"
254.0,"4028400.0","3143100.0","187500.0","697800.0"
255.0,"4062600.0","3169100.0","188900.0","704600.0"
256.0,"4093100.0","3192600.0","190500.0","710000.0"
257.0,"4119900.0","3211500.0","192700.0","715700.0"
258.0,"4142000.0","3226700.0","194400.0","720900.0"
259.0,"4163900.0","3243200.0","195700.0","725000.0"
260.0,"4180800.0","3256100.0","196800.0","727900.0"
261.0,"4198400.0","3269800.0","198200.0","730400.0"
262.0,"4248600.0","3295400.0","201200.0","752000.0"
263.0,"4300100.0","3337300.0","203100.0","759700.0"
264.0,"4336700.0","3359500.0","205600.0","771600.0"
265.0,"4371300.0","3382000.0","206900.0","782400.0"
266.0,"4402100.0","3405000.0","208300.0","788800.0"
267.0,"4428400.0","3423300.0","209400.0","795700.0"
268.0,"4450400.0","3437900.0","210700.0","801800.0"
269.0,"4470300.0","3453300.0","211600.0","805400.0"
270.0,"4485200.0","3464000.0","212400.0","808800.0"
271.0,"4539500.0","3490600.0","215800.0","833100.0"
272.0,"4578600.0","3521600.0","217200.0","839800.0"
273.0,"4616500.0","3543700.0","218600.0","854200.0"
274.0,"4650900.0","3567300.0","220200.0","863400.0"
275.0,"4682300.0","3588200.0","221900.0","872200.0"
276.0,"4706700.0","3605500.0","222700.0","878500.0"
277.0,"4725200.0","3620400.0","223500.0","881300.0"
278.0,"4743500.0","3634200.0","224600.0","884700.0"
279.0,"4761100.0","3646500.0","225700.0","888900.0"
280.0,"4772100.0","3654800.0","226300.0","891000.0"
281.0,"4783900.0","3664400.0","226800.0","892700.0"
282.0,"4824800.0","3684100.0","229400.0","911300.0"
283.0,"4862100.0","3713000.0","231300.0","917800.0"
284.0,"4895400.0","3731900.0","232200.0","931300.0"
285.0,"4922200.0","3746600.0","234000.0","941600.0"
286.0,"4943000.0","3760800.0","234900.0","947300.0"
287.0,"4962300.0","3774000.0","235700.0","952600.0"
288.0,"4977100.0","3783500.0","236100.0","957500.0"
289.0,"4992800.0","3794800.0","236500.0","961500.0"
290.0,"5004500.0","3802700.0","237100.0","964700.0"
291.0,"5043700.0","3834200.0","239400.0","970100.0"
292.0,"5077200.0","3847000.0","240900.0","989300.0"
293.0,"5106600.0","3864200.0","242100.0","1000300.0"
294.0,"5130100.0","3877600.0","243100.0","1009400.0"
295.0,"5150100.0","3891500.0","244200.0","1014400.0"
296.0,"5166400.0","3900900.0","244800.0","1020700.0"
297.0,"5181700.0","3910900.0","245800.0","1025000.0"
298.0,"5194400.0","3920500.0","246500.0","1027400.0"
299.0,"5205400.0","3928200.0","247000.0","1030200.0"
300.0,"5213300.0","3934100.0","247300.0","1031900.0"
301.0,"5247500.0","3950100.0","248800.0","1048600.0"
302.0,"5273700.0","3963600.0","250000.0","1060100.0"
303.0,"5295700.0","3977600.0","251300.0","1066800.0"
304.0,"5314300.0","3988700.0","252200.0","1073400.0"
305.0,"5329300.0","3998900.0","252500.0","1077900.0"
306.0,"5342500.0","4008100.0","253100.0","1081300.0"
307.0,"5354900.0","4017100.0","253800.0","1084000.0"
308.0,"5365300.0","4024800.0","254400.0","1086100.0"
309.0,"5376400.0","4033100.0","255000.0","1088300.0"
310.0,"5386700.0","4041600.0","255300.0","1089800.0"
311.0,"5394700.0","4047600.0","255500.0","1091600.0"
312.0,"5419400.0","4059500.0","256200.0","1103700.0"
313.0,"5442500.0","4079500.0","256900.0","1106100.0"
314.0,"5462500.0","4089400.0","257800.0","1115300.0"
315.0,"5478500.0","4099000.0","258500.0","1121000.0"
316.0,"5494500.0","4110100.0","258900.0","1125500.0"
317.0,"5506600.0","4118000.0","259300.0","1129300.0"
318.0,"5516700.0","4125300.0","259700.0","1131700.0"
319.0,"5527400.0","4133500.0","260200.0","1133700.0"
320.0,"5537500.0","4141200.0","260500.0","1135800.0"
321.0,"5546300.0","4138300.0","260600.0","1147400.0"
322.0,"5565600.0","4153900.0","261500.0","1150200.0"
323.0,"5584100.0","4164500.0","262200.0","1157400.0"
324.0,"5598000.0","4172600.0","262700.0","1162700.0"
325.0,"5611600.0","4181500.0","263200.0","1166900.0"
326.0,"5624400.0","4190200.0","263600.0","1170600.0"
327.0,"5636100.0","4198400.0","263800.0","1173900.0"
328.0,"5648300.0","4208100.0","264800.0","1175400.0"
329.0,"5657700.0","4214400.0","264900.0","1178400.0"
330.0,"5664300.0","4220000.0","265000.0","1179300.0"
331.0,"5673100.0","4220500.0","265300.0","1187300.0"
332.0,"5693500.0","4237700.0","265800.0","1190000.0"
333.0,"5710400.0","4247800.0","266300.0","1196300.0"
334.0,"5725700.0","4257900.0","267100.0","1200700.0"
335.0,"5738100.0","4266700.0","267800.0","1203600.0"
336.0,"5749000.0","4274700.0","268200.0","1206100.0"
337.0,"5759500.0","4283100.0","268600.0","1207800.0"
338.0,"5769200.0","4290400.0","268900.0","1209900.0"
339.0,"5778900.0","4298200.0","269200.0","1211500.0"
340.0,"5787600.0","4305300.0","269500.0","1212800.0"
341.0,"5806900.0","4320900.0","270100.0","1215900.0"
342.0,"5821900.0","4327400.0","270500.0","1224000.0"
343.0,"5837600.0","4341500.0","270800.0","1225300.0"
344.0,"5851300.0","4349500.0","271100.0","1230700.0"
345.0,"5866400.0","4360500.0","271700.0","1234200.0"
346.0,"5877100.0","4369400.0","271900.0","1235800.0"
347.0,"5887900.0","4378200.0","272100.0","1237600.0"
348.0,"5897000.0","4385900.0","272100.0","1239000.0"
349.0,"5907100.0","4393900.0","272500.0","1240700.0"
350.0,"5915000.0","4400300.0","272700.0","1242000.0"
351.0,"5933000.0","4409500.0","273200.0","1250300.0"
352.0,"5950100.0","4424100.0","273500.0","1252500.0"
353.0,"5963800.0","4434000.0","273700.0","1256100.0"
354.0,"5977800.0","4444800.0","274100.0","1258900.0"
355.0,"5989000.0","4453500.0","274300.0","1261200.0"
356.0,"6000200.0","4462200.0","275000.0","1263000.0"
357.0,"6011400.0","4471500.0","275300.0","1264600.0"
358.0,"6020200.0","4478700.0","275800.0","1265700.0"
359.0,"6030500.0","4486100.0","276100.0","1268300.0"
360.0,"6037600.0","4492100.0","276500.0","1269000.0"
361.0,"6056200.0","4503000.0","276900.0","1276300.0"
362.0,"6074800.0","4518400.0","277200.0","1279200.0"
363.0,"6088700.0","4527900.0","277700.0","1283100.0"
364.0,"6102200.0","4538200.0","278100.0","1285900.0"
365.0,"6115300.0","4547500.0","279000.0","1288800.0"
366.0,"6126900.0","4557800.0","279200.0","1289900.0"
367.0,"6138400.0","4567300.0","279400.0","1291700.0"
368.0,"6148600.0","4576200.0","279600.0","1292800.0"
369.0,"6158900.0","4583600.0","280200.0","1295100.0"
370.0,"6165600.0","4589700.0","280300.0","1295600.0"
371.0,"6173000.0","4592900.0","280600.0","1299500.0"
372.0,"6191300.0","4609200.0","280800.0","1301300.0"
373.0,"6208800.0","4622100.0","281300.0","1305400.0"
374.0,"6223500.0","4634100.0","281500.0","1307900.0"
375.0,"6237000.0","4645200.0","282300.0","1309500.0"
376.0,"6249100.0","4655400.0","282500.0","1311200.0"
377.0,"6261400.0","4665300.0","282500.0","1313600.0"
378.0,"6272100.0","4674700.0","282700.0","1314700.0"
379.0,"6282400.0","4683900.0","282800.0","1315700.0"
380.0,"6290400.0","4690500.0","282900.0","1317000.0"
381.0,"6308000.0","4702500.0","283500.0","1322000.0"
382.0,"6323300.0","4715200.0","284100.0","1324000.0"
383.0,"6339300.0","4727200.0","284300.0","1327800.0"
384.0,"6352500.0","4737600.0","284700.0","1330200.0"
385.0,"6364800.0","4747900.0","284900.0","1332000.0"
386.0,"6375700.0","4756300.0","285200.0","1334200.0"
387.0,"6386000.0","4764200.0","285800.0","1336000.0"
388.0,"6394900.0","4771800.0","285800.0","1337300.0"
389.0,"6403700.0","4778900.0","286100.0","1338700.0"
390.0,"6413200.0","4786500.0","286500.0","1340200.0"
391.0,"6421400.0","4793400.0","286900.0","1341100.0"
392.0,"6438600.0","4804200.0","287200.0","1347200.0"
393.0,"6455000.0","4818100.0","287500.0","1349400.0"
394.0,"6468500.0","4827300.0","288000.0","1353200.0"
395.0,"6482300.0","4837900.0","288200.0","1356200.0"
396.0,"6495500.0","4848000.0","288500.0","1359000.0"
397.0,"6507100.0","4856000.0","289300.0","1361800.0"
398.0,"6517600.0","4864800.0","289400.0","1363400.0"
399.0,"6527000.0","4872200.0","289500.0","1365300.0"
400.0,"6538100.0","4881000.0","289800.0","1367300.0"
401.0,"6556200.0","4892700.0","289900.0","1373600.0"
402.0,"6570800.0","4904700.0","290300.0","1375800.0"
403.0,"6585900.0","4916000.0","290600.0","1379300.0"
404.0,"6600800.0","4926900.0","291000.0","1382900.0"
405.0,"6613300.0","4936200.0","291500.0","1385600.0"
406.0,"6625100.0","4945400.0","291800.0","1387900.0"
407.0,"6635600.0","4954100.0","292200.0","1389300.0"
408.0,"6645500.0","4961700.0","292200.0","1391600.0"
409.0,"6654000.0","4968200.0","292600.0","1393200.0"
410.0,"6663100.0","4975800.0","292800.0","1394500.0"
411.0,"6671100.0","4982000.0","293000.0","1396100.0"
412.0,"6687700.0","4993300.0","293600.0","1400800.0"
413.0,"6706300.0","5009200.0","294000.0","1403100.0"
414.0,"6723100.0","5020900.0","294800.0","1407400.0"
415.0,"6736500.0","5031000.0","295100.0","1410400.0"
416.0,"6747400.0","5040600.0","295300.0","1411500.0"
417.0,"6758000.0","5048700.0","295800.0","1413500.0"
418.0,"6767800.0","5057300.0","296000.0","1414500.0"
419.0,"6776900.0","5064000.0","296500.0","1416400.0"
420.0,"6785200.0","5070600.0","297000.0","1417600.0"
421.0,"6793000.0","5077300.0","297500.0","1418200.0"
422.0,"6810500.0","5088400.0","297900.0","1424200.0"
423.0,"6828500.0","5104400.0","298000.0","1426100.0"
424.0,"6844000.0","5115300.0","298200.0","1430500.0"
425.0,"6860000.0","5126800.0","298800.0","1434400.0"
426.0,"6871400.0","5134900.0","299200.0","1437300.0"
427.0,"6882300.0","5143100.0","299400.0","1439800.0"
428.0,"6892000.0","5151100.0","299700.0","1441200.0"
429.0,"6901800.0","5158600.0","299900.0","1443300.0"
430.0,"6910300.0","5165000.0","300200.0","1445100.0"
431.0,"6926800.0","5178400.0","300600.0","1447800.0"
432.0,"6940700.0","5186200.0","300900.0","1453600.0"
433.0,"6958800.0","5199800.0","301500.0","1457500.0"
434.0,"6973200.0","5209800.0","301500.0","1461900.0"
435.0,"6986500.0","5220300.0","301900.0","1464300.0"
436.0,"6999700.0","5228600.0","302600.0","1468500.0"
437.0,"7012200.0","5238500.0","302700.0","1471000.0"
438.0,"7020800.0","5246300.0","302900.0","1471600.0"
439.0,"7030400.0","5253500.0","303100.0","1473800.0"
440.0,"7038800.0","5260900.0","303200.0","1474700.0"
441.0,"7046000.0","5266800.0","303300.0","1475900.0"
442.0,"7062500.0","5281300.0","303500.0","1477700.0"
443.0,"7077000.0","5289800.0","304100.0","1483100.0"
444.0,"7093800.0","5301600.0","304600.0","1487600.0"
445.0,"7108300.0","5311500.0","304800.0","1492000.0"
446.0,"7120200.0","5319900.0","305000.0","1495300.0"
447.0,"7132600.0","5329000.0","305300.0","1498300.0"
448.0,"7145100.0","5339900.0","305500.0","1499700.0"
449.0,"7155500.0","5348900.0","305800.0","1500800.0"
450.0,"7164500.0","5356600.0","306100.0","1501800.0"
451.0,"7173300.0","5363700.0","306400.0","1503200.0"
452.0,"7192300.0","5375800.0","306600.0","1509900.0"
453.0,"7210000.0","5388000.0","307300.0","1514700.0"
454.0,"7225500.0","5401600.0","307600.0","1516300.0"
455.0,"7239600.0","5411700.0","308100.0","1519800.0"
456.0,"7251800.0","5421700.0","308200.0","1521900.0"
457.0,"7263100.0","5429500.0","308400.0","1525200.0"
458.0,"7272100.0","5436000.0","308600.0","1527500.0"
459.0,"7283600.0","5445500.0","308900.0","1529200.0"
460.0,"7293700.0","5454000.0","309100.0","1530600.0"
461.0,"7313500.0","5470000.0","309400.0","1534100.0"
462.0,"7328300.0","5480000.0","309600.0","1538700.0"
463.0,"7344400.0","5493300.0","309800.0","1541300.0"
464.0,"7359000.0","5503400.0","310200.0","1545400.0"
465.0,"7373800.0","5514600.0","310600.0","1548600.0"
466.0,"7386300.0","5523700.0","311000.0","1551600.0"
467.0,"7399700.0","5533500.0","311700.0","1554500.0"
468.0,"7410700.0","5543000.0","311800.0","1555900.0"
469.0,"7421900.0","5552100.0","312200.0","1557600.0"
470.0,"7430300.0","5559100.0","312500.0","1558700.0"
471.0,"7438200.0","5562500.0","312500.0","1563200.0"
472.0,"7456800.0","5578100.0","313200.0","1565500.0"
473.0,"7473700.0","5589800.0","313500.0","1570400.0"
474.0,"7489000.0","5601500.0","313800.0","1573700.0"
475.0,"7503400.0","5612400.0","314200.0","1576800.0"
476.0,"7515900.0","5622800.0","314500.0","1578600.0"
477.0,"7528300.0","5632700.0","315100.0","1580500.0"
478.0,"7538700.0","5641200.0","315400.0","1582100.0"
479.0,"7551500.0","5651900.0","315600.0","1584000.0"
480.0,"7560900.0","5659700.0","315900.0","1585300.0"
481.0,"7579000.0","5674600.0","316200.0","1588200.0"
482.0,"7595600.0","5685200.0","316500.0","1593900.0"
483.0,"7613900.0","5701200.0","316900.0","1595800.0"
484.0,"7628700.0","5712000.0","317000.0","1599700.0"
485.0,"7641500.0","5722000.0","317400.0","1602100.0"
486.0,"7652200.0","5729700.0","317500.0","1605000.0"
487.0,"7665000.0","5739300.0","318000.0","1607700.0"
488.0,"7674900.0","5747300.0","318400.0","1609200.0"
489.0,"7683700.0","5753700.0","318800.0","1611200.0"
490.0,"7693300.0","5761200.0","319200.0","1612900.0"
491.0,"7712700.0","5777000.0","319800.0","1615900.0"
492.0,"7733300.0","5790800.0","320200.0","1622300.0"
493.0,"7749400.0","5804500.0","320900.0","1624000.0"
494.0,"7763000.0","5814100.0","321200.0","1627700.0"
495.0,"7778900.0","5825300.0","321600.0","1632000.0"
496.0,"7791200.0","5835000.0","321900.0","1634300.0"
497.0,"7803700.0","5844600.0","322200.0","1636900.0"
498.0,"7815700.0","5854400.0","322400.0","1638900.0"
499.0,"7828300.0","5864400.0","322600.0","1641300.0"
500.0,"7838200.0","5871900.0","323000.0","1643300.0"
501.0,"7859300.0","5884800.0","323800.0","1650700.0"
502.0,"7876300.0","5898600.0","324500.0","1653200.0"
