"tick","run","random_seed","Donor density"
0.0,1,1008711,"0.05"
1.0,1,1008711,"0.04950495049504951"
2.0,1,1008711,"0.04911591355599214"
3.0,1,1008711,"0.048638132295719845"
4.0,1,1008711,"0.04826254826254826"
5.0,1,1008711,"0.04770992366412214"
6.0,1,1008711,"0.04734848484848485"
7.0,1,1008711,"0.04681647940074907"
8.0,1,1008711,"0.04664179104477612"
9.0,1,1008711,"0.04655493482309125"
10.0,1,1008711,"0.04638218923933209"
11.0,1,1008711,"0.046125461254612546"
12.0,1,1008711,"0.047186932849364795"
13.0,1,1008711,"0.04659498207885305"
14.0,1,1008711,"0.046263345195729534"
15.0,1,1008711,"0.045936395759717315"
16.0,1,1008711,"0.045774647887323945"
17.0,1,1008711,"0.046875"
18.0,1,1008711,"0.04655172413793104"
19.0,1,1008711,"0.04639175257731959"
20.0,1,1008711,"0.047619047619047616"
21.0,1,1008711,"0.048576214405360134"
22.0,1,1008711,"0.048013245033112585"
23.0,1,1008711,"0.04707792207792208"
24.0,1,1008711,"0.046251993620414676"
25.0,1,1008711,"0.04672897196261682"
26.0,1,1008711,"0.04732824427480916"
27.0,1,1008711,"0.04606240713224369"
28.0,1,1008711,"0.045655375552282766"
29.0,1,1008711,"0.047345767575322814"
30.0,1,1008711,"0.046875"
31.0,1,1008711,"0.04602510460251046"
32.0,1,1008711,"0.04613297150610583"
33.0,1,1008711,"0.04521276595744681"
34.0,1,1008711,"0.04456094364351245"
35.0,1,1008711,"0.044585987261146494"
36.0,1,1008711,"0.04369538077403246"
37.0,1,1008711,"0.044794188861985475"
38.0,1,1008711,"0.04678362573099415"
39.0,1,1008711,"0.04767309875141884"
40.0,1,1008711,"0.046875"
41.0,1,1008711,"0.04633620689655173"
42.0,1,1008711,"0.0455026455026455"
43.0,1,1008711,"0.04540763673890609"
44.0,1,1008711,"0.04559270516717325"
45.0,1,1008711,"0.046442687747035576"
46.0,1,1008711,"0.045764362220058426"
47.0,1,1008711,"0.04467680608365019"
48.0,1,1008711,"0.04400749063670412"
49.0,1,1008711,"0.043996333638863426"
50.0,1,1008711,"0.043557168784029036"
51.0,1,1008711,"0.04420866489832007"
52.0,1,1008711,"0.043440486533449174"
53.0,1,1008711,"0.04388185654008439"
54.0,1,1008711,"0.04372937293729373"
55.0,1,1008711,"0.042366107114308556"
56.0,1,1008711,"0.0421216848673947"
57.0,1,1008711,"0.041315990818668706"
58.0,1,1008711,"0.04090909090909091"
59.0,1,1008711,"0.04197349042709867"
60.0,1,1008711,"0.04145454545454545"
61.0,1,1008711,"0.04193319118692253"
62.0,1,1008711,"0.04198740377886634"
63.0,1,1008711,"0.0410958904109589"
64.0,1,1008711,"0.04321404456448346"
65.0,1,1008711,"0.04330708661417323"
66.0,1,1008711,"0.04285714285714286"
67.0,1,1008711,"0.04392106938255888"
68.0,1,1008711,"0.043859649122807015"
69.0,1,1008711,"0.04315659679408138"
70.0,1,1008711,"0.043875685557586835"
71.0,1,1008711,"0.044300059066745424"
72.0,1,1008711,"0.0436046511627907"
73.0,1,1008711,"0.04263786242183058"
74.0,1,1008711,"0.04168982768204558"
75.0,1,1008711,"0.04220779220779221"
76.0,1,1008711,"0.04180064308681672"
77.0,1,1008711,"0.04151530877010898"
78.0,1,1008711,"0.041025641025641026"
79.0,1,1008711,"0.04206309464196294"
80.0,1,1008711,"0.042709867452135494"
81.0,1,1008711,"0.0421455938697318"
82.0,1,1008711,"0.04178537511870845"
83.0,1,1008711,"0.04185832566697332"
84.0,1,1008711,"0.04178019981834696"
