"tick","run","random_seed","Sim (T/(R+T))","Exp (T/(R+T))"
0.0,1,510102448,"0.0","0.0019546068"
1.0,1,510102448,"0.0","0.0014545932"
3.0,1,510102448,"0.0","9.912164E-4"
5.0,1,510102448,"0.0","5.641499999999998E-4"
7.0,1,510102448,"0.0","1.7306759999999988E-4"
9.0,1,510102448,"0.0","-1.8235720000000036E-4"
11.0,1,510102448,"0.0","-5.024507999999999E-4"
13.0,1,510102448,"0.0","-7.875396000000004E-4"
15.0,1,510102448,"0.0","-0.00103795"
17.0,1,510102448,"0.0","-0.0012540084000000004"
19.0,1,510102448,"0.0","-0.0014360411999999997"
21.0,1,510102448,"0.0","-0.0015843748"
23.0,1,510102448,"0.0","-0.0016993355999999997"
25.0,1,510102448,"0.0","-0.0017812500000000003"
27.0,1,510102448,"0.0","-0.0018304444"
29.0,1,510102448,"0.0031545741324921135","-0.0018472452000000005"
31.0,1,510102448,"0.003067484662576687","-0.0018319787999999996"
33.0,1,510102448,"0.0029585798816568047","-0.0017849716000000004"
35.0,1,510102448,"0.002793296089385475","-0.0017065500000000005"
37.0,1,510102448,"0.002638522427440633","-0.0015970403999999996"
39.0,1,510102448,"0.005037783375314861","-0.0014567691999999995"
41.0,1,510102448,"0.00477326968973747","-0.0012860628000000002"
43.0,1,510102448,"0.004524886877828055","-0.001085247600000001"
45.0,1,510102448,"0.004319654427645789","-8.546499999999991E-4"
47.0,1,510102448,"0.004132231404958678","-5.945964000000006E-4"
49.0,1,510102448,"0.003913894324853229","-3.0541320000000043E-4"
51.0,1,510102448,"0.0036900369003690036","1.2573199999999841E-5"
53.0,1,510102448,"0.0035211267605633804","3.590364E-4"
55.0,1,510102448,"0.005050505050505051","7.336500000000004E-4"
57.0,1,510102448,"0.008156606851549755","0.001136087599999999"
59.0,1,510102448,"0.00782472613458529","0.0015660227999999977"
61.0,1,510102448,"0.00906344410876133","0.0020231291999999994"
63.0,1,510102448,"0.008658008658008658","0.0025070804"
65.0,1,510102448,"0.008391608391608392","0.003017550000000001"
67.0,1,510102448,"0.00801068090787717","0.0035542115999999974"
69.0,1,510102448,"0.008917197452229299","0.0041167387999999985"
71.0,1,510102448,"0.01107011070110701","0.004704805199999999"
73.0,1,510102448,"0.014201183431952662","0.005318084400000003"
75.0,1,510102448,"0.015855039637599093","0.00595625"
77.0,1,510102448,"0.017278617710583154","0.0066189756"
79.0,1,510102448,"0.016684045881126174","0.0073059348"
81.0,1,510102448,"0.02129817444219067","0.008016801199999998"
83.0,1,510102448,"0.022265246853823813","0.008751248399999998"
85.0,1,510102448,"0.02135561745589601","0.009508949999999999"
87.0,1,510102448,"0.02230151650312221","0.010289579599999998"
89.0,1,510102448,"0.023316062176165803","0.011092810800000002"
91.0,1,510102448,"0.024896265560165973","0.011918317199999999"
93.0,1,510102448,"0.02631578947368421","0.0127657724"
95.0,1,510102448,"0.02679938744257274","0.013634850000000004"
97.0,1,510102448,"0.0274888558692422","0.014525223599999998"
99.0,1,510102448,"0.027659574468085105","0.015436566800000003"
101.0,1,510102448,"0.03223593964334705","0.016368553199999997"
103.0,1,510102448,"0.030799475753604193","0.0173208564"
105.0,1,510102448,"0.03296019900497513","0.018293150000000005"
107.0,1,510102448,"0.03398926654740608","0.019285107600000004"
109.0,1,510102448,"0.035734870317002884","0.020296402800000002"
111.0,1,510102448,"0.034729878721058434","0.021326709200000002"
113.0,1,510102448,"0.03978779840848806","0.022375700400000004"
115.0,1,510102448,"0.041054232133806386","0.023443049999999997"
117.0,1,510102448,"0.04262616364527193","0.02452843159999999"
119.0,1,510102448,"0.04269449715370019","0.025631518800000003"
121.0,1,510102448,"0.044789762340036565","0.026751985199999995"
123.0,1,510102448,"0.044933920704845816","0.0278895044"
125.0,1,510102448,"0.04699407281964437","0.029043749999999993"
127.0,1,510102448,"0.04695794201714986","0.030214395600000006"
129.0,1,510102448,"0.04780564263322884","0.03140111479999999"
131.0,1,510102448,"0.04907512268780672","0.032603581199999995"
133.0,1,510102448,"0.054426705370101594","0.0338214684"
135.0,1,510102448,"0.05418548106981591","0.03505445"
137.0,1,510102448,"0.053918285331547224","0.036302199599999994"
139.0,1,510102448,"0.05416666666666667","0.0375643908"
141.0,1,510102448,"0.060315496442932263","0.038840697199999996"
143.0,1,510102448,"0.06253687315634218","0.04013079239999999"
145.0,1,510102448,"0.06313703284258211","0.041434349999999995"
147.0,1,510102448,"0.06309751434034416","0.042751043600000004"
149.0,1,510102448,"0.06562091503267974","0.044080546799999995"
151.0,1,510102448,"0.06567314978529931","0.0454225332"
153.0,1,510102448,"0.07009004623996107","0.046776676399999995"
155.0,1,510102448,"0.07182966775854001","0.04814265"
157.0,1,510102448,"0.07431669302010391","0.0495201276"
159.0,1,510102448,"0.07504363001745201","0.050908782799999996"
161.0,1,510102448,"0.07729672650475185","0.0523082892"
163.0,1,510102448,"0.08220834172879307","0.053718320400000005"
165.0,1,510102448,"0.08470633843768172","0.05513855000000001"
167.0,1,510102448,"0.08389261744966443","0.0565686516"
169.0,1,510102448,"0.08423716558206797","0.05800829879999998"
171.0,1,510102448,"0.09165217391304348","0.0594571652"
173.0,1,510102448,"0.09507042253521127","0.0609149244"
175.0,1,510102448,"0.09689361017221954","0.06238125"
177.0,1,510102448,"0.09765625","0.0638558156"
179.0,1,510102448,"0.09754990925589836","0.0653382948"
181.0,1,510102448,"0.09931256399005411","0.06682836119999999"
183.0,1,510102448,"0.10334175793316484","0.0683256884"
185.0,1,510102448,"0.10693096008629989","0.06982994999999999"
187.0,1,510102448,"0.10718476985265354","0.07134081960000001"
189.0,1,510102448,"0.1085995706528602","0.0728579708"
191.0,1,510102448,"0.10809488872584984","0.0743810772"
193.0,1,510102448,"0.11339118198874297","0.0759098124"
195.0,1,510102448,"0.11670636270840422","0.07744384999999998"
197.0,1,510102448,"0.11883580450302032","0.07898286359999998"
199.0,1,510102448,"0.1188729399255715","0.0805265268"
201.0,1,510102448,"0.11989664082687339","0.08207451319999999"
203.0,1,510102448,"0.1243533625149224","0.08362649639999999"
205.0,1,510102448,"0.12848893166506256","0.08518214999999998"
207.0,1,510102448,"0.1291224147568474","0.08674114760000001"
209.0,1,510102448,"0.12945217862954259","0.08830316279999997"
211.0,1,510102448,"0.13043478260869565","0.08986786920000002"
213.0,1,510102448,"0.13546526422936636","0.0914349404"
215.0,1,510102448,"0.1376305187864836","0.09300404999999998"
217.0,1,510102448,"0.13875559820857325","0.09457487160000003"
219.0,1,510102448,"0.13938638841301978","0.09614707880000002"
221.0,1,510102448,"0.14384445963393333","0.09772034520000002"
223.0,1,510102448,"0.14556637621732446","0.09929434440000001"
225.0,1,510102448,"0.14772727272727273","0.10086875000000002"
227.0,1,510102448,"0.14765889757244624","0.10244323560000002"
229.0,1,510102448,"0.14774568034557237","0.10401747479999998"
231.0,1,510102448,"0.15457764952780692","0.10559114119999999"
233.0,1,510102448,"0.15675297410776767","0.10716390840000001"
235.0,1,510102448,"0.1591275250960466","0.10873545000000003"
237.0,1,510102448,"0.15986415185881497","0.1103054396"
239.0,1,510102448,"0.1603846382145189","0.11187355080000003"
241.0,1,510102448,"0.16048156156858162","0.1134394572"
243.0,1,510102448,"0.16452471267621582","0.11500283240000003"
245.0,1,510102448,"0.1684227947260992","0.11656335000000001"
247.0,1,510102448,"0.1700356718192628","0.1181206836"
249.0,1,510102448,"0.16973502181547304","0.11967450679999998"
251.0,1,510102448,"0.17410925119378706","0.12122449320000003"
253.0,1,510102448,"0.17684199806507458","0.12277031640000004"
255.0,1,510102448,"0.17915504184934236","0.12431165000000004"
257.0,1,510102448,"0.18002936857562407","0.12584816760000003"
259.0,1,510102448,"0.17982032457496136","0.12737954279999997"
261.0,1,510102448,"0.1825127739840504","0.1289054492"
263.0,1,510102448,"0.18387815750371472","0.13042556040000003"
265.0,1,510102448,"0.18467136684102797","0.13193955000000002"
267.0,1,510102448,"0.18528476049648251","0.13344709159999998"
269.0,1,510102448,"0.18507515629849688","0.13494785880000001"
271.0,1,510102448,"0.18446517304507018","0.1364415252"
273.0,1,510102448,"0.1876839097616103","0.1379277644"
275.0,1,510102448,"0.19066621860035285","0.13940625"
277.0,1,510102448,"0.19119847074468085","0.14087665559999998"
279.0,1,510102448,"0.19099225317290258","0.14233865480000002"
281.0,1,510102448,"0.1908465695103979","0.1437919212"
283.0,1,510102448,"0.1927604708897253","0.1452361284"
285.0,1,510102448,"0.19451676528599607","0.14667095"
287.0,1,510102448,"0.19531524497364824","0.1480960596"
289.0,1,510102448,"0.19559580479120708","0.1495111308"
291.0,1,510102448,"0.19908309455587392","0.1509158372"
293.0,1,510102448,"0.20042933001920687","0.15230985240000003"
295.0,1,510102448,"0.2012965239745166","0.15369285"
297.0,1,510102448,"0.20162691809946387","0.1550645036"
299.0,1,510102448,"0.20166740120464227","0.1564244868"
301.0,1,510102448,"0.20100851390360652","0.15777247319999999"
