"tick","run","random_seed","gamma0(N)","gamma0(D)","gamma0(T)"
0.0,1,1008711,"0.8092892329345531","0.8092892329345531","0.0"
1.0,1,1008711,"0.0","0.0","0.0"
2.0,1,1008711,"1.0","1.0","0.0"
3.0,1,1008711,"1.0","1.0","0.0"
4.0,1,1008711,"1.0","1.0","0.0"
5.0,1,1008711,"1.0","1.0","0.0"
6.0,1,1008711,"1.0","1.0","0.0"
7.0,1,1008711,"1.0","1.0","0.0"
8.0,1,1008711,"1.0","1.0","0.0"
9.0,1,1008711,"1.0","1.0","0.0"
10.0,1,1008711,"1.0","1.0","0.0"
11.0,1,1008711,"1.0","1.0","0.0"
12.0,1,1008711,"1.0","1.0","0.0"
13.0,1,1008711,"1.0","1.0","0.0"
14.0,1,1008711,"1.0","1.0","0.0"
15.0,1,1008711,"1.0","1.0","0.0"
16.0,1,1008711,"1.0","1.0","0.0"
17.0,1,1008711,"1.0","1.0","0.0"
18.0,1,1008711,"1.0","1.0","0.0"
19.0,1,1008711,"1.0","1.0","0.0"
20.0,1,1008711,"1.0","1.0","0.0"
21.0,1,1008711,"1.0","1.0","0.0"
22.0,1,1008711,"1.0","1.0","0.0"
23.0,1,1008711,"1.0","1.0","0.0"
24.0,1,1008711,"1.0","1.0","0.0"
25.0,1,1008711,"1.0","1.0","0.0"
26.0,1,1008711,"1.0","1.0","0.0"
27.0,1,1008711,"1.0","1.0","0.0"
28.0,1,1008711,"1.0","1.0","0.0"
29.0,1,1008711,"0.75","0.75","0.0"
30.0,1,1008711,"0.8","0.8","0.0"
31.0,1,1008711,"0.8","0.8","0.0"
32.0,1,1008711,"0.8","0.8","0.0"
33.0,1,1008711,"0.8","0.8","0.0"
34.0,1,1008711,"0.8","0.8","0.0"
35.0,1,1008711,"0.8","0.8","0.0"
36.0,1,1008711,"0.8","0.8","0.0"
37.0,1,1008711,"0.8","0.8","0.0"
38.0,1,1008711,"0.8","0.8","0.0"
39.0,1,1008711,"0.8333333333333334","0.8333333333333334","0.0"
40.0,1,1008711,"0.7142857142857143","0.7142857142857143","0.0"
41.0,1,1008711,"0.75","0.75","0.0"
42.0,1,1008711,"0.7777777777777778","0.7777777777777778","0.0"
43.0,1,1008711,"0.7777777777777778","0.7777777777777778","0.0"
44.0,1,1008711,"0.7777777777777778","0.7777777777777778","0.0"
45.0,1,1008711,"0.7777777777777778","0.7777777777777778","0.0"
46.0,1,1008711,"0.7777777777777778","0.7777777777777778","0.0"
47.0,1,1008711,"0.7777777777777778","0.7777777777777778","0.0"
48.0,1,1008711,"0.7777777777777778","0.7777777777777778","0.0"
49.0,1,1008711,"0.7777777777777778","0.7777777777777778","0.0"
50.0,1,1008711,"0.7777777777777778","0.7777777777777778","0.0"
51.0,1,1008711,"0.7777777777777778","0.7777777777777778","0.0"
52.0,1,1008711,"0.7777777777777778","0.7777777777777778","0.0"
53.0,1,1008711,"0.8","0.8","0.0"
54.0,1,1008711,"0.8","0.8","0.0"
55.0,1,1008711,"0.8","0.8","0.0"
56.0,1,1008711,"0.8","0.8","0.0"
57.0,1,1008711,"0.8","0.8","0.0"
58.0,1,1008711,"0.8","0.8","0.0"
59.0,1,1008711,"0.8","0.8","0.0"
60.0,1,1008711,"0.8","0.8","0.0"
61.0,1,1008711,"0.8181818181818182","0.8181818181818182","0.0"
62.0,1,1008711,"0.6428571428571429","0.6428571428571429","0.0"
63.0,1,1008711,"0.7058823529411765","0.7058823529411765","0.0"
64.0,1,1008711,"0.7058823529411765","0.7058823529411765","0.0"
65.0,1,1008711,"0.7058823529411765","0.7058823529411765","0.0"
66.0,1,1008711,"0.7058823529411765","0.7058823529411765","0.0"
67.0,1,1008711,"0.7222222222222222","0.7222222222222222","0.0"
68.0,1,1008711,"0.7222222222222222","0.7222222222222222","0.0"
69.0,1,1008711,"0.7368421052631579","0.7368421052631579","0.0"
70.0,1,1008711,"0.7368421052631579","0.7368421052631579","0.0"
71.0,1,1008711,"0.7368421052631579","0.7368421052631579","0.0"
72.0,1,1008711,"0.75","0.75","0.0"
73.0,1,1008711,"0.8","0.8","0.0"
74.0,1,1008711,"0.8","0.8","0.0"
75.0,1,1008711,"0.8","0.8","0.0"
76.0,1,1008711,"0.8148148148148148","0.8148148148148148","0.0"
77.0,1,1008711,"0.8148148148148148","0.8148148148148148","0.0"
78.0,1,1008711,"0.8148148148148148","0.8148148148148148","0.0"
79.0,1,1008711,"0.7586206896551724","0.7586206896551724","0.0"
80.0,1,1008711,"0.7741935483870968","0.7741935483870968","0.0"
81.0,1,1008711,"0.78125","0.78125","0.0"
82.0,1,1008711,"0.8157894736842105","0.8157894736842105","0.0"
83.0,1,1008711,"0.8157894736842105","0.8157894736842105","0.0"
84.0,1,1008711,"0.8157894736842105","0.8157894736842105","0.0"
85.0,1,1008711,"0.8157894736842105","0.8157894736842105","0.0"
86.0,1,1008711,"0.7948717948717948","0.7948717948717948","0.0"
87.0,1,1008711,"0.8048780487804879","0.8048780487804879","0.0"
88.0,1,1008711,"0.8095238095238095","0.8095238095238095","0.0"
89.0,1,1008711,"0.8095238095238095","0.8095238095238095","0.0"
90.0,1,1008711,"0.8095238095238095","0.8095238095238095","0.0"
91.0,1,1008711,"0.813953488372093","0.813953488372093","0.0"
92.0,1,1008711,"0.660377358490566","0.660377358490566","0.0"
93.0,1,1008711,"0.7096774193548387","0.7096774193548387","0.0"
94.0,1,1008711,"0.7142857142857143","0.7142857142857143","0.0"
95.0,1,1008711,"0.7142857142857143","0.7142857142857143","0.0"
96.0,1,1008711,"0.7142857142857143","0.7142857142857143","0.0"
97.0,1,1008711,"0.71875","0.71875","0.0"
98.0,1,1008711,"0.71875","0.71875","0.0"
99.0,1,1008711,"0.7230769230769231","0.7230769230769231","0.0"
100.0,1,1008711,"0.7313432835820896","0.7313432835820896","0.0"
101.0,1,1008711,"0.7313432835820896","0.7313432835820896","0.0"
102.0,1,1008711,"0.7313432835820896","0.7313432835820896","0.0"
103.0,1,1008711,"0.7534246575342466","0.7534246575342466","0.0"
104.0,1,1008711,"0.76","0.76","0.0"
105.0,1,1008711,"0.7631578947368421","0.7631578947368421","0.0"
106.0,1,1008711,"0.7662337662337663","0.7662337662337663","0.0"
107.0,1,1008711,"0.775","0.775","0.0"
108.0,1,1008711,"0.775","0.775","0.0"
109.0,1,1008711,"0.7777777777777778","0.7777777777777778","0.0"
110.0,1,1008711,"0.7777777777777778","0.7777777777777778","0.0"
111.0,1,1008711,"0.7777777777777778","0.7777777777777778","0.0"
112.0,1,1008711,"0.8144329896907216","0.8144329896907216","0.0"
113.0,1,1008711,"0.797979797979798","0.797979797979798","0.0"
114.0,1,1008711,"0.801980198019802","0.801980198019802","0.0"
115.0,1,1008711,"0.801980198019802","0.801980198019802","0.0"
116.0,1,1008711,"0.803921568627451","0.803921568627451","0.0"
117.0,1,1008711,"0.803921568627451","0.803921568627451","0.0"
118.0,1,1008711,"0.8130841121495327","0.8130841121495327","0.0"
119.0,1,1008711,"0.8130841121495327","0.8130841121495327","0.0"
120.0,1,1008711,"0.7909090909090909","0.7909090909090909","0.0"
121.0,1,1008711,"0.7964601769911505","0.7964601769911505","0.0"
122.0,1,1008711,"0.8174603174603174","0.8174603174603174","0.0"
123.0,1,1008711,"0.8046875","0.8046875","0.0"
124.0,1,1008711,"0.8091603053435115","0.8091603053435115","0.0"
125.0,1,1008711,"0.8091603053435115","0.8091603053435115","0.0"
126.0,1,1008711,"0.8106060606060606","0.8106060606060606","0.0"
127.0,1,1008711,"0.7867647058823529","0.7867647058823529","0.0"
128.0,1,1008711,"0.7943262411347518","0.7943262411347518","0.0"
129.0,1,1008711,"0.7943262411347518","0.7943262411347518","0.0"
130.0,1,1008711,"0.7972027972027972","0.7972027972027972","0.0"
131.0,1,1008711,"0.7972027972027972","0.7972027972027972","0.0"
132.0,1,1008711,"0.81875","0.81875","0.0"
133.0,1,1008711,"0.808641975308642","0.808641975308642","0.0"
134.0,1,1008711,"0.8109756097560976","0.8109756097560976","0.0"
135.0,1,1008711,"0.8012048192771084","0.8012048192771084","0.0"
136.0,1,1008711,"0.8047337278106509","0.8047337278106509","0.0"
137.0,1,1008711,"0.8081395348837209","0.8081395348837209","0.0"
138.0,1,1008711,"0.8103448275862069","0.8103448275862069","0.0"
139.0,1,1008711,"0.7966101694915254","0.7966101694915254","0.0"
140.0,1,1008711,"0.797752808988764","0.797752808988764","0.0"
141.0,1,1008711,"0.8021978021978022","0.8021978021978022","0.0"
142.0,1,1008711,"0.8260869565217391","0.8260869565217391","0.0"
143.0,1,1008711,"0.7990654205607477","0.7990654205607477","0.0"
144.0,1,1008711,"0.8063063063063063","0.8063063063063063","0.0"
145.0,1,1008711,"0.8063063063063063","0.8063063063063063","0.0"
146.0,1,1008711,"0.8114035087719298","0.8114035087719298","0.0"
147.0,1,1008711,"0.8043478260869565","0.8043478260869565","0.0"
148.0,1,1008711,"0.8076923076923077","0.8076923076923077","0.0"
149.0,1,1008711,"0.8085106382978723","0.8085106382978723","0.0"
150.0,1,1008711,"0.809322033898305","0.809322033898305","0.0"
151.0,1,1008711,"0.809322033898305","0.809322033898305","0.0"
152.0,1,1008711,"0.8333333333333334","0.8333333333333334","0.0"
153.0,1,1008711,"0.8211678832116789","0.8211678832116789","0.0"
154.0,1,1008711,"0.8093525179856115","0.8093525179856115","0.0"
155.0,1,1008711,"0.8153310104529616","0.8153310104529616","0.0"
156.0,1,1008711,"0.8068965517241379","0.8068965517241379","0.0"
157.0,1,1008711,"0.8120805369127517","0.8120805369127517","0.0"
158.0,1,1008711,"0.8093645484949833","0.8093645484949833","0.0"
159.0,1,1008711,"0.81","0.81","0.0"
160.0,1,1008711,"0.8112582781456954","0.8112582781456954","0.0"
161.0,1,1008711,"0.8112582781456954","0.8112582781456954","0.0"
162.0,1,1008711,"0.8112582781456954","0.8112582781456954","0.0"
163.0,1,1008711,"0.6657608695652174","0.6657608695652174","0.0"
164.0,1,1008711,"0.7099056603773585","0.7099056603773585","0.0"
165.0,1,1008711,"0.7217194570135747","0.7217194570135747","0.0"
166.0,1,1008711,"0.7260579064587973","0.7260579064587973","0.0"
167.0,1,1008711,"0.7278761061946902","0.7278761061946902","0.0"
168.0,1,1008711,"0.7331887201735358","0.7331887201735358","0.0"
169.0,1,1008711,"0.7349137931034483","0.7349137931034483","0.0"
170.0,1,1008711,"0.7382978723404255","0.7382978723404255","0.0"
171.0,1,1008711,"0.739406779661017","0.739406779661017","0.0"
172.0,1,1008711,"0.7410526315789474","0.7410526315789474","0.0"
173.0,1,1008711,"0.7734806629834254","0.7734806629834254","0.0"
174.0,1,1008711,"0.7834507042253521","0.7834507042253521","0.0"
175.0,1,1008711,"0.788659793814433","0.788659793814433","0.0"
176.0,1,1008711,"0.7901023890784983","0.7901023890784983","0.0"
177.0,1,1008711,"0.7901023890784983","0.7901023890784983","0.0"
178.0,1,1008711,"0.7925801011804384","0.7925801011804384","0.0"
179.0,1,1008711,"0.7953410981697171","0.7953410981697171","0.0"
180.0,1,1008711,"0.7990196078431373","0.7990196078431373","0.0"
181.0,1,1008711,"0.799347471451876","0.799347471451876","0.0"
182.0,1,1008711,"0.8009708737864077","0.8009708737864077","0.0"
183.0,1,1008711,"0.8265162200282088","0.8265162200282088","0.0"
184.0,1,1008711,"0.7834224598930482","0.7834224598930482","0.0"
185.0,1,1008711,"0.7923076923076923","0.7923076923076923","0.0"
186.0,1,1008711,"0.7959697732997482","0.7959697732997482","0.0"
187.0,1,1008711,"0.8002466091245376","0.8002466091245376","0.0"
188.0,1,1008711,"0.8029197080291971","0.8029197080291971","0.0"
