"tick","run","random_seed","Generation Time G(D+T+R)","Generation Time G(D)","Generation Time G(R)","Generation Time G(T)"
0.0,1,1008711,"0.0","0.0","0.0","0.0"
1.0,1,1008711,"70.12360380568512","0.0","0.0","0.0"
2.0,1,1008711,"78.22379603580853","0.0","111.17386090186714","0.0"
3.0,1,1008711,"75.80106877317506","0.0","91.43337318606905","0.0"
4.0,1,1008711,"78.9153980534135","0.0","89.77032912390668","0.0"
5.0,1,1008711,"74.41336291857236","0.0","80.64435399404411","0.0"
6.0,1,1008711,"76.83350673310532","0.0","81.61921360064535","0.0"
7.0,1,1008711,"74.24288126387083","0.0","77.25604725278343","0.0"
8.0,1,1008711,"80.28679109985423","0.0","83.10709264816663","0.0"
9.0,1,1008711,"87.96439095924951","0.0","90.83589924169648","0.0"
10.0,1,1008711,"92.90061765899819","0.0","95.51093023095086","0.0"
11.0,1,1008711,"95.15848238271876","0.0","97.26819538921043","0.0"
12.0,1,1008711,"86.20735366000608","0.0","88.74180877678717","0.0"
13.0,1,1008711,"82.64891439632149","0.0","84.24337457204658","0.0"
14.0,1,1008711,"83.56770739062426","0.0","84.7915059710778","0.0"
15.0,1,1008711,"84.41515642118031","0.0","85.31150278729035","0.0"
16.0,1,1008711,"87.552021306905","0.0","88.32263610256346","0.0"
17.0,1,1008711,"83.82924868182796","0.0","85.15037165493425","0.0"
18.0,1,1008711,"84.62171283909008","0.0","85.67024159507147","0.0"
19.0,1,1008711,"87.29818925809731","0.0","88.24483791531648","0.0"
20.0,1,1008711,"86.07920186165231","0.0","87.6296575983538","0.0"
21.0,1,1008711,"82.63998438313597","98.7253316456051","84.44894204675977","0.0"
22.0,1,1008711,"81.23450357613766","103.42653791444343","82.60801516712283","0.0"
23.0,1,1008711,"76.9191317089784","108.12774418328176","77.68341734586696","0.0"
24.0,1,1008711,"73.98687222562876","112.8289504521201","74.34550972692973","0.0"
25.0,1,1008711,"69.78083101976385","95.67616012510103","70.19550634864267","0.0"
26.0,1,1008711,"67.18428269024254","84.33574993970258","67.6883496136256","0.0"
27.0,1,1008711,"63.40280045529798","87.57943262969114","63.51985835399731","0.0"
28.0,1,1008711,"63.84396668551734","90.8231153196797","63.86014314323629","0.0"
29.0,1,1008711,"60.915775835402385","72.88373780295575","61.51808707097146","0.0"
30.0,1,1008711,"61.17595343617187","75.39697014098871","61.66161525802854","0.0"
31.0,1,1008711,"60.00632589844207","77.91020247902166","60.28893958530952","0.0"
32.0,1,1008711,"57.549641064189395","72.61531350912526","57.79451421355094","0.0"
33.0,1,1008711,"56.41817813549043","74.88454205628543","56.49570620458647","0.0"
34.0,1,1008711,"56.130622872131475","77.1537706034456","56.10315628661811","0.0"
35.0,1,1008711,"54.14027271423932","72.58060068236519","54.100073046895304","0.0"
36.0,1,1008711,"53.302829208465674","74.65433213043276","53.29539841244467","0.0"
37.0,1,1008711,"51.42937939297317","65.85227445942483","51.52097614234692","0.0"
38.0,1,1008711,"49.42207617015778","56.413641454017025","49.79419211548958","0.0"
39.0,1,1008711,"48.04023652428018","52.453151186914596","48.44482227322817","0.0"
40.0,1,1008711,"47.84600757240996","53.79810378145087","48.25519223770894","0.0"
41.0,1,1008711,"46.25935007678895","52.75049611786073","46.654011485966834","0.0"
42.0,1,1008711,"46.03627891865024","54.037093584150014","46.423156446022006","0.0"
