"tick","run","random_seed","Relative contribution of horizontal transfer","Relative contribution of vertical transfer","Relative contribution of transconjugants re-transfers"
0.0,1,3912,"0.48459840201850296","0.5154015979814971","0.0"
1.0,1,3912,"0.0","0.0","0.0"
2.0,1,3912,"1.0","0.0","0.0"
3.0,1,3912,"1.0","0.0","0.0"
4.0,1,3912,"1.0","0.0","0.0"
5.0,1,3912,"1.0","0.0","0.0"
6.0,1,3912,"1.0","0.0","0.0"
7.0,1,3912,"1.0","0.0","0.0"
8.0,1,3912,"1.0","0.0","0.0"
9.0,1,3912,"1.0","0.0","0.0"
10.0,1,3912,"1.0","0.0","0.0"
11.0,1,3912,"1.0","0.0","0.0"
12.0,1,3912,"1.0","0.0","0.0"
13.0,1,3912,"1.0","0.0","0.0"
14.0,1,3912,"1.0","0.0","0.0"
15.0,1,3912,"1.0","0.0","0.0"
16.0,1,3912,"1.0","0.0","0.0"
17.0,1,3912,"1.0","0.0","0.0"
18.0,1,3912,"1.0","0.0","0.0"
19.0,1,3912,"1.0","0.0","0.0"
20.0,1,3912,"1.0","0.0","0.0"
21.0,1,3912,"1.0","0.0","0.0"
22.0,1,3912,"1.0","0.0","0.0"
23.0,1,3912,"1.0","0.0","0.0"
24.0,1,3912,"1.0","0.0","0.0"
25.0,1,3912,"1.0","0.0","0.0"
26.0,1,3912,"1.0","0.0","0.0"
27.0,1,3912,"1.0","0.0","0.0"
28.0,1,3912,"0.8571428571428571","0.14285714285714285","0.0"
29.0,1,3912,"0.8571428571428571","0.14285714285714285","0.0"
30.0,1,3912,"0.8571428571428571","0.14285714285714285","0.0"
31.0,1,3912,"0.8571428571428571","0.14285714285714285","0.0"
32.0,1,3912,"0.8571428571428571","0.14285714285714285","0.0"
33.0,1,3912,"0.75","0.25","0.0"
34.0,1,3912,"0.75","0.25","0.0"
35.0,1,3912,"0.75","0.25","0.0"
36.0,1,3912,"0.75","0.25","0.0"
37.0,1,3912,"0.7","0.3","0.0"
38.0,1,3912,"0.6363636363636364","0.36363636363636365","0.0"
39.0,1,3912,"0.6363636363636364","0.36363636363636365","0.0"
40.0,1,3912,"0.6363636363636364","0.36363636363636365","0.0"
41.0,1,3912,"0.6363636363636364","0.36363636363636365","0.0"
42.0,1,3912,"0.6923076923076923","0.3076923076923077","0.0"
43.0,1,3912,"0.6428571428571429","0.35714285714285715","0.0"
44.0,1,3912,"0.6428571428571429","0.35714285714285715","0.0"
45.0,1,3912,"0.6428571428571429","0.35714285714285715","0.0"
46.0,1,3912,"0.6428571428571429","0.35714285714285715","0.0"
47.0,1,3912,"0.6428571428571429","0.35714285714285715","0.0"
48.0,1,3912,"0.6428571428571429","0.35714285714285715","0.0"
49.0,1,3912,"0.5625","0.4375","0.0"
50.0,1,3912,"0.5625","0.4375","0.0"
51.0,1,3912,"0.6111111111111112","0.3888888888888889","0.0"
52.0,1,3912,"0.6111111111111112","0.3888888888888889","0.0"
53.0,1,3912,"0.65","0.35","0.0"
54.0,1,3912,"0.6818181818181818","0.3181818181818182","0.0"
55.0,1,3912,"0.625","0.375","0.0"
56.0,1,3912,"0.6","0.4","0.0"
57.0,1,3912,"0.5555555555555556","0.4444444444444444","0.0"
58.0,1,3912,"0.5555555555555556","0.4444444444444444","0.0"
59.0,1,3912,"0.5172413793103449","0.4827586206896552","0.0"
60.0,1,3912,"0.5172413793103449","0.4827586206896552","0.0"
61.0,1,3912,"0.4838709677419355","0.5161290322580645","0.0"
62.0,1,3912,"0.4838709677419355","0.5161290322580645","0.0"
63.0,1,3912,"0.5","0.5","0.0"
64.0,1,3912,"0.5","0.5","0.0"
65.0,1,3912,"0.48484848484848486","0.5151515151515151","0.0"
66.0,1,3912,"0.47058823529411764","0.5294117647058824","0.0"
67.0,1,3912,"0.45714285714285713","0.5428571428571428","0.0"
68.0,1,3912,"0.45714285714285713","0.5428571428571428","0.0"
69.0,1,3912,"0.4444444444444444","0.5555555555555556","0.0"
70.0,1,3912,"0.43243243243243246","0.5675675675675675","0.0"
71.0,1,3912,"0.4473684210526316","0.5526315789473685","0.0"
72.0,1,3912,"0.45","0.55","0.0"
73.0,1,3912,"0.43902439024390244","0.5609756097560976","0.0"
74.0,1,3912,"0.42857142857142855","0.5714285714285714","0.0"
