"tick","run","random_seed","Generation Time G(D+T+R)","Generation Time G(D)","Generation Time G(R)","Generation Time G(T)"
0.0,1,3912,"0.0","0.0","0.0","0.0"
1.0,1,3912,"0.0","0.0","0.0","0.0"
2.0,1,3912,"0.0","0.0","0.0","0.0"
3.0,1,3912,"0.0","0.0","0.0","0.0"
4.0,1,3912,"0.0","0.0","0.0","0.0"
5.0,1,3912,"0.0","0.0","0.0","0.0"
6.0,1,3912,"0.0","0.0","0.0","0.0"
7.0,1,3912,"118.71756688946347","0.0","0.0","0.0"
8.0,1,3912,"119.06138066971577","0.0","0.0","0.0"
9.0,1,3912,"111.38241197994824","0.0","0.0","0.0"
10.0,1,3912,"119.74706253264092","0.0","0.0","0.0"
11.0,1,3912,"107.51203339463831","0.0","0.0","0.0"
12.0,1,3912,"103.80925350842045","0.0","114.61311627714103","0.0"
13.0,1,3912,"98.95350676893742","0.0","107.05766943064964","0.0"
14.0,1,3912,"95.25027088262242","0.0","103.53211023958502","0.0"
15.0,1,3912,"89.53682934709742","0.0","95.52834497047081","0.0"
16.0,1,3912,"90.04283351592566","0.0","95.35317946947939","0.0"
17.0,1,3912,"84.87147354013932","0.0","88.65686246168717","0.0"
18.0,1,3912,"86.63807346395767","0.0","90.15921704640097","0.0"
19.0,1,3912,"83.53075954716871","0.0","87.19435219882745","0.0"
20.0,1,3912,"81.00634042922675","0.0","83.86147529970589","0.0"
21.0,1,3912,"79.64055764915317","0.0","81.94783092243954","0.0"
22.0,1,3912,"80.52952642698936","0.0","82.60801516712283","0.0"
23.0,1,3912,"74.6047018697369","0.0","75.80331183181617","0.0"
24.0,1,3912,"73.98687222562876","0.0","74.90488094241601","0.0"
25.0,1,3912,"72.50423024048978","0.0","73.62046091944616","0.0"
26.0,1,3912,"72.12301374302072","0.0","73.00332660258837","0.0"
27.0,1,3912,"68.6072464123739","0.0","69.87227596327872","0.0"
28.0,1,3912,"68.14908085361759","0.0","69.18108594228408","0.0"
29.0,1,3912,"64.57587480869084","81.96885808980839","66.14086254120902","0.0"
30.0,1,3912,"62.74550743879694","75.39697014098871","64.23205246662968","0.0"
31.0,1,3912,"59.319219277562645","77.91020247902166","60.28893958530952","0.0"
32.0,1,3912,"57.549641064189395","80.42343481705463","58.445185048604074","0.0"
33.0,1,3912,"55.87311746702055","82.93666715508758","56.49570620458647","0.0"
34.0,1,3912,"54.291923808392774","77.1537706034456","54.85661277618083","0.0"
35.0,1,3912,"51.414338940232255","72.58060068236519","51.81497067876565","0.0"
36.0,1,3912,"49.91907790124098","68.88683529007274","50.51500751527401","0.0"
37.0,1,3912,"49.763245997842056","65.85227445942483","50.49786889725519","0.0"
38.0,1,3912,"48.57877603323932","63.32448476901351","49.22460722684992","0.0"
39.0,1,3912,"47.28563499627278","61.19459622896242","47.833653159532794","0.0"
40.0,1,3912,"47.21610527959021","59.38278047791266","47.76907943759924","0.0"
41.0,1,3912,"46.34014003563976","60.86734998986047","46.916186694107104","0.0"
42.0,1,3912,"46.26738097290594","56.48800897052342","47.009187596656034","0.0"
43.0,1,3912,"45.559365569512714","57.83296156505968","46.149833038788564","0.0"
44.0,1,3912,"45.01063513508621","56.61028851672859","45.54942759408394","0.0"
45.0,1,3912,"44.47035120731489","57.896885983017874","44.89126739110472","0.0"
46.0,1,3912,"44.35220124509211","59.18348344930716","44.69683490693233","0.0"
47.0,1,3912,"43.64345432920036","58.01095466571032","43.93448989084684","0.0"
48.0,1,3912,"43.23089238370126","54.92626734919856","43.6561803875819","0.0"
49.0,1,3912,"42.87096096702071","54.16034918702567","43.25812660505471","0.0"
50.0,1,3912,"42.83429403955756","53.48199589833023","43.30988479826316","0.0"
51.0,1,3912,"42.59101345489082","48.58952213512712","43.17697922975872","0.0"
52.0,1,3912,"42.381124364630864","46.017908976530244","43.1137996568601","0.0"
