"tick","run","random_seed","Gamma end-point (D+R+T growth rate)"
212.0,1,383639,"1.2008171977473233E-10"
213.0,1,383639,"1.179345933104615E-10"
214.0,1,383639,"1.1527306098424186E-10"
215.0,1,383639,"1.1468561160695437E-10"
216.0,1,383639,"1.1270205016875227E-10"
217.0,1,383639,"1.1213573289445121E-10"
218.0,1,383639,"1.1053320431473575E-10"
219.0,1,383639,"1.0938646749782708E-10"
220.0,1,383639,"1.0815645012883656E-10"
221.0,1,383639,"1.0668387842666859E-10"
222.0,1,383639,"1.0760099037704084E-10"
223.0,1,383639,"1.069748634570805E-10"
224.0,1,383639,"1.0533044242033073E-10"
225.0,1,383639,"1.0391074537768747E-10"
226.0,1,383639,"1.0344049514593475E-10"
227.0,1,383639,"1.0186029459093199E-10"
228.0,1,383639,"1.001984661139513E-10"
229.0,1,383639,"9.922487316891231E-11"
230.0,1,383639,"9.792475789531058E-11"
231.0,1,383639,"9.875092145691059E-11"
232.0,1,383639,"9.680256786264229E-11"
233.0,1,383639,"9.495555862828637E-11"
234.0,1,383639,"9.456886331772725E-11"
235.0,1,383639,"9.341550403001419E-11"
236.0,1,383639,"9.297587456522818E-11"
237.0,1,383639,"9.144179851418834E-11"
238.0,1,383639,"9.038627469154088E-11"
239.0,1,383639,"9.00267636315727E-11"
240.0,1,383639,"8.907137870110527E-11"
241.0,1,383639,"8.777500042191932E-11"
242.0,1,383639,"8.621743356393E-11"
243.0,1,383639,"8.737312158007828E-11"
244.0,1,383639,"8.72045285865312E-11"
245.0,1,383639,"8.620688926897153E-11"
246.0,1,383639,"8.506651106446289E-11"
247.0,1,383639,"8.472028770901911E-11"
248.0,1,383639,"8.363214495363959E-11"
249.0,1,383639,"8.300548385075288E-11"
250.0,1,383639,"8.220971089825467E-11"
251.0,1,383639,"8.111029651478075E-11"
252.0,1,383639,"7.970433373508322E-11"
253.0,1,383639,"8.0566961594237E-11"
254.0,1,383639,"8.051726959073462E-11"
255.0,1,383639,"7.950580674030207E-11"
256.0,1,383639,"7.866809991419154E-11"
257.0,1,383639,"7.833840425511506E-11"
258.0,1,383639,"7.762530179418775E-11"
259.0,1,383639,"7.721239307682924E-11"
260.0,1,383639,"7.656979931382964E-11"
261.0,1,383639,"7.710464810267624E-11"
262.0,1,383639,"7.5920220009237E-11"
263.0,1,383639,"7.489746737219828E-11"
264.0,1,383639,"7.491101390228804E-11"
265.0,1,383639,"7.406744914276516E-11"
266.0,1,383639,"7.389814206991045E-11"
267.0,1,383639,"7.328926222932085E-11"
268.0,1,383639,"7.252747048975514E-11"
269.0,1,383639,"7.226839936394026E-11"
270.0,1,383639,"7.174363233573377E-11"
271.0,1,383639,"7.096333066084302E-11"
272.0,1,383639,"7.002170417809857E-11"
273.0,1,383639,"7.042801851266539E-11"
274.0,1,383639,"7.030645557748948E-11"
275.0,1,383639,"6.958099207777016E-11"
276.0,1,383639,"6.902891660695E-11"
277.0,1,383639,"6.887556463295684E-11"
278.0,1,383639,"6.832766051848131E-11"
279.0,1,383639,"6.809735939505974E-11"
280.0,1,383639,"6.765387872347669E-11"
281.0,1,383639,"6.829982159828462E-11"
282.0,1,383639,"6.739174276702598E-11"
283.0,1,383639,"6.663926307724564E-11"
284.0,1,383639,"6.650152822247982E-11"
285.0,1,383639,"6.581070957619086E-11"
286.0,1,383639,"6.559048397943811E-11"
287.0,1,383639,"6.501110846550374E-11"
288.0,1,383639,"6.484408693692958E-11"
289.0,1,383639,"6.442465412235371E-11"
290.0,1,383639,"6.424464143538027E-11"
291.0,1,383639,"6.388704582428196E-11"
292.0,1,383639,"6.401975890360513E-11"
293.0,1,383639,"6.391668752895048E-11"
294.0,1,383639,"6.333210651190888E-11"
295.0,1,383639,"6.280966044871665E-11"
296.0,1,383639,"6.260848137556732E-11"
297.0,1,383639,"6.214853048388156E-11"
298.0,1,383639,"6.20100268322685E-11"
299.0,1,383639,"6.160450529377584E-11"
300.0,1,383639,"6.134895134501967E-11"
301.0,1,383639,"6.073633177740394E-11"
302.0,1,383639,"6.088602021536125E-11"
303.0,1,383639,"6.076059774842028E-11"
304.0,1,383639,"6.029689138291682E-11"
305.0,1,383639,"5.98284206093292E-11"
306.0,1,383639,"5.955329526382191E-11"
307.0,1,383639,"5.909986616300161E-11"
308.0,1,383639,"5.890585805652754E-11"
309.0,1,383639,"5.862413815388454E-11"
310.0,1,383639,"5.839429039026057E-11"
311.0,1,383639,"5.8093063797143565E-11"
312.0,1,383639,"5.8073437272030694E-11"
313.0,1,383639,"5.755836088922784E-11"
314.0,1,383639,"5.705496316434321E-11"
315.0,1,383639,"5.6991364453382955E-11"
316.0,1,383639,"5.6619614675926234E-11"
317.0,1,383639,"5.640037478032059E-11"
318.0,1,383639,"5.6097806847834E-11"
319.0,1,383639,"5.585732884483243E-11"
320.0,1,383639,"5.555780788694422E-11"
321.0,1,383639,"5.559295527962503E-11"
322.0,1,383639,"5.5106833805235373E-11"
323.0,1,383639,"5.464997502371124E-11"
324.0,1,383639,"5.4526284169089416E-11"
325.0,1,383639,"5.4145597666268315E-11"
326.0,1,383639,"5.3994642257492914E-11"
327.0,1,383639,"5.3666192918095626E-11"
328.0,1,383639,"5.338021575372536E-11"
329.0,1,383639,"5.321601274747023E-11"
330.0,1,383639,"5.2917389037501385E-11"
331.0,1,383639,"5.254782386447454E-11"
332.0,1,383639,"5.213047835422801E-11"
333.0,1,383639,"5.215550821202849E-11"
334.0,1,383639,"5.2057920695821456E-11"
335.0,1,383639,"5.174454980867891E-11"
336.0,1,383639,"5.154053366114978E-11"
337.0,1,383639,"5.123135690713091E-11"
338.0,1,383639,"5.098503318336093E-11"
339.0,1,383639,"5.079568720792932E-11"
340.0,1,383639,"5.055306532305874E-11"
341.0,1,383639,"5.035829893927597E-11"
342.0,1,383639,"4.9960353031154535E-11"
343.0,1,383639,"4.9866964192337125E-11"
344.0,1,383639,"4.972807046183965E-11"
345.0,1,383639,"4.935869837961902E-11"
346.0,1,383639,"4.906381364086922E-11"
347.0,1,383639,"4.8895297243768414E-11"
348.0,1,383639,"4.862520601854295E-11"
349.0,1,383639,"4.843683568536991E-11"
350.0,1,383639,"4.817662797154498E-11"
351.0,1,383639,"4.796067843171754E-11"
352.0,1,383639,"4.778324773828778E-11"
353.0,1,383639,"4.7569584143742376E-11"
354.0,1,383639,"4.721087155760108E-11"
355.0,1,383639,"4.6876749940600647E-11"
356.0,1,383639,"4.667620873812873E-11"
357.0,1,383639,"4.6373757725480166E-11"
358.0,1,383639,"4.619166916128766E-11"
359.0,1,383639,"4.5963726071693044E-11"
360.0,1,383639,"4.57624055646461E-11"
361.0,1,383639,"4.556854941083333E-11"
362.0,1,383639,"4.519512994618564E-11"
363.0,1,383639,"4.514052846622259E-11"
364.0,1,383639,"4.501021484647367E-11"
365.0,1,383639,"4.4781465116406334E-11"
366.0,1,383639,"4.452919804697194E-11"
367.0,1,383639,"4.43522858821724E-11"
368.0,1,383639,"4.412474282641158E-11"
369.0,1,383639,"4.39723102969928E-11"
370.0,1,383639,"4.372902367580913E-11"
371.0,1,383639,"4.358503911384474E-11"
372.0,1,383639,"4.326704656398419E-11"
373.0,1,383639,"4.314038118113344E-11"
374.0,1,383639,"4.286700877748671E-11"
375.0,1,383639,"4.272642738277077E-11"
376.0,1,383639,"4.256917959479464E-11"
377.0,1,383639,"4.2329848431886753E-11"
378.0,1,383639,"4.21197054956329E-11"
379.0,1,383639,"4.192290106073814E-11"
380.0,1,383639,"4.171559930856233E-11"
381.0,1,383639,"4.1553137978661994E-11"
382.0,1,383639,"4.128574072454248E-11"
383.0,1,383639,"4.104587871627967E-11"
384.0,1,383639,"4.081543730013292E-11"
385.0,1,383639,"4.063126157248409E-11"
386.0,1,383639,"4.0484143099877134E-11"
387.0,1,383639,"4.029173817653072E-11"
388.0,1,383639,"4.009995794508592E-11"
389.0,1,383639,"3.994006500142454E-11"
390.0,1,383639,"3.9781157171867316E-11"
391.0,1,383639,"3.971265203756273E-11"
392.0,1,383639,"3.945197421712598E-11"
393.0,1,383639,"3.922238213129939E-11"
394.0,1,383639,"3.909551817195061E-11"
395.0,1,383639,"3.889134752787871E-11"
396.0,1,383639,"3.875092784113063E-11"
397.0,1,383639,"3.8549034459194295E-11"
398.0,1,383639,"3.841304696652529E-11"
399.0,1,383639,"3.823948233171971E-11"
400.0,1,383639,"3.807279802846742E-11"
401.0,1,383639,"3.781942046036315E-11"
402.0,1,383639,"3.7567873756531794E-11"
403.0,1,383639,"3.745361007788522E-11"
404.0,1,383639,"3.7287226729043726E-11"
405.0,1,383639,"3.70812604394766E-11"
406.0,1,383639,"3.692375116087217E-11"
407.0,1,383639,"3.676445503664272E-11"
408.0,1,383639,"3.65972952658616E-11"
409.0,1,383639,"3.646338225610886E-11"
410.0,1,383639,"3.631354390969924E-11"
411.0,1,383639,"3.619798501236081E-11"
412.0,1,383639,"3.6042990506668365E-11"
413.0,1,383639,"3.5836184248301645E-11"
414.0,1,383639,"3.567145844384575E-11"
415.0,1,383639,"3.5558964570596593E-11"
416.0,1,383639,"3.537123570180296E-11"
417.0,1,383639,"3.518120832316192E-11"
418.0,1,383639,"3.5040545364990066E-11"
419.0,1,383639,"3.4926932740711115E-11"
420.0,1,383639,"3.479323501671217E-11"
421.0,1,383639,"3.469043070572315E-11"
422.0,1,383639,"3.4485443012476683E-11"
423.0,1,383639,"3.4303491851831706E-11"
424.0,1,383639,"3.4182250587346203E-11"
425.0,1,383639,"3.40023126551579E-11"
426.0,1,383639,"3.3856313586714023E-11"
427.0,1,383639,"3.370099374042882E-11"
428.0,1,383639,"3.3603718076343995E-11"
429.0,1,383639,"3.345786312701175E-11"
430.0,1,383639,"3.33218490937219E-11"
431.0,1,383639,"3.319327121249294E-11"
432.0,1,383639,"3.314421305357361E-11"
433.0,1,383639,"3.2922470340137474E-11"
434.0,1,383639,"3.274873975685499E-11"
435.0,1,383639,"3.267306813604131E-11"
436.0,1,383639,"3.2522073360649625E-11"
437.0,1,383639,"3.236126928041184E-11"
438.0,1,383639,"3.224920838914269E-11"
439.0,1,383639,"3.210283791399299E-11"
440.0,1,383639,"3.1993012446204905E-11"
441.0,1,383639,"3.187532145346359E-11"
442.0,1,383639,"3.18085904999642E-11"
443.0,1,383639,"3.174699100495426E-11"
444.0,1,383639,"3.1582483369402054E-11"
445.0,1,383639,"3.145374234106588E-11"
446.0,1,383639,"3.129433020608936E-11"
447.0,1,383639,"3.1142838127380953E-11"
448.0,1,383639,"3.10505316516618E-11"
449.0,1,383639,"3.091577566445615E-11"
450.0,1,383639,"3.083295568933556E-11"
451.0,1,383639,"3.0716752226378755E-11"
452.0,1,383639,"3.0645673706545486E-11"
453.0,1,383639,"3.04797672177558E-11"
454.0,1,383639,"3.033542288185483E-11"
455.0,1,383639,"3.025672921003574E-11"
456.0,1,383639,"3.0114890836710036E-11"
457.0,1,383639,"3.003270143600992E-11"
458.0,1,383639,"2.991377918309262E-11"
459.0,1,383639,"2.979629103910072E-11"
460.0,1,383639,"2.969255945633745E-11"
461.0,1,383639,"2.951497850441036E-11"
462.0,1,383639,"2.9477197882873916E-11"
463.0,1,383639,"2.937348349594901E-11"
464.0,1,383639,"2.9213029228734244E-11"
465.0,1,383639,"2.912497408111515E-11"
466.0,1,383639,"2.9009729659027128E-11"
467.0,1,383639,"2.8904653130895757E-11"
468.0,1,383639,"2.8782863119851128E-11"
469.0,1,383639,"2.8695592190020703E-11"
470.0,1,383639,"2.8589546244290702E-11"
471.0,1,383639,"2.8511272935045705E-11"
472.0,1,383639,"2.8352814093583567E-11"
473.0,1,383639,"2.822805682289352E-11"
474.0,1,383639,"2.8153232235121345E-11"
475.0,1,383639,"2.803570706319219E-11"
476.0,1,383639,"2.7959018036131512E-11"
477.0,1,383639,"2.784336303738454E-11"
478.0,1,383639,"2.775715292430288E-11"
479.0,1,383639,"2.764892579521041E-11"
480.0,1,383639,"2.7546650743303028E-11"
481.0,1,383639,"2.746175344894658E-11"
482.0,1,383639,"2.731377809376583E-11"
483.0,1,383639,"2.7271968466169133E-11"
484.0,1,383639,"2.7203931302583493E-11"
485.0,1,383639,"2.70850107505383E-11"
486.0,1,383639,"2.7004709149879952E-11"
487.0,1,383639,"2.6870112389947898E-11"
488.0,1,383639,"2.6752182237062003E-11"
489.0,1,383639,"2.6685952958075734E-11"
490.0,1,383639,"2.659239153103717E-11"
491.0,1,383639,"2.655672865182791E-11"
492.0,1,383639,"2.6424255121826674E-11"
493.0,1,383639,"2.629740225420394E-11"
494.0,1,383639,"2.6240511988156693E-11"
495.0,1,383639,"2.61161918899862E-11"
496.0,1,383639,"2.603546144137924E-11"
497.0,1,383639,"2.591661348427643E-11"
498.0,1,383639,"2.5856345552967075E-11"
499.0,1,383639,"2.5764954087923955E-11"
500.0,1,383639,"2.5685564119295257E-11"
501.0,1,383639,"2.5543312535176866E-11"
502.0,1,383639,"2.5533728092047083E-11"
503.0,1,383639,"2.5476624611443005E-11"
504.0,1,383639,"2.5374141205892536E-11"
505.0,1,383639,"2.5304865202510112E-11"
506.0,1,383639,"2.5206800063281514E-11"
507.0,1,383639,"2.511915135397038E-11"
508.0,1,383639,"2.5017294795434858E-11"
509.0,1,383639,"2.4950782059668348E-11"
510.0,1,383639,"2.485979664367546E-11"
511.0,1,383639,"2.4707337551938004E-11"
512.0,1,383639,"2.466980233460602E-11"
513.0,1,383639,"2.4606381584012797E-11"
514.0,1,383639,"2.4488880272439868E-11"
515.0,1,383639,"2.4409739655053947E-11"
516.0,1,383639,"2.4306256488098E-11"
517.0,1,383639,"2.4239981076986505E-11"
518.0,1,383639,"2.4144284051921566E-11"
519.0,1,383639,"2.408691744030093E-11"
520.0,1,383639,"2.4003548243806278E-11"
521.0,1,383639,"2.389781895340368E-11"
522.0,1,383639,"2.37971068862092E-11"
523.0,1,383639,"2.3785430552446878E-11"
524.0,1,383639,"2.3743459046916563E-11"
525.0,1,383639,"2.3640027399769884E-11"
526.0,1,383639,"2.3553810051603027E-11"
527.0,1,383639,"2.3494440478331363E-11"
528.0,1,383639,"2.3405097182946066E-11"
529.0,1,383639,"2.335019666928509E-11"
530.0,1,383639,"2.327127573059277E-11"
531.0,1,383639,"2.3259781763382872E-11"
532.0,1,383639,"2.313377987617308E-11"
533.0,1,383639,"2.3024713486625603E-11"
534.0,1,383639,"2.2979403621221925E-11"
535.0,1,383639,"2.2892790374127186E-11"
536.0,1,383639,"2.284806536399069E-11"
537.0,1,383639,"2.274576762128612E-11"
538.0,1,383639,"2.2656724825768216E-11"
539.0,1,383639,"2.2602628100987007E-11"
540.0,1,383639,"2.2524759440714797E-11"
541.0,1,383639,"2.250316727237814E-11"
542.0,1,383639,"2.2399666833513177E-11"
543.0,1,383639,"2.2286835458663617E-11"
544.0,1,383639,"2.2250923522204317E-11"
545.0,1,383639,"2.2158550969255937E-11"
546.0,1,383639,"2.210633866002513E-11"
547.0,1,383639,"2.2016178710583785E-11"
548.0,1,383639,"2.195935229233643E-11"
549.0,1,383639,"2.1870044662467863E-11"
550.0,1,383639,"2.1807926641282577E-11"
551.0,1,383639,"2.1687864495522542E-11"
552.0,1,383639,"2.1666519177398206E-11"
553.0,1,383639,"2.15659672262628E-11"
554.0,1,383639,"2.1471206878533687E-11"
555.0,1,383639,"2.1433947568674765E-11"
556.0,1,383639,"2.1351766519017035E-11"
557.0,1,383639,"2.1300287056774376E-11"
558.0,1,383639,"2.1216889486814253E-11"
559.0,1,383639,"2.1169674756112103E-11"
560.0,1,383639,"2.1102607111525495E-11"
561.0,1,383639,"2.1002565309117365E-11"
562.0,1,383639,"2.0897914201090006E-11"
563.0,1,383639,"2.0894800591518514E-11"
564.0,1,383639,"2.083744759202355E-11"
565.0,1,383639,"2.0746981874569413E-11"
566.0,1,383639,"2.0660857516307178E-11"
567.0,1,383639,"2.0613875864030793E-11"
568.0,1,383639,"2.052940340553655E-11"
569.0,1,383639,"2.047891694104371E-11"
570.0,1,383639,"2.04147947644286E-11"
571.0,1,383639,"2.037866570052729E-11"
572.0,1,383639,"2.0282592629379462E-11"
573.0,1,383639,"2.0194012737366986E-11"
574.0,1,383639,"2.0159149964664407E-11"
575.0,1,383639,"2.0074021410708958E-11"
576.0,1,383639,"2.001846043105057E-11"
577.0,1,383639,"1.9942164617851172E-11"
578.0,1,383639,"1.9887916327303307E-11"
579.0,1,383639,"1.9825022955436866E-11"
580.0,1,383639,"1.9762107229567768E-11"
581.0,1,383639,"1.974970497691203E-11"
582.0,1,383639,"1.965055563918702E-11"
583.0,1,383639,"1.9561697269725373E-11"
584.0,1,383639,"1.953430461367598E-11"
585.0,1,383639,"1.9454793102343117E-11"
586.0,1,383639,"1.9416124583644398E-11"
587.0,1,383639,"1.9347196026065198E-11"
588.0,1,383639,"1.930812209345298E-11"
589.0,1,383639,"1.923863841713657E-11"
590.0,1,383639,"1.9186465644661445E-11"
591.0,1,383639,"1.911467390738011E-11"
592.0,1,383639,"1.9090399363059196E-11"
593.0,1,383639,"1.898231636191946E-11"
594.0,1,383639,"1.8900731697133127E-11"
595.0,1,383639,"1.8860179149609265E-11"
596.0,1,383639,"1.878329020765206E-11"
597.0,1,383639,"1.8705028849212295E-11"
598.0,1,383639,"1.8664790806002885E-11"
599.0,1,383639,"1.861156775269763E-11"
600.0,1,383639,"1.8539044348259367E-11"
