"tick","run","random_seed","Donor density"
0.0,1,3912,"0.05"
1.0,1,3912,"0.049800796812749"
2.0,1,3912,"0.0496031746031746"
3.0,1,3912,"0.04930966469428008"
4.0,1,3912,"0.04911591355599214"
5.0,1,3912,"0.048828125"
6.0,1,3912,"0.04844961240310078"
7.0,1,3912,"0.04798464491362764"
8.0,1,3912,"0.04770992366412214"
9.0,1,3912,"0.04914933837429111"
10.0,1,3912,"0.04905660377358491"
11.0,1,3912,"0.048417132216014895"
12.0,1,3912,"0.04797047970479705"
13.0,1,3912,"0.04744525547445255"
14.0,1,3912,"0.04693140794223827"
15.0,1,3912,"0.046263345195729534"
16.0,1,3912,"0.045936395759717315"
17.0,1,3912,"0.04521739130434783"
18.0,1,3912,"0.04498269896193772"
19.0,1,3912,"0.04607508532423208"
20.0,1,3912,"0.045454545454545456"
21.0,1,3912,"0.04492512479201331"
22.0,1,3912,"0.04462809917355372"
23.0,1,3912,"0.043548387096774194"
24.0,1,3912,"0.0430622009569378"
25.0,1,3912,"0.0440251572327044"
26.0,1,3912,"0.04354587869362364"
27.0,1,3912,"0.044072948328267476"
28.0,1,3912,"0.04354354354354354"
29.0,1,3912,"0.04678362573099415"
30.0,1,3912,"0.04727793696275072"
31.0,1,3912,"0.04583333333333333"
32.0,1,3912,"0.04477611940298507"
33.0,1,3912,"0.04370860927152318"
34.0,1,3912,"0.04392764857881137"
35.0,1,3912,"0.043532338308457715"
36.0,1,3912,"0.04353083434099154"
37.0,1,3912,"0.04404761904761905"
38.0,1,3912,"0.0440324449594438"
39.0,1,3912,"0.043869516310461196"
40.0,1,3912,"0.044296788482835"
41.0,1,3912,"0.043149946062567425"
42.0,1,3912,"0.044585987261146494"
43.0,1,3912,"0.043478260869565216"
44.0,1,3912,"0.043478260869565216"
45.0,1,3912,"0.04244817374136229"
46.0,1,3912,"0.041707080504364696"
47.0,1,3912,"0.04150943396226415"
48.0,1,3912,"0.0423963133640553"
49.0,1,3912,"0.04234234234234234"
50.0,1,3912,"0.042515500442869794"
51.0,1,3912,"0.045099739809193407"
52.0,1,3912,"0.04672897196261682"
53.0,1,3912,"0.04560530679933665"
54.0,1,3912,"0.044715447154471545"
55.0,1,3912,"0.04440919904837431"
56.0,1,3912,"0.0437842064112588"
57.0,1,3912,"0.043812451960030745"
58.0,1,3912,"0.04344512195121951"
59.0,1,3912,"0.04437869822485207"
60.0,1,3912,"0.04452554744525548"
61.0,1,3912,"0.04431736954967834"
62.0,1,3912,"0.04414856341976174"
63.0,1,3912,"0.042682926829268296"
64.0,1,3912,"0.04269513008672448"
65.0,1,3912,"0.04226267880364109"
66.0,1,3912,"0.04238921001926782"
67.0,1,3912,"0.04219143576826197"
68.0,1,3912,"0.04158907510862818"
69.0,1,3912,"0.042501517911353974"
70.0,1,3912,"0.04209260372820205"
71.0,1,3912,"0.04186046511627907"
72.0,1,3912,"0.04130808950086059"
73.0,1,3912,"0.04138702460850112"
74.0,1,3912,"0.04107338444687842"
75.0,1,3912,"0.04081632653061224"
76.0,1,3912,"0.04019037546271814"
77.0,1,3912,"0.04010282776349614"
78.0,1,3912,"0.04076497232008052"
79.0,1,3912,"0.04084645669291338"
80.0,1,3912,"0.04067796610169491"
81.0,1,3912,"0.040495474035254886"
82.0,1,3912,"0.04001883239171375"
83.0,1,3912,"0.040145985401459854"
84.0,1,3912,"0.04039497307001795"
85.0,1,3912,"0.0410958904109589"
86.0,1,3912,"0.041848299912816043"
87.0,1,3912,"0.04260758414997869"
88.0,1,3912,"0.042562157606405394"
89.0,1,3912,"0.04351395730706076"
90.0,1,3912,"0.043249797898140666"
91.0,1,3912,"0.04320253666270313"
92.0,1,3912,"0.04309006211180124"
93.0,1,3912,"0.0428030303030303"
94.0,1,3912,"0.04258498319013822"
95.0,1,3912,"0.042105263157894736"
