"tick","run","random_seed","gamma0(N)","gamma0(D)","gamma0(T)"
53.0,1,207372165,"0.7333333333333333","0.7333333333333333","0.0"
54.0,1,207372165,"0.7333333333333333","0.7333333333333333","0.0"
55.0,1,207372165,"0.7333333333333333","0.7333333333333333","0.0"
56.0,1,207372165,"0.7333333333333333","0.7333333333333333","0.0"
57.0,1,207372165,"0.7333333333333333","0.7333333333333333","0.0"
58.0,1,207372165,"0.7333333333333333","0.7333333333333333","0.0"
59.0,1,207372165,"0.7333333333333333","0.7333333333333333","0.0"
60.0,1,207372165,"0.7333333333333333","0.7333333333333333","0.0"
61.0,1,207372165,"0.75","0.75","0.0"
62.0,1,207372165,"0.8","0.8","0.0"
63.0,1,207372165,"0.8095238095238095","0.8095238095238095","0.0"
64.0,1,207372165,"0.8181818181818182","0.8181818181818182","0.0"
65.0,1,207372165,"0.8181818181818182","0.8181818181818182","0.0"
66.0,1,207372165,"0.8181818181818182","0.8181818181818182","0.0"
67.0,1,207372165,"0.75","0.75","0.0"
68.0,1,207372165,"0.76","0.76","0.0"
69.0,1,207372165,"0.7931034482758621","0.7931034482758621","0.0"
70.0,1,207372165,"0.8064516129032258","0.8064516129032258","0.0"
71.0,1,207372165,"0.8064516129032258","0.8064516129032258","0.0"
72.0,1,207372165,"0.8064516129032258","0.8064516129032258","0.0"
73.0,1,207372165,"0.8333333333333334","0.8333333333333334","0.0"
74.0,1,207372165,"0.8333333333333334","0.8333333333333334","0.0"
75.0,1,207372165,"0.8333333333333334","0.8333333333333334","0.0"
76.0,1,207372165,"0.8108108108108109","0.8108108108108109","0.0"
77.0,1,207372165,"0.7894736842105263","0.7894736842105263","0.0"
78.0,1,207372165,"0.7948717948717948","0.7948717948717948","0.0"
79.0,1,207372165,"0.7948717948717948","0.7948717948717948","0.0"
80.0,1,207372165,"0.8095238095238095","0.8095238095238095","0.0"
81.0,1,207372165,"0.8095238095238095","0.8095238095238095","0.0"
82.0,1,207372165,"0.8260869565217391","0.8260869565217391","0.0"
83.0,1,207372165,"0.8260869565217391","0.8260869565217391","0.0"
84.0,1,207372165,"0.8260869565217391","0.8260869565217391","0.0"
85.0,1,207372165,"0.8260869565217391","0.8260869565217391","0.0"
86.0,1,207372165,"0.8260869565217391","0.8260869565217391","0.0"
87.0,1,207372165,"0.8085106382978723","0.8085106382978723","0.0"
88.0,1,207372165,"0.82","0.82","0.0"
89.0,1,207372165,"0.803921568627451","0.803921568627451","0.0"
90.0,1,207372165,"0.8076923076923077","0.8076923076923077","0.0"
91.0,1,207372165,"0.8113207547169812","0.8113207547169812","0.0"
92.0,1,207372165,"0.7962962962962963","0.7962962962962963","0.0"
93.0,1,207372165,"0.8225806451612904","0.8225806451612904","0.0"
94.0,1,207372165,"0.8095238095238095","0.8095238095238095","0.0"
95.0,1,207372165,"0.8125","0.8125","0.0"
96.0,1,207372165,"0.7647058823529411","0.7647058823529411","0.0"
97.0,1,207372165,"0.7777777777777778","0.7777777777777778","0.0"
98.0,1,207372165,"0.7777777777777778","0.7777777777777778","0.0"
99.0,1,207372165,"0.7808219178082192","0.7808219178082192","0.0"
100.0,1,207372165,"0.7808219178082192","0.7808219178082192","0.0"
101.0,1,207372165,"0.7808219178082192","0.7808219178082192","0.0"
102.0,1,207372165,"0.7808219178082192","0.7808219178082192","0.0"
103.0,1,207372165,"0.813953488372093","0.813953488372093","0.0"
104.0,1,207372165,"0.7526881720430108","0.7526881720430108","0.0"
105.0,1,207372165,"0.77","0.77","0.0"
106.0,1,207372165,"0.7722772277227723","0.7722772277227723","0.0"
107.0,1,207372165,"0.7722772277227723","0.7722772277227723","0.0"
108.0,1,207372165,"0.7745098039215687","0.7745098039215687","0.0"
109.0,1,207372165,"0.7766990291262136","0.7766990291262136","0.0"
110.0,1,207372165,"0.7788461538461539","0.7788461538461539","0.0"
111.0,1,207372165,"0.7830188679245284","0.7830188679245284","0.0"
112.0,1,207372165,"0.7830188679245284","0.7830188679245284","0.0"
113.0,1,207372165,"0.8114754098360656","0.8114754098360656","0.0"
114.0,1,207372165,"0.8114754098360656","0.8114754098360656","0.0"
115.0,1,207372165,"0.7983870967741935","0.7983870967741935","0.0"
116.0,1,207372165,"0.8046875","0.8046875","0.0"
117.0,1,207372165,"0.8076923076923077","0.8076923076923077","0.0"
118.0,1,207372165,"0.8091603053435115","0.8091603053435115","0.0"
119.0,1,207372165,"0.8091603053435115","0.8091603053435115","0.0"
120.0,1,207372165,"0.8134328358208955","0.8134328358208955","0.0"
121.0,1,207372165,"0.8074074074074075","0.8074074074074075","0.0"
122.0,1,207372165,"0.8088235294117647","0.8088235294117647","0.0"
123.0,1,207372165,"0.8311688311688312","0.8311688311688312","0.0"
124.0,1,207372165,"0.8152866242038217","0.8152866242038217","0.0"
125.0,1,207372165,"0.7950310559006211","0.7950310559006211","0.0"
126.0,1,207372165,"0.8023952095808383","0.8023952095808383","0.0"
127.0,1,207372165,"0.8023952095808383","0.8023952095808383","0.0"
128.0,1,207372165,"0.8070175438596491","0.8070175438596491","0.0"
129.0,1,207372165,"0.8070175438596491","0.8070175438596491","0.0"
130.0,1,207372165,"0.8092485549132948","0.8092485549132948","0.0"
131.0,1,207372165,"0.8114285714285714","0.8114285714285714","0.0"
132.0,1,207372165,"0.8114285714285714","0.8114285714285714","0.0"
133.0,1,207372165,"0.6893203883495146","0.6893203883495146","0.0"
134.0,1,207372165,"0.7253218884120172","0.7253218884120172","0.0"
135.0,1,207372165,"0.7310924369747899","0.7310924369747899","0.0"
136.0,1,207372165,"0.7333333333333333","0.7333333333333333","0.0"
137.0,1,207372165,"0.7366255144032922","0.7366255144032922","0.0"
138.0,1,207372165,"0.7387755102040816","0.7387755102040816","0.0"
139.0,1,207372165,"0.7419354838709677","0.7419354838709677","0.0"
140.0,1,207372165,"0.7480314960629921","0.7480314960629921","0.0"
141.0,1,207372165,"0.7490196078431373","0.7490196078431373","0.0"
142.0,1,207372165,"0.7770034843205574","0.7770034843205574","0.0"
143.0,1,207372165,"0.782312925170068","0.782312925170068","0.0"
144.0,1,207372165,"0.7873754152823921","0.7873754152823921","0.0"
145.0,1,207372165,"0.7887788778877888","0.7887788778877888","0.0"
146.0,1,207372165,"0.7894736842105263","0.7894736842105263","0.0"
147.0,1,207372165,"0.7894736842105263","0.7894736842105263","0.0"
148.0,1,207372165,"0.7935483870967742","0.7935483870967742","0.0"
149.0,1,207372165,"0.7948717948717948","0.7948717948717948","0.0"
150.0,1,207372165,"0.7968253968253968","0.7968253968253968","0.0"
151.0,1,207372165,"0.7974683544303798","0.7974683544303798","0.0"
152.0,1,207372165,"0.7974683544303798","0.7974683544303798","0.0"
153.0,1,207372165,"0.8160919540229885","0.8160919540229885","0.0"
154.0,1,207372165,"0.7955182072829131","0.7955182072829131","0.0"
155.0,1,207372165,"0.8010899182561307","0.8010899182561307","0.0"
156.0,1,207372165,"0.8027027027027027","0.8027027027027027","0.0"
157.0,1,207372165,"0.8053333333333333","0.8053333333333333","0.0"
158.0,1,207372165,"0.8063660477453581","0.8063660477453581","0.0"
159.0,1,207372165,"0.8068783068783069","0.8068783068783069","0.0"
160.0,1,207372165,"0.8118556701030928","0.8118556701030928","0.0"
161.0,1,207372165,"0.8035714285714286","0.8035714285714286","0.0"
162.0,1,207372165,"0.8050632911392405","0.8050632911392405","0.0"
163.0,1,207372165,"0.8257918552036199","0.8257918552036199","0.0"
164.0,1,207372165,"0.8057395143487859","0.8057395143487859","0.0"
165.0,1,207372165,"0.810752688172043","0.810752688172043","0.0"
166.0,1,207372165,"0.8055555555555556","0.8055555555555556","0.0"
167.0,1,207372165,"0.8072033898305084","0.8072033898305084","0.0"
168.0,1,207372165,"0.8104166666666667","0.8104166666666667","0.0"
169.0,1,207372165,"0.8020618556701031","0.8020618556701031","0.0"
170.0,1,207372165,"0.803680981595092","0.803680981595092","0.0"
171.0,1,207372165,"0.805668016194332","0.805668016194332","0.0"
172.0,1,207372165,"0.8076152304609219","0.8076152304609219","0.0"
173.0,1,207372165,"0.8273381294964028","0.8273381294964028","0.0"
174.0,1,207372165,"0.7876712328767124","0.7876712328767124","0.0"
175.0,1,207372165,"0.7960526315789473","0.7960526315789473","0.0"
176.0,1,207372165,"0.7993527508090615","0.7993527508090615","0.0"
177.0,1,207372165,"0.8019169329073482","0.8019169329073482","0.0"
178.0,1,207372165,"0.8056426332288401","0.8056426332288401","0.0"
179.0,1,207372165,"0.80625","0.80625","0.0"
180.0,1,207372165,"0.8089368258859785","0.8089368258859785","0.0"
181.0,1,207372165,"0.8095238095238095","0.8095238095238095","0.0"
182.0,1,207372165,"0.8299039780521262","0.8299039780521262","0.0"
183.0,1,207372165,"0.7981530343007915","0.7981530343007915","0.0"
184.0,1,207372165,"0.8050955414012739","0.8050955414012739","0.0"
185.0,1,207372165,"0.8063291139240506","0.8063291139240506","0.0"
186.0,1,207372165,"0.8075471698113208","0.8075471698113208","0.0"
187.0,1,207372165,"0.8101736972704715","0.8101736972704715","0.0"
188.0,1,207372165,"0.8022113022113022","0.8022113022113022","0.0"
189.0,1,207372165,"0.8036585365853659","0.8036585365853659","0.0"
190.0,1,207372165,"0.8053204353083434","0.8053204353083434","0.0"
191.0,1,207372165,"0.807185628742515","0.807185628742515","0.0"
192.0,1,207372165,"0.8092417061611374","0.8092417061611374","0.0"
193.0,1,207372165,"0.825945945945946","0.825945945945946","0.0"
194.0,1,207372165,"0.7966631908237748","0.7966631908237748","0.0"
195.0,1,207372165,"0.8036253776435045","0.8036253776435045","0.0"
196.0,1,207372165,"0.8090107737512243","0.8090107737512243","0.0"
197.0,1,207372165,"0.8123195380173244","0.8123195380173244","0.0"
198.0,1,207372165,"0.8092042186001918","0.8092042186001918","0.0"
199.0,1,207372165,"0.8110161443494777","0.8110161443494777","0.0"
200.0,1,207372165,"0.8018779342723005","0.8018779342723005","0.0"
201.0,1,207372165,"0.8044485634847081","0.8044485634847081","0.0"
202.0,1,207372165,"0.8049907578558225","0.8049907578558225","0.0"
203.0,1,207372165,"0.820730671197961","0.820730671197961","0.0"
204.0,1,207372165,"0.7924528301886793","0.7924528301886793","0.0"
205.0,1,207372165,"0.7992063492063493","0.7992063492063493","0.0"
206.0,1,207372165,"0.8017241379310345","0.8017241379310345","0.0"
207.0,1,207372165,"0.8044822256568779","0.8044822256568779","0.0"
208.0,1,207372165,"0.8059815950920245","0.8059815950920245","0.0"
209.0,1,207372165,"0.8080424886191199","0.8080424886191199","0.0"
210.0,1,207372165,"0.8087679516250945","0.8087679516250945","0.0"
211.0,1,207372165,"0.8104868913857678","0.8104868913857678","0.0"
212.0,1,207372165,"0.8050595238095238","0.8050595238095238","0.0"
213.0,1,207372165,"0.8203017832647462","0.8203017832647462","0.0"
214.0,1,207372165,"0.7868421052631579","0.7868421052631579","0.0"
215.0,1,207372165,"0.7960981749528006","0.7960981749528006","0.0"
216.0,1,207372165,"0.7990074441687345","0.7990074441687345","0.0"
217.0,1,207372165,"0.8027997565429094","0.8027997565429094","0.0"
218.0,1,207372165,"0.8055222088835534","0.8055222088835534","0.0"
219.0,1,207372165,"0.807372175980975","0.807372175980975","0.0"
220.0,1,207372165,"0.8088495575221238","0.8088495575221238","0.0"
221.0,1,207372165,"0.8100820633059789","0.8100820633059789","0.0"
222.0,1,207372165,"0.7568455640744798","0.7568455640744798","0.0"
223.0,1,207372165,"0.7711340206185567","0.7711340206185567","0.0"
224.0,1,207372165,"0.7766599597585513","0.7766599597585513","0.0"
225.0,1,207372165,"0.7796526054590571","0.7796526054590571","0.0"
226.0,1,207372165,"0.7820324005891016","0.7820324005891016","0.0"
227.0,1,207372165,"0.7840466926070039","0.7840466926070039","0.0"
228.0,1,207372165,"0.785610816030903","0.785610816030903","0.0"
229.0,1,207372165,"0.786641037962518","0.786641037962518","0.0"
230.0,1,207372165,"0.7877629063097514","0.7877629063097514","0.0"
231.0,1,207372165,"0.7877629063097514","0.7877629063097514","0.0"
232.0,1,207372165,"0.7890736342042756","0.7890736342042756","0.0"
233.0,1,207372165,"0.8005390835579514","0.8005390835579514","0.0"
234.0,1,207372165,"0.8056042031523643","0.8056042031523643","0.0"
235.0,1,207372165,"0.8086206896551724","0.8086206896551724","0.0"
236.0,1,207372165,"0.809931506849315","0.809931506849315","0.0"
237.0,1,207372165,"0.8114649681528663","0.8114649681528663","0.0"
238.0,1,207372165,"0.8063291139240506","0.8063291139240506","0.0"
239.0,1,207372165,"0.8076278290025146","0.8076278290025146","0.0"
240.0,1,207372165,"0.8086702792830346","0.8086702792830346","0.0"
241.0,1,207372165,"0.8099378881987578","0.8099378881987578","0.0"
242.0,1,207372165,"0.8187919463087249","0.8187919463087249","0.0"
243.0,1,207372165,"0.801700811751063","0.801700811751063","0.0"
244.0,1,207372165,"0.8054607508532423","0.8054607508532423","0.0"
245.0,1,207372165,"0.8077931809666542","0.8077931809666542","0.0"
246.0,1,207372165,"0.8102810650887574","0.8102810650887574","0.0"
247.0,1,207372165,"0.8028581898131184","0.8028581898131184","0.0"
248.0,1,207372165,"0.8041499817983254","0.8041499817983254","0.0"
249.0,1,207372165,"0.8057060310581438","0.8057060310581438","0.0"
250.0,1,207372165,"0.8066834351419332","0.8066834351419332","0.0"
251.0,1,207372165,"0.807444523979957","0.807444523979957","0.0"
252.0,1,207372165,"0.8077884958913898","0.8077884958913898","0.0"
253.0,1,207372165,"0.8161940553467715","0.8161940553467715","0.0"
254.0,1,207372165,"0.7947438456420493","0.7947438456420493","0.0"
255.0,1,207372165,"0.8","0.8","0.0"
256.0,1,207372165,"0.8028124001278364","0.8028124001278364","0.0"
257.0,1,207372165,"0.8041269841269841","0.8041269841269841","0.0"
258.0,1,207372165,"0.8049936788874842","0.8049936788874842","0.0"
259.0,1,207372165,"0.8059748427672956","0.8059748427672956","0.0"
260.0,1,207372165,"0.806704260651629","0.806704260651629","0.0"
261.0,1,207372165,"0.8071875","0.8071875","0.0"
262.0,1,207372165,"0.8074882995319813","0.8074882995319813","0.0"
263.0,1,207372165,"0.8146033653846154","0.8146033653846154","0.0"
264.0,1,207372165,"0.7989979369289714","0.7989979369289714","0.0"
265.0,1,207372165,"0.8028901734104046","0.8028901734104046","0.0"
266.0,1,207372165,"0.8050314465408805","0.8050314465408805","0.0"
267.0,1,207372165,"0.8067441201473505","0.8067441201473505","0.0"
268.0,1,207372165,"0.8078873239436619","0.8078873239436619","0.0"
269.0,1,207372165,"0.8090705487122061","0.8090705487122061","0.0"
270.0,1,207372165,"0.8098159509202454","0.8098159509202454","0.0"
271.0,1,207372165,"0.8100807574491785","0.8100807574491785","0.0"
272.0,1,207372165,"0.7747003994673768","0.7747003994673768","0.0"
273.0,1,207372165,"0.7829099307159353","0.7829099307159353","0.0"
274.0,1,207372165,"0.7877571500250878","0.7877571500250878","0.0"
275.0,1,207372165,"0.7901785714285714","0.7901785714285714","0.0"
276.0,1,207372165,"0.7918307086614174","0.7918307086614174","0.0"
277.0,1,207372165,"0.7930022021042329","0.7930022021042329","0.0"
278.0,1,207372165,"0.7936585365853659","0.7936585365853659","0.0"
279.0,1,207372165,"0.794260700389105","0.794260700389105","0.0"
280.0,1,207372165,"0.7946601941747573","0.7946601941747573","0.0"
281.0,1,207372165,"0.7950084807366126","0.7950084807366126","0.0"
282.0,1,207372165,"0.7952069716775599","0.7952069716775599","0.0"
283.0,1,207372165,"0.802474900770488","0.802474900770488","0.0"
284.0,1,207372165,"0.8058296993344044","0.8058296993344044","0.0"
285.0,1,207372165,"0.8081197550464958","0.8081197550464958","0.0"
286.0,1,207372165,"0.8101862239174332","0.8101862239174332","0.0"
287.0,1,207372165,"0.8033370411568409","0.8033370411568409","0.0"
288.0,1,207372165,"0.8046840477242598","0.8046840477242598","0.0"
289.0,1,207372165,"0.8055005500550055","0.8055005500550055","0.0"
290.0,1,207372165,"0.8062678062678063","0.8062678062678063","0.0"
291.0,1,207372165,"0.8066914498141264","0.8066914498141264","0.0"
292.0,1,207372165,"0.8072394243349325","0.8072394243349325","0.0"
293.0,1,207372165,"0.8127911901736552","0.8127911901736552","0.0"
294.0,1,207372165,"0.7999166319299709","0.7999166319299709","0.0"
295.0,1,207372165,"0.8031980319803198","0.8031980319803198","0.0"
296.0,1,207372165,"0.8051552668966917","0.8051552668966917","0.0"
297.0,1,207372165,"0.8062563067608476","0.8062563067608476","0.0"
298.0,1,207372165,"0.8072676169443886","0.8072676169443886","0.0"
299.0,1,207372165,"0.808","0.808","0.0"
300.0,1,207372165,"0.8085742771684945","0.8085742771684945","0.0"
301.0,1,207372165,"0.8089171974522293","0.8089171974522293","0.0"
302.0,1,207372165,"0.8139174258577244","0.8139174258577244","0.0"
303.0,1,207372165,"0.802868068833652","0.802868068833652","0.0"
304.0,1,207372165,"0.8058380414312618","0.8058380414312618","0.0"
305.0,1,207372165,"0.8078285181733458","0.8078285181733458","0.0"
306.0,1,207372165,"0.8092506938020352","0.8092506938020352","0.0"
307.0,1,207372165,"0.8099188790560472","0.8099188790560472","0.0"
308.0,1,207372165,"0.810512773387245","0.810512773387245","0.0"
309.0,1,207372165,"0.8096199742977785","0.8096199742977785","0.0"
310.0,1,207372165,"0.8100036643459143","0.8100036643459143","0.0"
311.0,1,207372165,"0.8089661482159195","0.8089661482159195","0.0"
312.0,1,207372165,"0.8136047134440278","0.8136047134440278","0.0"
313.0,1,207372165,"0.8039872971065631","0.8039872971065631","0.0"
314.0,1,207372165,"0.8063447795014816","0.8063447795014816","0.0"
315.0,1,207372165,"0.8079183955739973","0.8079183955739973","0.0"
316.0,1,207372165,"0.809106529209622","0.809106529209622","0.0"
317.0,1,207372165,"0.8097928436911488","0.8097928436911488","0.0"
318.0,1,207372165,"0.8103124466450401","0.8103124466450401","0.0"
319.0,1,207372165,"0.8089313107209818","0.8089313107209818","0.0"
320.0,1,207372165,"0.8093213131484946","0.8093213131484946","0.0"
321.0,1,207372165,"0.8096127717391305","0.8096127717391305","0.0"
322.0,1,207372165,"0.8123221161895195","0.8123221161895195","0.0"
323.0,1,207372165,"0.8051775638898108","0.8051775638898108","0.0"
324.0,1,207372165,"0.8067489711934156","0.8067489711934156","0.0"
325.0,1,207372165,"0.8080444735120994","0.8080444735120994","0.0"
326.0,1,207372165,"0.8089503661513425","0.8089503661513425","0.0"
327.0,1,207372165,"0.8095083563199741","0.8095083563199741","0.0"
328.0,1,207372165,"0.8099401003723491","0.8099401003723491","0.0"
329.0,1,207372165,"0.8102166181700614","0.8102166181700614","0.0"
330.0,1,207372165,"0.8095622678081086","0.8095622678081086","0.0"
331.0,1,207372165,"0.8096852300242131","0.8096852300242131","0.0"
332.0,1,207372165,"0.8117816091954023","0.8117816091954023","0.0"
333.0,1,207372165,"0.8070147595619743","0.8070147595619743","0.0"
334.0,1,207372165,"0.8080808080808081","0.8080808080808081","0.0"
335.0,1,207372165,"0.8088050314465409","0.8088050314465409","0.0"
336.0,1,207372165,"0.8093446221386015","0.8093446221386015","0.0"
337.0,1,207372165,"0.8097324362384604","0.8097324362384604","0.0"
338.0,1,207372165,"0.810059356451109","0.810059356451109","0.0"
339.0,1,207372165,"0.808669889287385","0.808669889287385","0.0"
340.0,1,207372165,"0.8088189467123714","0.8088189467123714","0.0"
341.0,1,207372165,"0.808997509339975","0.808997509339975","0.0"
342.0,1,207372165,"0.809086665629376","0.809086665629376","0.0"
343.0,1,207372165,"0.8107357704766311","0.8107357704766311","0.0"
344.0,1,207372165,"0.8070013818516812","0.8070013818516812","0.0"
345.0,1,207372165,"0.8079449961802903","0.8079449961802903","0.0"
346.0,1,207372165,"0.8085300837776085","0.8085300837776085","0.0"
347.0,1,207372165,"0.8090536229682516","0.8090536229682516","0.0"
348.0,1,207372165,"0.809516593423246","0.809516593423246","0.0"
349.0,1,207372165,"0.8098048116205174","0.8098048116205174","0.0"
350.0,1,207372165,"0.8099485938917448","0.8099485938917448","0.0"
351.0,1,207372165,"0.8101208459214502","0.8101208459214502","0.0"
352.0,1,207372165,"0.8092651275086766","0.8092651275086766","0.0"
353.0,1,207372165,"0.8106083308360803","0.8106083308360803","0.0"
354.0,1,207372165,"0.8058990019365411","0.8058990019365411","0.0"
355.0,1,207372165,"0.8067052366117786","0.8067052366117786","0.0"
356.0,1,207372165,"0.8071629421340831","0.8071629421340831","0.0"
357.0,1,207372165,"0.807533234859675","0.807533234859675","0.0"
358.0,1,207372165,"0.8078737835446771","0.8078737835446771","0.0"
359.0,1,207372165,"0.8080153234124061","0.8080153234124061","0.0"
360.0,1,207372165,"0.8081566548881036","0.8081566548881036","0.0"
361.0,1,207372165,"0.8082413539367181","0.8082413539367181","0.0"
362.0,1,207372165,"0.8093077711107859","0.8093077711107859","0.0"
363.0,1,207372165,"0.8098642930103604","0.8098642930103604","0.0"
364.0,1,207372165,"0.8100583090379009","0.8100583090379009","0.0"
365.0,1,207372165,"0.8085261166884912","0.8085261166884912","0.0"
366.0,1,207372165,"0.8088320743753632","0.8088320743753632","0.0"
367.0,1,207372165,"0.8090262661442461","0.8090262661442461","0.0"
368.0,1,207372165,"0.809192402493838","0.809192402493838","0.0"
369.0,1,207372165,"0.8092753623188406","0.8092753623188406","0.0"
370.0,1,207372165,"0.8093029995652804","0.8093029995652804","0.0"
371.0,1,207372165,"0.8093029995652804","0.8093029995652804","0.0"
372.0,1,207372165,"0.8093306288032455","0.8093306288032455","0.0"
373.0,1,207372165,"0.8102926337033299","0.8102926337033299","0.0"
374.0,1,207372165,"0.8076149425287357","0.8076149425287357","0.0"
375.0,1,207372165,"0.8081936685288641","0.8081936685288641","0.0"
376.0,1,207372165,"0.8086596170334381","0.8086596170334381","0.0"
377.0,1,207372165,"0.8088781044818727","0.8088781044818727","0.0"
378.0,1,207372165,"0.8090688720946813","0.8090688720946813","0.0"
379.0,1,207372165,"0.8091505131128849","0.8091505131128849","0.0"
380.0,1,207372165,"0.8092864264349807","0.8092864264349807","0.0"
381.0,1,207372165,"0.8093950177935944","0.8093950177935944","0.0"
382.0,1,207372165,"0.8094492671125658","0.8094492671125658","0.0"
383.0,1,207372165,"0.8103668035688996","0.8103668035688996","0.0"
384.0,1,207372165,"0.8083062579460376","0.8083062579460376","0.0"
385.0,1,207372165,"0.8089270627992114","0.8089270627992114","0.0"
386.0,1,207372165,"0.8092225502600872","0.8092225502600872","0.0"
387.0,1,207372165,"0.8093833403567917","0.8093833403567917","0.0"
388.0,1,207372165,"0.8094636338107273","0.8094636338107273","0.0"
389.0,1,207372165,"0.8095438596491228","0.8095438596491228","0.0"
390.0,1,207372165,"0.8096774193548387","0.8096774193548387","0.0"
391.0,1,207372165,"0.809730790802019","0.809730790802019","0.0"
392.0,1,207372165,"0.8098107918710582","0.8098107918710582","0.0"
393.0,1,207372165,"0.8106335473067262","0.8106335473067262","0.0"
394.0,1,207372165,"0.8090529247910864","0.8090529247910864","0.0"
395.0,1,207372165,"0.8094245204336947","0.8094245204336947","0.0"
396.0,1,207372165,"0.809636212163288","0.809636212163288","0.0"
397.0,1,207372165,"0.8097418817651957","0.8097418817651957","0.0"
398.0,1,207372165,"0.809873803910692","0.809873803910692","0.0"
399.0,1,207372165,"0.80997920997921","0.80997920997921","0.0"
400.0,1,207372165,"0.8100844992381216","0.8100844992381216","0.0"
401.0,1,207372165,"0.8100844992381216","0.8100844992381216","0.0"
402.0,1,207372165,"0.8098601301758759","0.8098601301758759","0.0"
403.0,1,207372165,"0.8104114885390776","0.8104114885390776","0.0"
404.0,1,207372165,"0.8088478500551268","0.8088478500551268","0.0"
405.0,1,207372165,"0.8091109276080375","0.8091109276080375","0.0"
406.0,1,207372165,"0.8093470790378007","0.8093470790378007","0.0"
407.0,1,207372165,"0.8095041889850295","0.8095041889850295","0.0"
408.0,1,207372165,"0.809634916277793","0.809634916277793","0.0"
409.0,1,207372165,"0.8097132665660585","0.8097132665660585","0.0"
410.0,1,207372165,"0.8097915523861766","0.8097915523861766","0.0"
411.0,1,207372165,"0.8098958333333334","0.8098958333333334","0.0"
412.0,1,207372165,"0.8099479309399835","0.8099479309399835","0.0"
413.0,1,207372165,"0.8107001501296575","0.8107001501296575","0.0"
414.0,1,207372165,"0.808713410483322","0.808713410483322","0.0"
415.0,1,207372165,"0.8090773202880827","0.8090773202880827","0.0"
416.0,1,207372165,"0.8094139989148128","0.8094139989148128","0.0"
417.0,1,207372165,"0.809543174732276","0.809543174732276","0.0"
418.0,1,207372165,"0.8096721755621783","0.8096721755621783","0.0"
419.0,1,207372165,"0.8097494922139472","0.8097494922139472","0.0"
420.0,1,207372165,"0.8098524834213019","0.8098524834213019","0.0"
421.0,1,207372165,"0.8099039372209443","0.8099039372209443","0.0"
422.0,1,207372165,"0.8099553631813878","0.8099553631813878","0.0"
423.0,1,207372165,"0.8106724161164264","0.8106724161164264","0.0"
424.0,1,207372165,"0.8083848427841978","0.8083848427841978","0.0"
425.0,1,207372165,"0.8090263827507701","0.8090263827507701","0.0"
426.0,1,207372165,"0.8092817975123713","0.8092817975123713","0.0"
