"Average D conjugations","Average T conjugations","tick","run","random_seed"
0.0,0.0,0.0,1,1497498779
0.0,0.0,1.0,1,1497498779
0.0,0.0,11.0,1,1497498779
0.0,0.0,21.0,1,1497498779
0.0,0.0,31.0,1,1497498779
0.0,0.0,41.0,1,1497498779
0.0,0.0,51.0,1,1497498779
0.0,0.0,61.0,1,1497498779
0.0,0.0,71.0,1,1497498779
0.0,0.0,81.0,1,1497498779
0.0,0.0,91.0,1,1497498779
0.0,0.0,101.0,1,1497498779
0.0,0.0,111.0,1,1497498779
0.0,0.0,121.0,1,1497498779
0.0,0.0,131.0,1,1497498779
0.0,0.0,141.0,1,1497498779
0.0,0.0,151.0,1,1497498779
0.0,0.0,161.0,1,1497498779
0.0,0.0,171.0,1,1497498779
0.0,0.0,181.0,1,1497498779
6.854009595613454E-4,0.0,191.0,1,1497498779
0.001117318435754191,0.0,201.0,1,1497498779
9.153318077803213E-4,0.0,211.0,1,1497498779
0.0011185682326621952,0.0,221.0,1,1497498779
0.0018099547511312237,0.0,231.0,1,1497498779
0.0019851116625310174,0.0,241.0,1,1497498779
0.002406738868832738,0.0,251.0,1,1497498779
0.0023083264633140953,0.0,261.0,1,1497498779
0.0029593758407317774,0.0,271.0,1,1497498779
0.003083360863341055,0.0,281.0,1,1497498779
0.0031864530225783035,0.0,291.0,1,1497498779
0.004158161336659886,0.0,301.0,1,1497498779
0.004419191919191922,6.313131313131289E-5,311.0,1,1497498779
0.004647232784114916,5.2809463455850935E-5,321.0,1,1497498779
0.004755069083079124,4.485914229319918E-5,331.0,1,1497498779
0.004817987152034277,7.647598654022666E-5,341.0,1,1497498779
0.005180158027605694,1.6392905150650812E-4,351.0,1,1497498779
0.005285892918040216,1.420938956462438E-4,361.0,1,1497498779
0.005115978741369878,1.738439378135397E-4,371.0,1,1497498779
0.0052186824464484135,2.6202589689280843E-4,381.0,1,1497498779
