"tick","run","random_seed","Population growth rate","Donors growth rate","Recipients growth rate","Transconjugants growth rate"
0.0,1,1497296451,"0.0","0.0","-0.7018888376352254","0.0"
1.0,1,1497296451,"0.0","0.0","0.7018888376352254","0.0"
11.0,1,1497296451,"0.0","0.0","0.06380807614865686","0.0"
21.0,1,1497296451,"0.0","0.0","0.03342327798262978","0.0"
31.0,1,1497296451,"0.6513539345167403","0.5569043427269316","0.667553465279348","0.0"
41.0,1,1497296451,"0.8439764858303166","0.8050909035681368","0.8507326787075047","0.0"
51.0,1,1497296451,"0.7675796820050292","0.8156142117813516","0.7588956383196038","0.0"
61.0,1,1497296451,"0.8194024980477215","0.8050404357472918","0.8219153571284731","0.0"
71.0,1,1497296451,"0.8641987309853488","0.7856648901999546","0.8773307355564617","0.0"
81.0,1,1497296451,"0.9110089794424293","0.921050022804228","0.9092228172157631","0.0"
91.0,1,1497296451,"0.9368912872097338","0.9142049406779985","0.9408149845222236","0.0"
101.0,1,1497296451,"0.9393999968976604","0.9482985035258638","0.9378157441213617","0.0"
111.0,1,1497296451,"0.9740726775432197","0.9922028525593903","0.9708091536255788","0.0"
121.0,1,1497296451,"0.9886105913983694","0.9970963322004268","0.9870979190196398","0.0"
131.0,1,1497296451,"0.9983265189275307","0.9962489743336664","0.9986921683797871","0.0"
141.0,1,1497296451,"1.0127552803772104","1.0074681491282387","1.0136815235986374","0.0"
151.0,1,1497296451,"1.023020512091243","1.0214016805544621","1.0225926391705553","0.0"
161.0,1,1497296451,"1.0353081094218006","1.0303298990668002","1.035089878760013","0.0"
171.0,1,1497296451,"1.039547105202562","1.0345518612950704","1.0387135425030989","0.0"
181.0,1,1497296451,"1.0481159147536425","1.0288342354017013","1.049106113931077","0.0"
191.0,1,1497296451,"1.0485214826407439","1.0220548568915895","1.0506292440235763","0.0"
201.0,1,1497296451,"1.0478761841702546","1.0271755313505888","1.049092150500646","0.0"
211.0,1,1497296451,"1.0495857742854755","1.0233763383651946","1.051492096776514","0.0"
221.0,1,1497296451,"1.0478930630296603","1.0183612271917473","1.050260817311548","0.0"
231.0,1,1497296451,"1.0444320990006974","1.0099820389798035","1.0471494361041245","0.0"
241.0,1,1497296451,"1.0446850910318253","1.0105077404505127","1.0471312044877963","0.0"
251.0,1,1497296451,"1.039600350190857","1.0016915578214156","1.0427114017193277","0.0"
261.0,1,1497296451,"1.0388276324710097","0.9993523316490118","1.0417279430968458","0.07542355790942312"
271.0,1,1497296451,"1.0371488326517009","0.9984070204746993","1.0397445418426172","0.12870863404799887"
281.0,1,1497296451,"1.0321310738428882","0.9932281985537148","1.0347498842000495","0.16259628909813748"
291.0,1,1497296451,"1.0277894043941278","0.9875185781512779","1.0304731252918213","0.20166184524462857"
301.0,1,1497296451,"1.0219989819320914","0.983697661232266","1.0239868493241926","0.2500999874247707"
311.0,1,1497296451,"1.0160520304330145","0.9785039606967834","1.017749832142538","0.28277088240870013"
321.0,1,1497296451,"1.0101797249501678","0.9716500888596092","1.0120384354207919","0.3039378099055562"
331.0,1,1497296451,"1.0030543432028993","0.9658347975401084","1.0046145485281843","0.32767063156010673"
341.0,1,1497296451,"0.9957495924297528","0.9578334897957301","0.9969396099881886","0.3628167285327563"
351.0,1,1497296451,"0.9878425954975286","0.9519382473156256","0.988612281597443","0.3820230480631772"
361.0,1,1497296451,"0.9795898496405439","0.9466836581732124","0.979817953999271","0.3984360781226406"
371.0,1,1497296451,"0.9713057012112557","0.9359888373518837","0.971684091351239","0.4159128095591823"
381.0,1,1497296451,"0.9629302010488516","0.9282749758109725","0.9630400528990458","0.43104721829547693"
