"tick","run","random_seed","Generation Time G(D+T+R)","Generation Time G(D)","Generation Time G(R)","Generation Time G(T)"
0.0,1,1497008596,"0.0","10.113408000636843","-59.65720642289129","0.0"
1.0,1,1497008596,"0.0","-10.113408000636843","59.65720642289129","0.0"
11.0,1,1497008596,"0.0","-111.24748800700527","0.0","0.0"
21.0,1,1497008596,"0.0","-212.3815680133737","0.0","0.0"
31.0,1,1497008596,"0.0","0.0","62.725653375501395","0.0"
41.0,1,1497008596,"56.446096710364735","0.0","51.58652430789323","0.0"
51.0,1,1497008596,"57.342497961988755","0.0","55.175870249359484","0.0"
61.0,1,1497008596,"52.201095600418604","61.40533751155427","50.94530344221583","0.0"
71.0,1,1497008596,"49.14934061199443","60.53995132257613","48.11531943319951","0.0"
81.0,1,1497008596,"48.076964919354054","57.622667312973064","47.12755782063942","0.0"
91.0,1,1497008596,"47.19199732241771","59.003068176585046","46.19671200412687","0.0"
101.0,1,1497008596,"45.290088063848195","52.109903583227165","44.64920485202321","0.0"
111.0,1,1497008596,"45.14494922709938","54.57786815467413","44.213162087765504","0.0"
121.0,1,1497008596,"43.64528112413781","51.210189159910776","42.98283535163657","0.0"
131.0,1,1497008596,"42.85344997583995","47.68353718631886","42.45246788789694","0.0"
141.0,1,1497008596,"42.61655573711879","48.93593291126913","42.01167363572579","0.0"
151.0,1,1497008596,"41.874907351827396","47.476814356122695","41.38671050705672","0.0"
161.0,1,1497008596,"41.28116384057299","46.967756619717804","40.73512087097575","0.0"
171.0,1,1497008596,"41.01488779756427","45.37604982768261","40.616690130839636","0.0"
181.0,1,1497008596,"40.667843937020194","45.688578331107195","40.20664759937089","0.0"
191.0,1,1497008596,"40.23875652944143","44.99610095398863","39.81541146676053","0.0"
201.0,1,1497008596,"39.91210375459774","44.130267214428194","39.533454021810485","0.0"
211.0,1,1497008596,"39.671445850370915","44.11983091090593","39.26688105865562","0.0"
221.0,1,1497008596,"39.35364514026076","43.4892989283871","38.99534360195276","0.0"
231.0,1,1497008596,"39.13691789015636","43.16009897051286","38.78673781908817","0.0"
241.0,1,1497008596,"38.974741002854124","42.95580330514249","38.632438242925076","0.0"
251.0,1,1497008596,"38.737169221305464","42.45740649601071","38.442996363713746","0.0"
261.0,1,1497008596,"38.57378558746543","42.365337722424094","38.27813684462756","0.0"
271.0,1,1497008596,"38.38560419305826","42.077595092918905","38.1070372363654","0.0"
281.0,1,1497008596,"38.26413597728116","41.87593211781067","38.00873663444689","0.0"
291.0,1,1497008596,"38.183580341185866","41.81183441812143","37.93502659318013","0.0"
301.0,1,1497008596,"38.135638286878894","41.739734744750855","37.89703406841026","0.0"
311.0,1,1497008596,"38.13126341223943","41.68714201867362","37.90892803104426","0.0"
321.0,1,1497008596,"38.19943781292272","41.80880017828961","37.97582538373792","0.0"
331.0,1,1497008596,"38.3032679525612","41.81672432388511","38.0912422644465","0.0"
341.0,1,1497008596,"38.42197461229823","41.97814176926577","38.211151073040874","0.0"
351.0,1,1497008596,"38.58223483579497","42.20042620856992","38.37391810760616","0.0"
361.0,1,1497008596,"38.77803376779428","42.404308461144275","38.570939520638504","0.0"
371.0,1,1497008596,"39.02579010718782","42.668774407155794","38.82669911433291","0.0"
381.0,1,1497008596,"39.27347562014151","42.96792776286565","39.07447631902855","0.0"
391.0,1,1497008596,"39.58936999195777","43.368129040367116","39.38848247824044","0.0"
401.0,1,1497008596,"39.92092138701524","43.748698525060064","39.72002906089853","0.0"
411.0,1,1497008596,"40.27609173856756","44.16258584053495","40.07408663560014","0.0"
421.0,1,1497008596,"40.643429237703145","44.58236869999731","40.44357800057845","0.0"
431.0,1,1497008596,"41.026771759697155","45.03596330968725","40.82600134221239","0.0"
441.0,1,1497008596,"41.425364153132854","45.4898473768694","41.222612655862655","0.0"
451.0,1,1497008596,"41.82305976123013","45.953035483799376","41.618232445969","0.0"
461.0,1,1497008596,"42.24194113369675","46.45889853961881","42.033676439748454","0.0"
471.0,1,1497008596,"42.66497437342625","46.950239119490696","42.45528799632292","0.0"
481.0,1,1497008596,"43.102005571060694","47.47630903050936","42.889574216970274","0.0"
491.0,1,1497008596,"43.54711458788645","48.001747812145574","43.33022030870597","0.0"
501.0,1,1497008596,"43.994674925791394","48.52969834474511","43.774020667226154","0.0"
511.0,1,1497008596,"44.457061672054756","49.058767346462275","44.23445803840318","0.0"
521.0,1,1497008596,"44.9188953699037","49.59612412467241","44.691970183162546","0.0"
531.0,1,1497008596,"45.38808693274735","50.1585198557133","45.15743519198019","0.0"
541.0,1,1497008596,"45.860663721314204","50.69811201586418","45.62794733938861","0.0"
551.0,1,1497008596,"46.33949491104635","51.253189646126096","46.103829894833304","0.0"
561.0,1,1497008596,"46.81650337453974","51.82013072314631","46.5764088661868","0.0"
571.0,1,1497008596,"47.30087583801679","52.40145578649413","47.05643375119849","0.0"
581.0,1,1497008596,"47.788496872387036","52.97380541217336","47.540227835749754","0.0"
591.0,1,1497008596,"48.27997393771679","53.55926992252793","48.02815998966278","0.0"
