"tick","run","random_seed","Relative contribution of horizontal transfer","Relative contribution of vertical transfer","Relative contribution of transconjugants re-transfers"
0.0,1,1498435458,"0.18202824133504492","0.8179717586649551","0.4513399153737659"
1.0,1,1498435458,"0.0","0.0","0.0"
11.0,1,1498435458,"0.0","0.0","0.0"
21.0,1,1498435458,"0.0","0.0","0.0"
31.0,1,1498435458,"0.0","0.0","0.0"
41.0,1,1498435458,"0.0","0.0","0.0"
51.0,1,1498435458,"0.0","0.0","0.0"
61.0,1,1498435458,"0.0","0.0","0.0"
71.0,1,1498435458,"0.0","0.0","0.0"
81.0,1,1498435458,"0.0","0.0","0.0"
91.0,1,1498435458,"0.5","0.5","0.0"
101.0,1,1498435458,"0.5","0.5","0.0"
111.0,1,1498435458,"0.25","0.75","0.0"
121.0,1,1498435458,"0.4","0.6","0.0"
131.0,1,1498435458,"0.3333333333333333","0.6666666666666666","0.0"
141.0,1,1498435458,"0.3333333333333333","0.6666666666666666","0.0"
151.0,1,1498435458,"0.3076923076923077","0.6923076923076923","0.0"
161.0,1,1498435458,"0.25","0.75","0.0"
171.0,1,1498435458,"0.2857142857142857","0.7142857142857143","0.0"
181.0,1,1498435458,"0.2222222222222222","0.7777777777777778","0.0"
191.0,1,1498435458,"0.2631578947368421","0.7368421052631579","0.1"
201.0,1,1498435458,"0.21568627450980393","0.7843137254901961","0.09090909090909091"
211.0,1,1498435458,"0.23076923076923078","0.7692307692307693","0.06666666666666667"
221.0,1,1498435458,"0.21176470588235294","0.788235294117647","0.1111111111111111"
231.0,1,1498435458,"0.18181818181818182","0.8181818181818182","0.1"
241.0,1,1498435458,"0.2127659574468085","0.7872340425531915","0.06666666666666667"
251.0,1,1498435458,"0.20903954802259886","0.7909604519774012","0.10810810810810811"
261.0,1,1498435458,"0.21524663677130046","0.7847533632286996","0.10416666666666667"
271.0,1,1498435458,"0.21071428571428572","0.7892857142857143","0.1016949152542373"
