"Average D conjugations","Average T conjugations","tick","run","random_seed"
0.0,0.0,0.0,1,1498435458
0.0,0.0,1.0,1,1498435458
0.0,0.0,11.0,1,1498435458
0.0,0.0,21.0,1,1498435458
0.0,0.0,31.0,1,1498435458
0.0,0.0,41.0,1,1498435458
0.0,0.0,51.0,1,1498435458
0.0,0.0,61.0,1,1498435458
0.0,0.0,71.0,1,1498435458
0.0014814814814814818,0.0,81.0,1,1498435458
0.0012391573729863697,0.0,91.0,1,1498435458
0.0010373443983402503,0.0,101.0,1,1498435458
0.0016736401673640195,0.0,111.0,1,1498435458
0.0013879250520471933,0.0,121.0,1,1498435458
0.001704545454545455,0.0,131.0,1,1498435458
0.0018735362997658088,0.0,141.0,1,1498435458
0.0015186028853454829,0.0,151.0,1,1498435458
0.0018679950186799544,0.0,161.0,1,1498435458
0.0015428130624839304,0.0,171.0,1,1498435458
0.0018625827814569532,2.069536423841057E-4,181.0,1,1498435458
0.0016920473773265642,1.6920473773265594E-4,191.0,1,1498435458
0.001937716262975778,1.3840830449826953E-4,201.0,1,1498435458
0.0017995726015071494,2.2494657518839234E-4,211.0,1,1498435458
0.0016565433462175571,1.8406037180195096E-4,221.0,1,1498435458
0.0021297634441317386,1.5212596029512456E-4,231.0,1,1498435458
0.0020903274846392553,2.533730284411215E-4,241.0,1,1498435458
0.0022781456953642385,2.64900662251657E-4,251.0,1,1498435458
0.0023817013436390473,2.6962656720442256E-4,261.0,1,1498435458
0.002377756471716209,3.8350910834132227E-4,271.0,1,1498435458
