"tick","run","random_seed","Rate (T/(R+T))"
0.0,1,1498347502,"0.0"
1.0,1,1498347502,"0.0"
11.0,1,1498347502,"0.0"
21.0,1,1498347502,"0.0"
31.0,1,1498347502,"0.0"
41.0,1,1498347502,"0.003067484662576687"
51.0,1,1498347502,"0.0026666666666666666"
61.0,1,1498347502,"0.004524886877828055"
71.0,1,1498347502,"0.0074211502782931356"
81.0,1,1498347502,"0.007849293563579277"
91.0,1,1498347502,"0.00902061855670103"
101.0,1,1498347502,"0.008519701810436636"
111.0,1,1498347502,"0.011333914559721011"
121.0,1,1498347502,"0.012203876525484566"
131.0,1,1498347502,"0.014645577035735208"
141.0,1,1498347502,"0.015240904621435595"
151.0,1,1498347502,"0.0147175815433572"
161.0,1,1498347502,"0.015299479166666666"
171.0,1,1498347502,"0.01651131824234354"
181.0,1,1498347502,"0.017861032454802875"
191.0,1,1498347502,"0.01881046219992834"
201.0,1,1498347502,"0.018799183911396095"
211.0,1,1498347502,"0.020865441612329578"
221.0,1,1498347502,"0.022587868756693604"
231.0,1,1498347502,"0.02324085243264978"
241.0,1,1498347502,"0.024691358024691357"
251.0,1,1498347502,"0.02535496957403651"
261.0,1,1498347502,"0.026778083752730036"
271.0,1,1498347502,"0.027567000322893123"
281.0,1,1498347502,"0.029221906017907962"
291.0,1,1498347502,"0.030977299307284014"
301.0,1,1498347502,"0.031720752943633655"
311.0,1,1498347502,"0.033100725369571204"
321.0,1,1498347502,"0.034400129965071885"
331.0,1,1498347502,"0.03589142393362792"
341.0,1,1498347502,"0.03754354276867501"
351.0,1,1498347502,"0.039011307625398665"
361.0,1,1498347502,"0.04041608258767735"
371.0,1,1498347502,"0.04163150826569055"
381.0,1,1498347502,"0.043224084459861034"
391.0,1,1498347502,"0.04484473400626798"
401.0,1,1498347502,"0.04652956764801975"
411.0,1,1498347502,"0.04815201503445396"
421.0,1,1498347502,"0.049607288479177426"
431.0,1,1498347502,"0.05136810236490346"
441.0,1,1498347502,"0.05292218768021317"
451.0,1,1498347502,"0.054540970466736546"
