"tick","run","random_seed","Rate (T/(R+T))"
0.0,1,1498435458,"0.0"
1.0,1,1498435458,"0.0"
11.0,1,1498435458,"0.0"
21.0,1,1498435458,"0.0"
31.0,1,1498435458,"0.0"
41.0,1,1498435458,"0.0"
51.0,1,1498435458,"0.0"
61.0,1,1498435458,"0.0"
71.0,1,1498435458,"0.0"
81.0,1,1498435458,"0.003129890453834116"
91.0,1,1498435458,"0.002617801047120419"
101.0,1,1498435458,"0.0044004400440044"
111.0,1,1498435458,"0.00441306266548985"
121.0,1,1498435458,"0.0043891733723482075"
131.0,1,1498435458,"0.005421686746987952"
141.0,1,1498435458,"0.006432459178624443"
151.0,1,1498435458,"0.006405124099279423"
161.0,1,1498435458,"0.006910167818361303"
171.0,1,1498435458,"0.007321041214750542"
181.0,1,1498435458,"0.008296943231441048"
191.0,1,1498435458,"0.009100642398286937"
201.0,1,1498435458,"0.009479364153419862"
211.0,1,1498435458,"0.010075865339023233"
221.0,1,1498435458,"0.01067028809777864"
231.0,1,1498435458,"0.011298982290247617"
241.0,1,1498435458,"0.011806296691568836"
251.0,1,1498435458,"0.012432402296928137"
261.0,1,1498435458,"0.013249420337860219"
271.0,1,1498435458,"0.013733489518116088"
