"tick","run","random_seed","Population growth rate","Donors growth rate","Recipients growth rate","Transconjugants growth rate"
0.0,1,1498347502,"0.0","0.0","0.0","0.0"
1.0,1,1498347502,"0.0","0.0","0.0","0.0"
11.0,1,1498347502,"0.0","0.0","0.0","0.0"
21.0,1,1498347502,"0.0","0.0","0.0","0.0"
31.0,1,1498347502,"0.5665593883241633","0.35294401867292824","0.5771750266815943","0.0"
41.0,1,1498347502,"0.7766690720987783","0.4924871212199744","0.7857041522048531","0.0"
51.0,1,1498347502,"0.7858231881975054","0.4771037289473343","0.796886772792165","0.0"
61.0,1,1498347502,"0.8236705472376469","0.6819069639483432","0.8261330861835992","0.0"
71.0,1,1498347502,"0.874773594362114","0.7399660476015452","0.875010605915936","0.0"
81.0,1,1498347502,"0.8901379030510377","0.7628184786526898","0.8904310283629385","0.0"
91.0,1,1498347502,"0.9223970890967347","0.8070302940318548","0.9219684511439542","0.0"
101.0,1,1498347502,"0.9454815899163544","0.8666601108117552","0.9442702409736637","0.0"
111.0,1,1498347502,"0.9677913361959914","0.880829251650566","0.9658401738649446","0.0"
121.0,1,1498347502,"0.9845397850700448","0.9128336952355034","0.981951426583223","0.0"
131.0,1,1498347502,"1.0016825617601686","0.9168735804002007","0.9989806329812407","0.0"
141.0,1,1498347502,"1.006402795399849","0.9536652965277047","1.0024688013739325","0.0"
151.0,1,1498347502,"1.0240792979313478","0.9774961746760567","1.020493529869994","0.0"
161.0,1,1498347502,"1.0349602438252163","0.9863297949485739","1.0316053434097348","0.0"
171.0,1,1498347502,"1.0451277064913893","1.0044619740787846","1.041300000886259","0.0"
181.0,1,1498347502,"1.053826456777238","1.0109908821714653","1.049959305718232","0.0"
191.0,1,1498347502,"1.0601392796499605","1.021244036492142","1.0560924783344376","0.0"
201.0,1,1498347502,"1.0690694074853337","1.0328625842758654","1.0651925063060634","0.0"
211.0,1,1498347502,"1.076944681771881","1.039026700282195","1.0728097852503862","0.0"
221.0,1,1498347502,"1.0820939406324606","1.0545674193966683","1.0772643184893078","0.05423057544145967"
231.0,1,1498347502,"1.0846315982367283","1.0521491138162422","1.080124751544168","0.10895537373349756"
241.0,1,1498347502,"1.084980909073163","1.059326099752104","1.0800351272958881","0.1646086265752898"
251.0,1,1498347502,"1.083582299510325","1.060486052887382","1.0785980075041934","0.20614634491559813"
261.0,1,1498347502,"1.0813181565971417","1.0567718681102507","1.0762993139543675","0.25016695022512003"
271.0,1,1498347502,"1.0773142568582212","1.05226291046755","1.0723671930083924","0.28332870942823707"
281.0,1,1498347502,"1.0713851684853073","1.0507190319205417","1.0660857058870896","0.31794111111658246"
291.0,1,1498347502,"1.0646479267803264","1.0436301834508173","1.0592076879680397","0.34917597885882923"
301.0,1,1498347502,"1.0568659116157257","1.0357699805926726","1.0514900352359882","0.36992882892127554"
311.0,1,1498347502,"1.0477482255261272","1.0279776012079727","1.0422394816752805","0.39108568199394766"
321.0,1,1498347502,"1.0379494111480474","1.0172957117244759","1.0324314219623085","0.4090127160768975"
331.0,1,1498347502,"1.0281175235373117","1.0085780790453591","1.0224630072393412","0.42585300760915806"
341.0,1,1498347502,"1.017716254973034","1.0000438924648696","1.011864671563221","0.44097224352186953"
351.0,1,1498347502,"1.0069289886940385","0.9895487386211068","1.0009931891862238","0.45318319708642074"
361.0,1,1498347502,"0.9958784726497532","0.9791673272003029","0.98985503730967","0.4633437855556857"
371.0,1,1498347502,"0.9848075510330663","0.968780251065219","0.9787303993255431","0.4714085326008"
381.0,1,1498347502,"0.9739321183046984","0.9580742481159769","0.9677644192816806","0.4799330105565249"
391.0,1,1498347502,"0.9627053447528395","0.9479060910915506","0.9564041999851428","0.4869588462933675"
401.0,1,1498347502,"0.9514993347393015","0.9369075004327517","0.9450987981710158","0.4931439915816771"
411.0,1,1498347502,"0.940468734029303","0.9262294789084815","0.9339753762967076","0.49827025864104807"
421.0,1,1498347502,"0.9295686626631736","0.9154299998262797","0.9230227207687458","0.5021291952390495"
431.0,1,1498347502,"0.9186784135511793","0.9055282517254272","0.911994743514999","0.5059814429673988"
441.0,1,1498347502,"0.9079576012749005","0.8948621231527923","0.9012139709818687","0.5086863038956321"
451.0,1,1498347502,"0.8974470449981475","0.8843970765192526","0.8906369493234689","0.5110494875904188"
