"tick","run","random_seed","Population growth rate","Donors growth rate","Recipients growth rate","Transconjugants growth rate"
0.0,1,1497548327,"0.0","0.0","-0.7018888376352254","0.0"
1.0,1,1497548327,"0.0","0.0","0.7018888376352254","0.0"
11.0,1,1497548327,"0.0","0.0","0.06380807614865686","0.0"
21.0,1,1497548327,"0.0","0.0","0.03342327798262978","0.0"
31.0,1,1497548327,"0.6513539345167403","0.5569043427269316","0.667553465279348","0.0"
41.0,1,1497548327,"0.7593472328995055","0.8050909035681368","0.7511242993085314","0.0"
51.0,1,1497548327,"0.7428065021814766","0.6472299420841885","0.7588956383196038","0.0"
61.0,1,1497548327,"0.8279201598725324","0.745398915211976","0.8417904532073434","0.0"
71.0,1,1497548327,"0.8762735463037927","0.8290191468363917","0.8702577009981391","0.0"
81.0,1,1497548327,"0.8845463729916857","0.762818478652689","0.8937335934876384","0.0"
91.0,1,1497548327,"0.9042381091412955","0.767050813233457","0.9180727492267668","0.0"
101.0,1,1497548327,"0.9466904742613256","0.9152807623055047","0.940693069117671","0.0"
111.0,1,1497548327,"0.9686931511532604","0.8772840721175288","0.9750164740148385","0.0"
121.0,1,1497548327,"0.972122963851255","0.8660884778224972","0.9806776724717812","0.0"
131.0,1,1497548327,"0.9993617686286466","0.9370573646951266","1.0011224011233262","0.0"
141.0,1,1497548327,"1.0056020264105412","0.9190950513861323","1.0118270169944867","0.0"
151.0,1,1497548327,"1.0224142227398247","0.9357493119142256","1.0289628616373725","0.0"
161.0,1,1497548327,"1.037618953523185","0.9836768445342793","1.0367235028199189","0.0"
171.0,1,1497548327,"1.040634169834846","0.9700766885950574","1.0429674178372736","0.0"
181.0,1,1497548327,"1.0500769345082563","0.9865411267405408","1.0514051425719975","0.0"
191.0,1,1497548327,"1.0590614304611132","1.0002620947641823","1.0586165332262807","0.0"
201.0,1,1497548327,"1.0682366001077144","1.0154657461550396","1.0677456260597398","0.023627337449790155"
211.0,1,1497548327,"1.0754900540283006","1.0202451717419916","1.0761146488633884","0.06811084065396089"
221.0,1,1497548327,"1.079634234132542","1.0300243385087702","1.078161805964013","0.16834085574733545"
231.0,1,1497548327,"1.0896746295843445","1.0419962846780115","1.087676115363054","0.2349660389226494"
241.0,1,1497548327,"1.0915308015563663","1.0497107153026008","1.0882107012256288","0.2932685054131571"
251.0,1,1497548327,"1.0964982343141683","1.0543650939866465","1.0933180959140654","0.3370052301726595"
261.0,1,1497548327,"1.102375006973026","1.0603783310369967","1.0987333621623125","0.39023887891905146"
271.0,1,1497548327,"1.1054531596180008","1.0655001966631932","1.1009235974468972","0.43930509347812396"
281.0,1,1497548327,"1.1086837434978012","1.0683639609771474","1.1040454950439849","0.4766503147218335"
291.0,1,1497548327,"1.1098747894662946","1.0740889007812708","1.1040308819710427","0.5156539651108051"
301.0,1,1497548327,"1.109024291709898","1.073392701651272","1.1028009294770615","0.546823251358217"
