"tick","run","random_seed","Population growth rate","Donors growth rate","Recipients growth rate","Transconjugants growth rate"
0.0,1,1497498779,"0.0","0.0","-0.7018888376352254","0.0"
1.0,1,1497498779,"0.0","0.0","0.7018888376352254","0.0"
11.0,1,1497498779,"0.0","0.0","0.06380807614865686","0.0"
21.0,1,1497498779,"0.0","0.0","0.03342327798262978","0.0"
31.0,1,1497498779,"0.6234997470620275","0.7414088986999483","0.6019257353604717","0.0"
41.0,1,1497498779,"0.7418179415945073","0.8050909035681368","0.7303625564589747","0.0"
51.0,1,1497498779,"0.7552582858757233","0.6472299420841885","0.7733336425103905","0.0"
61.0,1,1497498779,"0.8108104452216841","0.745398915211976","0.8219153571284731","0.0"
71.0,1,1497498779,"0.8702577009981391","0.8702577009981383","0.8702577009981391","0.0"
81.0,1,1497498779,"0.8755112095973809","0.8302171235240232","0.8832245631563813","0.0"
91.0,1,1497498779,"0.9368912872097338","0.8918482414748641","0.9445302589526469","0.0"
101.0,1,1497498779,"0.9442702409736637","0.9320189522827587","0.9464062520838952","0.0"
111.0,1,1497498779,"0.9409620500614853","0.9050151732093039","0.9470647493976491","0.0"
121.0,1,1497498779,"0.9762965406818142","0.9603419557685241","0.9790595401394432","0.0"
131.0,1,1497498779,"0.9899592032434169","0.9676085364839971","0.9937926799887674","0.0"
141.0,1,1497498779,"1.001575425021366","0.9856372823113094","1.0043271120505315","0.0"
151.0,1,1497498779,"1.0236258779246323","1.0048400095029222","1.0268507791139534","0.0"
161.0,1,1497498779,"1.0259187474694702","1.0077328012242275","1.029037911777798","0.0"
171.0,1,1497498779,"1.0399098343492559","1.0296089567909663","1.0416966605591746","0.0"
181.0,1,1497498779,"1.0506351020555789","1.0499838151578884","1.0507499023492402","0.0"
191.0,1,1497498779,"1.0599240054172048","1.0469544333553291","1.0616546816089685","0.0"
201.0,1,1497498779,"1.0682366001077144","1.0643191516672785","1.0681384698681156","0.0"
211.0,1,1497498779,"1.0743209713771227","1.071048076468647","1.0742826848550273","0.0"
221.0,1,1497498779,"1.0813608964942618","1.0784428847225205","1.0810391005251057","0.0"
231.0,1,1497498779,"1.0895962742639458","1.0878927464363828","1.0888807659313067","0.0"
241.0,1,1497498779,"1.0930181579943046","1.0907422113787963","1.0921807900171399","0.0"
251.0,1,1497498779,"1.1003654742842601","1.1019902965575605","1.0987181737271299","0.0"
261.0,1,1497498779,"1.1032486033093603","1.1048228014404538","1.1016261258501951","0.0"
271.0,1,1497498779,"1.10760833097382","1.107588471585538","1.1058879942348205","0.03151480436895936"
281.0,1,1497498779,"1.1109296658569077","1.1105923166659486","1.1090720348957919","0.10349247332285362"
291.0,1,1497498779,"1.1119883643944004","1.1105313090264168","1.1102716246948945","0.15242587204069413"
301.0,1,1497498779,"1.1120925403117383","1.112187980226622","1.1097388291701207","0.22443111388492182"
311.0,1,1497498779,"1.1111205633239036","1.1111205633239036","1.1085670467027613","0.27528669965119723"
321.0,1,1497498779,"1.1098816650593033","1.1081359433299593","1.1074900133428407","0.3164894736048112"
331.0,1,1497498779,"1.105932200519796","1.1040354498812184","1.1033379490869162","0.3567150738027358"
341.0,1,1497498779,"1.1016045540445485","1.09931067770999","1.0990431178559685","0.38177959260565547"
351.0,1,1497498779,"1.096520923467589","1.0935752684577582","1.0938032297888116","0.4169571780805873"
361.0,1,1497498779,"1.089908942717644","1.0868191268885576","1.0870341493001598","0.4428423663363871"
371.0,1,1497498779,"1.0823361866266739","1.077858604397697","1.0796912500392755","0.4577235094407562"
381.0,1,1497498779,"1.0742015369645588","1.068777166368274","1.0715639014945546","0.47713805880142185"
