"tick","run","random_seed","Relative contribution of horizontal transfer","Relative contribution of vertical transfer","Relative contribution of transconjugants re-transfers"
0.0,1,1497498779,"0.23939393939393938","0.7606060606060606","0.189873417721519"
1.0,1,1497498779,"0.0","0.0","0.0"
11.0,1,1497498779,"0.0","0.0","0.0"
21.0,1,1497498779,"0.0","0.0","0.0"
31.0,1,1497498779,"0.0","0.0","0.0"
41.0,1,1497498779,"0.0","0.0","0.0"
51.0,1,1497498779,"0.0","0.0","0.0"
61.0,1,1497498779,"0.0","0.0","0.0"
71.0,1,1497498779,"0.0","0.0","0.0"
81.0,1,1497498779,"0.0","0.0","0.0"
91.0,1,1497498779,"0.0","0.0","0.0"
101.0,1,1497498779,"0.0","0.0","0.0"
111.0,1,1497498779,"0.0","0.0","0.0"
121.0,1,1497498779,"0.0","0.0","0.0"
131.0,1,1497498779,"0.0","0.0","0.0"
141.0,1,1497498779,"0.0","0.0","0.0"
151.0,1,1497498779,"0.0","0.0","0.0"
161.0,1,1497498779,"0.0","0.0","0.0"
171.0,1,1497498779,"0.0","0.0","0.0"
181.0,1,1497498779,"0.0","0.0","0.0"
191.0,1,1497498779,"0.0","0.0","0.0"
201.0,1,1497498779,"0.5","0.5","0.0"
211.0,1,1497498779,"0.5","0.5","0.0"
221.0,1,1497498779,"0.5","0.5","0.0"
231.0,1,1497498779,"0.42857142857142855","0.5714285714285714","0.0"
241.0,1,1497498779,"0.5454545454545454","0.45454545454545453","0.0"
251.0,1,1497498779,"0.47058823529411764","0.5294117647058824","0.0"
261.0,1,1497498779,"0.5","0.5","0.0"
271.0,1,1497498779,"0.4666666666666667","0.5333333333333333","0.0"
281.0,1,1497498779,"0.4489795918367347","0.5510204081632653","0.0"
291.0,1,1497498779,"0.4057971014492754","0.5942028985507246","0.0"
301.0,1,1497498779,"0.39325842696629215","0.6067415730337079","0.0"
311.0,1,1497498779,"0.4198473282442748","0.5801526717557252","0.0"
321.0,1,1497498779,"0.4011299435028249","0.5988700564971752","0.014084507042253521"
331.0,1,1497498779,"0.3852813852813853","0.6147186147186147","0.011235955056179775"
341.0,1,1497498779,"0.3519736842105263","0.6480263157894737","0.009345794392523364"
351.0,1,1497498779,"0.34408602150537637","0.6559139784946236","0.015625"
361.0,1,1497498779,"0.3347022587268994","0.6652977412731006","0.03067484662576687"
371.0,1,1497498779,"0.31311475409836065","0.6868852459016394","0.02617801047120419"
381.0,1,1497498779,"0.29583333333333334","0.7041666666666667","0.03286384976525822"
