"tick","run","random_seed","Rate (T/(R+T))"
0.0,1,1497498779,"0.0"
1.0,1,1497498779,"0.0"
11.0,1,1497498779,"0.0"
21.0,1,1497498779,"0.0"
31.0,1,1497498779,"0.0"
41.0,1,1497498779,"0.0"
51.0,1,1497498779,"0.0"
61.0,1,1497498779,"0.0"
71.0,1,1497498779,"0.0"
81.0,1,1497498779,"0.0"
91.0,1,1497498779,"0.0"
101.0,1,1497498779,"0.0"
111.0,1,1497498779,"0.0"
121.0,1,1497498779,"0.0"
131.0,1,1497498779,"0.0"
141.0,1,1497498779,"0.0"
151.0,1,1497498779,"0.0"
161.0,1,1497498779,"0.0"
171.0,1,1497498779,"0.0"
181.0,1,1497498779,"0.0"
191.0,1,1497498779,"0.0016012810248198558"
201.0,1,1497498779,"0.002622950819672131"
211.0,1,1497498779,"0.0021493820526598604"
221.0,1,1497498779,"0.003064798598949212"
231.0,1,1497498779,"0.0038993264799716413"
241.0,1,1497498779,"0.004954823666569514"
251.0,1,1497498779,"0.005669737774627924"
261.0,1,1497498779,"0.0058263740532142165"
271.0,1,1497498779,"0.007754391517645197"
281.0,1,1497498779,"0.00893666623494366"
291.0,1,1497498779,"0.009520753102267864"
301.0,1,1497498779,"0.011652730830813023"
311.0,1,1497498779,"0.013146167557932263"
321.0,1,1497498779,"0.014328247115742463"
331.0,1,1497498779,"0.016014328609808778"
341.0,1,1497498779,"0.016696588868940754"
351.0,1,1497498779,"0.01872788801722812"
361.0,1,1497498779,"0.020328589995667678"
371.0,1,1497498779,"0.02093570992410805"
381.0,1,1497498779,"0.022446373850868232"
