"tick","run","random_seed","Population growth rate","Donors growth rate","Recipients growth rate","Transconjugants growth rate"
0.0,1,1497008596,"0.0","0.0","-0.7018888376352254","0.0"
1.0,1,1497008596,"0.0","0.0","0.7018888376352254","0.0"
11.0,1,1497008596,"0.0","0.0","0.06380807614865686","0.0"
21.0,1,1497008596,"0.0","0.0","0.03342327798262978","0.0"
31.0,1,1497008596,"0.59523891479344","0.12493577506715062","0.667553465279348","0.0"
41.0,1,1497008596,"0.7418179415945073","0.2668601116795311","0.8116989433676642","0.0"
51.0,1,1497008596,"0.7302215418045431","0.5530450824195227","0.7588956383196038","0.0"
61.0,1,1497008596,"0.8021426905145557","0.6819069639483432","0.8219153571284731","0.0"
71.0,1,1497008596,"0.8519489122608619","0.691654458881476","0.8702577009981391","0.0"
81.0,1,1497008596,"0.8709519692635758","0.726671104017084","0.8884977115107198","0.0"
91.0,1,1497008596,"0.8872844899242347","0.7096703369290915","0.9064005955442608","0.0"
101.0,1,1497008596,"0.9245450619061885","0.8035464353882439","0.9378157441213617","0.0"
111.0,1,1497008596,"0.9275174297370152","0.7672107520590511","0.9470647493976491","0.0"
121.0,1,1497008596,"0.9593872738184691","0.81766398366493","0.9741732235710447","0.0"
131.0,1,1497008596,"0.9771144982804044","0.8781380271583796","0.9863437711866234","0.0"
141.0,1,1497008596,"0.9825460211055105","0.8556642283422101","0.996692672512805","0.0"
151.0,1,1497008596,"0.9999479382943628","0.8819616025338333","1.0117433050299485","0.0"
161.0,1,1497008596,"1.014330105479557","0.8915207002914091","1.0279269185270068","0.0"
171.0,1,1497008596,"1.0209153193200728","0.9227935757242128","1.0309241628956354","0.0"
181.0,1,1497008596,"1.0296274210546545","0.9164812914351095","1.0414379156889082","0.0"
191.0,1,1497008596,"1.0406068895814495","0.930585681535936","1.0516713435872502","0.0"
201.0,1,1497008596,"1.0491235323045","0.9488437282572625","1.05917199265276","0.0"
211.0,1,1497008596,"1.0554878042675568","0.9490681720263986","1.0663624444778061","0.0"
221.0,1,1497008596,"1.064011405385403","0.9628282889010975","1.0737878783719819","0.0"
231.0,1,1497008596,"1.0699035470869056","0.9701721792003972","1.0795630059953218","0.03161528929093757"
241.0,1,1497008596,"1.074355497825141","0.9747862698615728","1.0838748258504134","0.08998379355782467"
251.0,1,1497008596,"1.080944429199469","0.9862290405482401","1.0892160141879794","0.17401527204525197"
261.0,1,1497008596,"1.0855228916483073","0.9883723233147723","1.0939071418938255","0.2248413676865399"
271.0,1,1497008596,"1.0908445536543003","0.9951311898947832","1.09881875657256","0.2762951346085726"
281.0,1,1497008596,"1.094307403088591","0.9999234680896322","1.1016605912330826","0.33076705496973974"
291.0,1,1497008596,"1.0966160558694964","1.0014563545334296","1.1038011841081732","0.37191350039741267"
301.0,1,1497008596,"1.0979946620464505","1.0031862331849906","1.104907766585117","0.40862948125572884"
311.0,1,1497008596,"1.0981206371275625","1.0044518584164521","1.1045611007105496","0.445214602625742"
321.0,1,1497008596,"1.0961608251355444","1.0015290344177554","1.1026153309272928","0.4692578847767224"
331.0,1,1497008596,"1.0931894198841434","1.0013392476275378","1.0992743944140233","0.4905465918004406"
341.0,1,1497008596,"1.089811955144141","0.9974888241333333","1.09582480759837","0.5109469997007916"
351.0,1,1497008596,"1.0852851694811503","0.9922347008008156","1.0911767507115104","0.5306588539724223"
361.0,1,1497008596,"1.0798053228656268","0.9874639816634649","1.0856029900521882","0.5435537563995646"
371.0,1,1497008596,"1.072950148035955","0.9813435669177547","1.0784518959344116","0.5590437520826149"
381.0,1,1497008596,"1.0661833874273339","0.9745112099381977","1.0716132682330033","0.5697991875625414"
