"tick","run","random_seed","Gamma end-point (D growth rate)","Gamma end-point (D+R+T growth rate)","Gamma end-point (T growth rate)"
0.0,1,1498435458,"0.0","0.0","0.0"
1.0,1,1498435458,"0.0","0.0","0.0"
11.0,1,1498435458,"0.0","0.0","0.0"
21.0,1,1498435458,"0.0","0.0","0.0"
31.0,1,1498435458,"0.0","0.0","0.0"
41.0,1,1498435458,"0.0","0.0","0.0"
51.0,1,1498435458,"0.0","0.0","0.0"
61.0,1,1498435458,"0.0","0.0","0.0"
71.0,1,1498435458,"0.0","0.0","0.0"
81.0,1,1498435458,"1.085267954114614E-9","1.085267954114614E-9","0.0"
91.0,1,1498435458,"7.287400358419365E-10","7.287400358419365E-10","0.0"
101.0,1,1498435458,"9.126489801082364E-10","9.126489801082364E-10","0.0"
111.0,1,1498435458,"7.96275712970632E-10","7.96275712970632E-10","0.0"
121.0,1,1498435458,"6.49992487353322E-10","6.49992487353322E-10","0.0"
131.0,1,1498435458,"5.850672224661049E-10","5.850672224661049E-10","0.0"
141.0,1,1498435458,"5.960443487208606E-10","5.960443487208606E-10","0.0"
151.0,1,1498435458,"4.952243503257444E-10","4.952243503257444E-10","0.0"
161.0,1,1498435458,"4.174446064940446E-10","4.174446064940446E-10","0.0"
171.0,1,1498435458,"3.765716693762547E-10","3.765716693762547E-10","0.0"
181.0,1,1498435458,"3.391603928396542E-10","3.391603928396542E-10","0.0"
191.0,1,1498435458,"3.042462610050871E-10","3.042462610050871E-10","0.0"
201.0,1,1498435458,"2.624809590149493E-10","2.624809590149493E-10","0.0"
211.0,1,1498435458,"2.2524928371680577E-10","2.2524928371680577E-10","0.0"
221.0,1,1498435458,"1.9421641893506992E-10","1.9421641893506992E-10","0.0"
231.0,1,1498435458,"1.7038676217566563E-10","1.7038676217566563E-10","0.0"
241.0,1,1498435458,"1.4857659505813516E-10","1.4857659505813516E-10","0.0"
251.0,1,1498435458,"1.3145144655198552E-10","1.3145144655198552E-10","4.629506934253855E-12"
261.0,1,1498435458,"1.16175877660272E-10","1.16175877660272E-10","9.560657045900944E-12"
271.0,1,1498435458,"1.0142220659454006E-10","1.0142220659454006E-10","1.2118016278857966E-11"
