"tick","run","random_seed","Rate (T/(R+T))"
0.0,1,1497548327,"0.0"
1.0,1,1497548327,"0.0"
11.0,1,1497548327,"0.0"
21.0,1,1497548327,"0.0"
31.0,1,1497548327,"0.0"
41.0,1,1497548327,"0.0"
51.0,1,1497548327,"0.0"
61.0,1,1497548327,"0.0"
71.0,1,1497548327,"0.01652892561983471"
81.0,1,1497548327,"0.013888888888888888"
91.0,1,1497548327,"0.011560693641618497"
101.0,1,1497548327,"0.018957345971563982"
111.0,1,1497548327,"0.015267175572519083"
121.0,1,1497548327,"0.016025641025641024"
131.0,1,1497548327,"0.01818181818181818"
141.0,1,1497548327,"0.017167381974248927"
151.0,1,1497548327,"0.017361111111111112"
161.0,1,1497548327,"0.02556818181818182"
171.0,1,1497548327,"0.024676850763807285"
181.0,1,1497548327,"0.025961538461538463"
191.0,1,1497548327,"0.030612244897959183"
201.0,1,1497548327,"0.02939297124600639"
211.0,1,1497548327,"0.028081123244929798"
221.0,1,1497548327,"0.033876500857632934"
231.0,1,1497548327,"0.03618194348725017"
241.0,1,1497548327,"0.03945111492281304"
251.0,1,1497548327,"0.04056889717882956"
261.0,1,1497548327,"0.04388121808208814"
271.0,1,1497548327,"0.04798136645962733"
281.0,1,1497548327,"0.05031766200762389"
291.0,1,1497548327,"0.05452057678139143"
301.0,1,1497548327,"0.057940479325783514"
