"Average D conjugations","Average T conjugations","tick","run","random_seed"
0.0,0.0,0.0,1,1498347502
0.0,0.0,1.0,1,1498347502
0.0,0.0,11.0,1,1498347502
0.0,0.0,21.0,1,1498347502
0.0,0.0,31.0,1,1498347502
0.002941176470588233,0.0,41.0,1,1498347502
0.0025641025641025632,0.0,51.0,1,1498347502
0.002164502164502164,0.0,61.0,1,1498347502
0.0035523978685612803,0.0,71.0,1,1498347502
0.004511278195488723,0.0,81.0,1,1498347502
0.004938271604938273,0.0,91.0,1,1498347502
0.004073319755600818,0.0,101.0,1,1498347502
0.00500834724540902,0.0,111.0,1,1498347502
0.004807692307692317,0.0,121.0,1,1498347502
0.004491858506457054,0.0011229646266142641,131.0,1,1498347502
0.0042293233082706895,9.398496240601522E-4,141.0,1,1498347502
0.004561003420752581,7.601672367920947E-4,151.0,1,1498347502
0.00373482726423904,9.337068160597593E-4,161.0,1,1498347502
0.003816793893129772,0.0012722646310432586,171.0,1,1498347502
0.0035401915868388243,0.001249479383590171,181.0,1,1498347502
0.0030821917808219377,0.001027397260273971,191.0,1,1498347502
0.0032033426183844115,0.0011142061281337022,201.0,1,1498347502
0.0035143407776896,0.0013603899784604882,211.0,1,1498347502
0.00353258343404294,0.0011155526633819825,221.0,1,1498347502
0.0037666231070797,9.224383119378921E-4,231.0,1,1498347502
0.0038441824705279476,8.969759097898523E-4,241.0,1,1498347502
0.003872633390705683,8.605851979345925E-4,251.0,1,1498347502
0.0037636602729787375,0.0010882873078492748,261.0,1,1498347502
0.0035860260661679574,0.0011182231819233449,271.0,1,1498347502
0.0035449244632917982,0.0015239862178637559,281.0,1,1498347502
0.0036364677585614636,0.0020043523078685055,291.0,1,1498347502
0.0033909292642182007,0.002144264093549743,301.0,1,1498347502
0.003507003046708887,0.0022137956732349944,311.0,1,1498347502
0.0036855990068280346,0.0023859404096834135,321.0,1,1498347502
0.0037897710633752898,0.002566708583831454,331.0,1,1498347502
0.0038802063284317234,0.002740780660558959,341.0,1,1498347502
0.003917334551444468,0.0029206981991335024,351.0,1,1498347502
0.0040527355965276,0.0029394841518024808,361.0,1,1498347502
0.0041641137359021505,0.003131595071141688,371.0,1,1498347502
0.004230162087430173,0.003115875488790104,381.0,1,1498347502
0.004379010947527319,0.003180445451113607,391.0,1,1498347502
0.004427193886833681,0.0033702121760827266,401.0,1,1498347502
0.004441325859360696,0.003412724358718789,411.0,1,1498347502
0.004488858799635008,0.0034439113413593106,421.0,1,1498347502
0.004566427894740381,0.003591802239594387,431.0,1,1498347502
0.004543153631991891,0.0037269045811186793,441.0,1,1498347502
0.004579406796122213,0.0038377547957218895,451.0,1,1498347502
