"tick","run","random_seed","Generation Time G(D+T+R)","Generation Time G(D)","Generation Time G(R)","Generation Time G(T)"
0.0,1,1497498779,"0.0","10.113408000636843","-59.65720642289129","0.0"
1.0,1,1497498779,"0.0","-10.113408000636843","59.65720642289129","0.0"
11.0,1,1497498779,"0.0","-111.24748800700527","0.0","0.0"
21.0,1,1497498779,"0.0","-212.3815680133737","0.0","0.0"
31.0,1,1497498779,"0.0","56.477238600926654","0.0","0.0"
41.0,1,1497498779,"56.446096710364735","52.009937122812744","57.33142656674421","0.0"
51.0,1,1497498779,"55.44159932542251","0.0","54.14574637772165","0.0"
61.0,1,1497498779,"51.64305358853494","56.174923813538825","50.94530344221583","0.0"
71.0,1,1497498779,"48.11531943319951","48.11531943319951","48.11531943319951","0.0"
81.0,1,1497498779,"47.82660326186252","50.435875250308115","47.40892522631689","0.0"
91.0,1,1497498779,"44.69326147480073","46.950507188848235","44.33180078228335","0.0"
101.0,1,1497498779,"44.34400816184901","44.92690537050775","44.24392503803475","0.0"
111.0,1,1497498779,"44.49991077747629","46.26743121249673","44.213162087765504","0.0"
121.0,1,1497498779,"42.88935331419357","43.60189307694899","42.76831546604766","0.0"
131.0,1,1497498779,"42.29742714198633","43.274450042452465","42.13426815862695","0.0"
141.0,1,1497498779,"41.806863693599546","42.48289713081485","41.692319932731735","0.0"
151.0,1,1497498779,"40.90628048366935","41.67103904773957","40.77781126957737","0.0"
161.0,1,1497498779,"40.81485729353373","41.55141841355059","40.69114149583336","0.0"
171.0,1,1497498779,"40.26572870996067","40.668573244772546","40.196660753669235","0.0"
181.0,1,1497498779,"39.85468141203625","39.87940258529677","39.85032706556459","0.0"
191.0,1,1497498779,"39.50540515991563","39.99479436610395","39.441004686446576","0.0"
201.0,1,1497498779,"39.19798972297438","39.34226609295976","39.201590855441566","0.0"
211.0,1,1497498779,"38.97599357020142","39.09509590903319","38.97738264149526","0.0"
221.0,1,1497498779,"38.722250275997","38.827023540983326","38.733776837847905","0.0"
231.0,1,1497498779,"38.42958007635765","38.48975683484428","38.4548323221726","0.0"
241.0,1,1497498779,"38.30926958209368","38.389205841585955","38.3386410523391","0.0"
251.0,1,1497498779,"38.05347246101452","37.9973647712969","38.11052576902809","0.0"
261.0,1,1497498779,"37.95402699547837","37.89994849683963","38.00992577260405","0.0"
271.0,1,1497498779,"37.80463373358014","37.805311581823815","37.8634432157839","0.0"
281.0,1,1497498779,"37.69160961277331","37.70305866911741","37.75474086014766","0.0"
291.0,1,1497498779,"37.65572429845663","37.705129907085976","37.713948858446244","0.0"
301.0,1,1497498779,"37.652196876520414","37.64896583776709","37.73205566217803","0.0"
311.0,1,1497498779,"37.68513395833978","37.68513395833978","37.77193936737554","0.0"
321.0,1,1497498779,"37.7271997465513","37.786633963789065","37.808672555284645","0.0"
331.0,1,1497498779,"37.8619297394965","37.92697714301863","37.95095356538735","0.0"
341.0,1,1497498779,"38.010670089363074","38.08998504404026","38.09925797489481","0.0"
351.0,1,1497498779,"38.18689308755807","38.28975332605988","38.281773295560605","0.0"
361.0,1,1497498779,"38.41855556145757","38.52777912788878","38.520158083060444","0.0"
371.0,1,1497498779,"38.68735776379457","38.848070704158445","38.78213079082014","0.0"
381.0,1,1497498779,"38.98032709118046","39.17816415840136","39.07627647247695","0.0"
