"Average D conjugations","Average T conjugations","tick","run","random_seed"
0.0,0.0,0.0,1,1497008596
0.0,0.0,1.0,1,1497008596
0.0,0.0,11.0,1,1497008596
0.0,0.0,21.0,1,1497008596
0.0,0.0,31.0,1,1497008596
0.0,0.0,41.0,1,1497008596
0.0,0.0,51.0,1,1497008596
0.0,0.0,61.0,1,1497008596
0.0072992700729927005,0.0,71.0,1,1497008596
0.006172839506172839,0.0,81.0,1,1497008596
0.005208333333333334,0.0,91.0,1,1497008596
0.004219409282700422,0.0,101.0,1,1497008596
0.003597122302158273,0.0,111.0,1,1497008596
0.005780346820809244,0.0,121.0,1,1497008596
0.004739336492890994,0.0,131.0,1,1497008596
0.003976143141153082,0.0,141.0,1,1497008596
0.0032310177705977385,0.0,151.0,1,1497008596
0.002631578947368423,0.0,161.0,1,1497008596
0.00327153762268266,0.0,171.0,1,1497008596
0.0026881720430107503,0.0,181.0,1,1497008596
0.002186588921282801,0.0,191.0,1,1497008596
0.0029779630732578964,0.0,201.0,1,1497008596
0.002933985330073354,0.0,211.0,1,1497008596
0.0023847376788553283,0.0,221.0,1,1497008596
0.0026033192320208376,0.0,231.0,1,1497008596
0.0034768654720513537,0.0,241.0,1,1497008596
0.004568196649989116,0.0,251.0,1,1497008596
0.004808548530721282,0.0,261.0,1,1497008596
0.005223447475333732,2.9019152640742804E-4,271.0,1,1497008596
0.0058326389715509935,4.7613379359599903E-4,281.0,1,1497008596
0.006081412457086793,5.885237861696911E-4,291.0,1,1497008596
0.006572541382667945,7.302823758519965E-4,301.0,1,1497008596
0.006820637493246895,8.10372771474877E-4,311.0,1,1497008596
0.0065924073653102966,0.0010229597635826317,321.0,1,1497008596
0.006689446075364532,0.001058761249338277,331.0,1,1497008596
0.006582982377233553,0.0010222022324896814,341.0,1,1497008596
0.006582402576940588,0.0012254472882602197,351.0,1,1497008596
0.006674115906139579,0.001238184398876576,361.0,1,1497008596
0.006632277081798106,0.001526476471207511,371.0,1,1497008596
0.006594063045675941,0.0016542597187758463,381.0,1,1497008596
0.006485980928369642,0.0018299005754020639,391.0,1,1497008596
0.006580136664376898,0.0019523482410788355,401.0,1,1497008596
0.006419896828862032,0.0020698911690033555,411.0,1,1497008596
0.006420219333284911,0.002222383615367824,421.0,1,1497008596
0.006305798450425348,0.002346648487788271,431.0,1,1497008596
0.006323922734026699,0.002389301634472501,441.0,1,1497008596
0.00627294320881022,0.0024724681494277686,451.0,1,1497008596
0.0061932938856016405,0.0024161735700197196,461.0,1,1497008596
0.00618610699707405,0.002474442798829615,471.0,1,1497008596
0.006145720004318645,0.002499813136891792,481.0,1,1497008596
0.006152266685054494,0.002490020762942374,491.0,1,1497008596
0.00604154714602408,0.0025568564123267562,501.0,1,1497008596
0.005996843766438724,0.0026301946344029206,511.0,1,1497008596
0.005966608997597524,0.0026837513831407048,521.0,1,1497008596
0.005882017668851619,0.0027244229125106987,531.0,1,1497008596
0.0058093407383347055,0.002779537915133588,541.0,1,1497008596
0.005765068472655757,0.002797753817612409,551.0,1,1497008596
0.005718186451217764,0.0028100000467554164,561.0,1,1497008596
0.005621113235326425,0.002808359153536832,571.0,1,1497008596
0.005521066136909077,0.0028598625941561105,581.0,1,1497008596
0.0054589969971614175,0.0029286464577044716,591.0,1,1497008596
