"tick","run","random_seed","Gamma end-point (D growth rate)","Gamma end-point (D+R+T growth rate)","Gamma end-point (T growth rate)"
0.0,1,1497296451,"0.0","0.0","0.0"
1.0,1,1497296451,"0.0","0.0","0.0"
11.0,1,1497296451,"0.0","0.0","0.0"
21.0,1,1497296451,"0.0","0.0","0.0"
31.0,1,1497296451,"0.0","0.0","0.0"
41.0,1,1497296451,"0.0","0.0","0.0"
51.0,1,1497296451,"0.0","0.0","0.0"
61.0,1,1497296451,"0.0","0.0","0.0"
71.0,1,1497296451,"0.0","0.0","0.0"
81.0,1,1497296451,"0.0","0.0","0.0"
91.0,1,1497296451,"0.0","0.0","0.0"
101.0,1,1497296451,"0.0","0.0","0.0"
111.0,1,1497296451,"0.0","0.0","0.0"
121.0,1,1497296451,"0.0","0.0","0.0"
131.0,1,1497296451,"0.0","0.0","0.0"
141.0,1,1497296451,"0.0","0.0","0.0"
151.0,1,1497296451,"2.0166830226944724E-10","2.0166830226944724E-10","0.0"
161.0,1,1497296451,"2.6900203513418805E-10","2.6900203513418805E-10","0.0"
171.0,1,1497296451,"3.6791290842798705E-10","3.6791290842798705E-10","0.0"
181.0,1,1497296451,"4.4517694272716084E-10","4.4517694272716084E-10","0.0"
191.0,1,1497296451,"4.0793514907945065E-10","4.0793514907945065E-10","0.0"
201.0,1,1497296451,"3.463806796994465E-10","3.463806796994465E-10","0.0"
211.0,1,1497296451,"3.332661531519013E-10","3.332661531519013E-10","0.0"
221.0,1,1497296451,"3.032035703225E-10","3.032035703225E-10","0.0"
231.0,1,1497296451,"3.1453595530322446E-10","3.1453595530322446E-10","0.0"
241.0,1,1497296451,"2.947903991917763E-10","2.947903991917763E-10","0.0"
251.0,1,1497296451,"2.559483209131587E-10","2.559483209131587E-10","0.0"
261.0,1,1497296451,"2.5639703536080464E-10","2.5639703536080464E-10","1.8615577830116802E-11"
271.0,1,1497296451,"2.361738660966659E-10","2.361738660966659E-10","2.9308826993922E-11"
281.0,1,1497296451,"2.0941640563815462E-10","2.0941640563815462E-10","3.2990316148758244E-11"
291.0,1,1497296451,"1.9269506470207584E-10","1.9269506470207584E-10","3.780856482000889E-11"
301.0,1,1497296451,"1.8815482578273706E-10","1.8815482578273706E-10","4.6044585556445575E-11"
311.0,1,1497296451,"1.742754526396483E-10","1.742754526396483E-10","4.850147635066202E-11"
321.0,1,1497296451,"1.5547346838705783E-10","1.5547346838705783E-10","4.677807751716076E-11"
331.0,1,1497296451,"1.4237979511828708E-10","1.4237979511828708E-10","4.6511614952820705E-11"
341.0,1,1497296451,"1.4162235240165064E-10","1.4162235240165064E-10","5.1602289346761594E-11"
351.0,1,1497296451,"1.30346606968728E-10","1.30346606968728E-10","5.0408241480827116E-11"
361.0,1,1497296451,"1.1923915666743104E-10","1.1923915666743104E-10","4.849905494494009E-11"
371.0,1,1497296451,"1.1369221243311723E-10","1.1369221243311723E-10","4.868297122017266E-11"
381.0,1,1497296451,"1.0661219571367852E-10","1.0661219571367852E-10","4.7724009848999115E-11"
