"tick","run","random_seed","Population (D+R+T)","Population (T)","Population (D)","Population (R)"
0.0,1,1498347502,"20000.0","0.0","1000.0","19000.0"
1.0,1,1498347502,"20000.0","0.0","1000.0","19000.0"
11.0,1,1498347502,"20000.0","0.0","1000.0","19000.0"
21.0,1,1498347502,"20000.0","0.0","1000.0","19000.0"
31.0,1,1498347502,"26800.0","0.0","1200.0","25600.0"
41.0,1,1498347502,"34000.0","100.0","1400.0","32500.0"
51.0,1,1498347502,"39000.0","100.0","1500.0","37400.0"
61.0,1,1498347502,"46200.0","200.0","2000.0","44000.0"
71.0,1,1498347502,"56300.0","400.0","2400.0","53500.0"
81.0,1,1498347502,"66500.0","500.0","2800.0","63200.0"
91.0,1,1498347502,"81000.0","700.0","3400.0","76900.0"
101.0,1,1498347502,"98200.0","800.0","4300.0","93100.0"
111.0,1,1498347502,"119800.0","1300.0","5100.0","113400.0"
121.0,1,1498347502,"145600.0","1700.0","6300.0","137600.0"
131.0,1,1498347502,"178100.0","2500.0","7400.0","168200.0"
141.0,1,1498347502,"212800.0","3100.0","9400.0","200300.0"
151.0,1,1498347502,"263100.0","3700.0","11700.0","247700.0"
161.0,1,1498347502,"321300.0","4700.0","14100.0","302500.0"
171.0,1,1498347502,"393000.0","6200.0","17500.0","369300.0"
181.0,1,1498347502,"480200.0","8200.0","21100.0","450900.0"
191.0,1,1498347502,"584000.0","10500.0","25800.0","547700.0"
201.0,1,1498347502,"718000.0","12900.0","31800.0","673300.0"
211.0,1,1498347502,"882100.0","17600.0","38600.0","825900.0"
221.0,1,1498347502,"1075700.0","23200.0","48600.0","1003900.0"
231.0,1,1498347502,"1300900.0","28900.0","57400.0","1214600.0"
241.0,1,1498347502,"1560800.0","36800.0","70400.0","1453600.0"
251.0,1,1498347502,"1859200.0","45000.0","84400.0","1729800.0"
261.0,1,1498347502,"2205300.0","56400.0","99100.0","2049800.0"
271.0,1,1498347502,"2593400.0","68300.0","115800.0","2409300.0"
281.0,1,1498347502,"3018400.0","84200.0","137000.0","2797200.0"
291.0,1,1498347502,"3492400.0","103300.0","157700.0","3231400.0"
301.0,1,1498347502,"4010700.0","121500.0","180400.0","3708800.0"
311.0,1,1498347502,"4562300.0","144200.0","205900.0","4212200.0"
321.0,1,1498347502,"5155200.0","169400.0","230800.0","4755000.0"
331.0,1,1498347502,"5805100.0","199000.0","260600.0","5345500.0"
341.0,1,1498347502,"6494500.0","232800.0","293700.0","5968000.0"
351.0,1,1498347502,"7224300.0","269100.0","326300.0","6628900.0"
361.0,1,1498347502,"7994600.0","308500.0","361500.0","7324600.0"
371.0,1,1498347502,"8813400.0","350300.0","399100.0","8064000.0"
381.0,1,1498347502,"9692300.0","400000.0","438200.0","8854100.0"
391.0,1,1498347502,"1.0596E7","453600.0","481100.0","9661300.0"
401.0,1,1498347502,"1.15423E7","512700.0","523500.0","1.05061E7"
411.0,1,1498347502,"1.25413E7","576500.0","568800.0","1.1396E7"
421.0,1,1498347502,"1.35892E7","643600.0","615300.0","1.23303E7"
431.0,1,1498347502,"1.46723E7","719400.0","667500.0","1.32854E7"
441.0,1,1498347502,"1.5804E7","798400.0","717700.0","1.42879E7"
451.0,1,1498347502,"1.69891E7","884600.0","770100.0","1.53344E7"
