"tick","run","random_seed","Gamma end-point (D growth rate)","Gamma end-point (D+R+T growth rate)","Gamma end-point (T growth rate)"
0.0,1,1497548327,"0.0","0.0","0.0"
1.0,1,1497548327,"0.0","0.0","0.0"
11.0,1,1497548327,"0.0","0.0","0.0"
21.0,1,1497548327,"0.0","0.0","0.0"
31.0,1,1497548327,"0.0","0.0","0.0"
41.0,1,1497548327,"0.0","0.0","0.0"
51.0,1,1497548327,"0.0","0.0","0.0"
61.0,1,1497548327,"0.0","0.0","0.0"
71.0,1,1497548327,"1.0782712796003933E-8","1.0782712796003933E-8","0.0"
81.0,1,1497548327,"8.073064005827811E-9","8.073064005827811E-9","0.0"
91.0,1,1497548327,"5.6389239270066486E-9","5.6389239270066486E-9","0.0"
101.0,1,1497548327,"6.151214327841533E-9","6.151214327841533E-9","0.0"
111.0,1,1497548327,"4.474137054349308E-9","4.474137054349308E-9","0.0"
121.0,1,1497548327,"4.020966252893577E-9","4.020966252893577E-9","0.0"
131.0,1,1497548327,"3.3640957816940632E-9","3.3640957816940632E-9","0.0"
141.0,1,1497548327,"2.788687481151825E-9","2.788687481151825E-9","0.0"
151.0,1,1497548327,"2.3101846457983537E-9","2.3101846457983537E-9","0.0"
161.0,1,1497548327,"2.5171451046717844E-9","2.5171451046717844E-9","0.0"
171.0,1,1497548327,"2.120918280578097E-9","2.120918280578097E-9","0.0"
181.0,1,1497548327,"1.80025116065925E-9","1.80025116065925E-9","0.0"
191.0,1,1497548327,"1.7052102779389558E-9","1.7052102779389558E-9","0.0"
201.0,1,1497548327,"1.3251783158642282E-9","1.3251783158642282E-9","2.931039364023998E-11"
211.0,1,1497548327,"1.0543680091649442E-9","1.0543680091649442E-9","6.677318046213915E-11"
221.0,1,1497548327,"1.0211914093938143E-9","1.0211914093938143E-9","1.5922821850615548E-10"
231.0,1,1497548327,"8.771135064460147E-10","8.771135064460147E-10","1.891315817582991E-10"
241.0,1,1497548327,"7.741383082738681E-10","7.741383082738681E-10","2.0799265062134242E-10"
251.0,1,1497548327,"6.544751277149808E-10","6.544751277149808E-10","2.0115084015235412E-10"
261.0,1,1497548327,"5.755188901931763E-10","5.755188901931763E-10","2.0373270900110065E-10"
271.0,1,1497548327,"5.113137735842017E-10","5.113137735842017E-10","2.0319517217597935E-10"
281.0,1,1497548327,"4.4083100027242467E-10","4.4083100027242467E-10","1.8952405160742636E-10"
291.0,1,1497548327,"3.8620026700618204E-10","3.8620026700618204E-10","1.7943077984891663E-10"
301.0,1,1497548327,"3.41000689327382E-10","3.41000689327382E-10","1.6813617794241148E-10"
